inventory_log_id,store_id,product_id,warehouse_id,offline_stock_qty,online_stock_qty,reserved_qty,shrinkage_rate_pct,last_sync_timestamp,sync_status
INV-81275,STR-501,PRD-6275,WH-104,121,284,5,3.63,2026-07-30 20:19:20,Discrepancy Warning
INV-81276,STR-502,PRD-6276,WH-104,27,94,0,1.21,2026-07-30 20:19:20,Synced
INV-81277,STR-503,PRD-6277,WH-102,65,116,8,3.36,2026-07-30 20:19:20,Discrepancy Warning
INV-81278,STR-504,PRD-6278,WH-101,117,236,15,1.76,2026-07-30 20:19:20,Synced
INV-81279,STR-505,PRD-6279,WH-104,80,42,20,4.35,2026-07-30 20:19:20,Discrepancy Warning
INV-81280,STR-501,PRD-6280,WH-102,58,11,8,2.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81281,STR-502,PRD-6281,WH-104,145,204,13,2.18,2026-07-30 20:19:20,Discrepancy Warning
INV-81282,STR-503,PRD-6282,WH-102,51,305,11,3.83,2026-07-30 20:19:20,Discrepancy Warning
INV-81283,STR-504,PRD-6283,WH-101,109,289,4,3.98,2026-07-30 20:19:20,Discrepancy Warning
INV-81284,STR-505,PRD-6284,WH-102,17,141,2,1.72,2026-07-30 20:19:20,Synced
INV-81285,STR-501,PRD-6285,WH-101,128,82,8,1.57,2026-07-30 20:19:20,Synced
INV-81286,STR-502,PRD-6286,WH-102,134,25,5,4.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81287,STR-503,PRD-6287,WH-103,43,54,8,3.75,2026-07-30 20:19:20,Discrepancy Warning
INV-81288,STR-504,PRD-6288,WH-101,105,207,18,1.41,2026-07-30 20:19:20,Synced
INV-81289,STR-505,PRD-6289,WH-102,150,170,5,4.14,2026-07-30 20:19:20,Discrepancy Warning
INV-81290,STR-501,PRD-6290,WH-103,94,48,16,4.11,2026-07-30 20:19:20,Discrepancy Warning
INV-81291,STR-502,PRD-6291,WH-102,150,331,11,2.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81292,STR-503,PRD-6292,WH-104,41,280,6,2.3,2026-07-30 20:19:20,Discrepancy Warning
INV-81293,STR-504,PRD-6293,WH-101,18,224,9,0.55,2026-07-30 20:19:20,Synced
INV-81294,STR-505,PRD-6294,WH-101,105,218,16,3.48,2026-07-30 20:19:20,Discrepancy Warning
INV-81295,STR-501,PRD-6295,WH-102,77,99,8,0.91,2026-07-30 20:19:20,Synced
INV-81296,STR-502,PRD-6296,WH-101,66,281,12,0.61,2026-07-30 20:19:20,Synced
INV-81297,STR-503,PRD-6297,WH-104,126,37,0,0.68,2026-07-30 20:19:20,Synced
INV-81298,STR-504,PRD-6298,WH-101,113,282,10,1.54,2026-07-30 20:19:20,Synced
INV-81299,STR-505,PRD-6299,WH-104,122,60,5,3.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81300,STR-501,PRD-6300,WH-104,149,95,15,2.93,2026-07-30 20:19:20,Discrepancy Warning
INV-81301,STR-502,PRD-6301,WH-103,63,325,15,3.95,2026-07-30 20:19:20,Discrepancy Warning
INV-81302,STR-503,PRD-6302,WH-104,47,132,9,2.13,2026-07-30 20:19:20,Discrepancy Warning
INV-81303,STR-504,PRD-6303,WH-102,22,30,3,1.23,2026-07-30 20:19:20,Synced
INV-81304,STR-505,PRD-6304,WH-102,98,86,9,0.92,2026-07-30 20:19:20,Synced
INV-81305,STR-501,PRD-6305,WH-104,41,82,19,1.82,2026-07-30 20:19:20,Synced
INV-81306,STR-502,PRD-6306,WH-104,21,203,14,1.55,2026-07-30 20:19:20,Synced
INV-81307,STR-503,PRD-6307,WH-101,61,203,16,4.4,2026-07-30 20:19:20,Discrepancy Warning
INV-81308,STR-504,PRD-6308,WH-104,137,170,20,1.87,2026-07-30 20:19:20,Synced
INV-81309,STR-505,PRD-6309,WH-103,28,299,15,1.1,2026-07-30 20:19:20,Synced
INV-81310,STR-501,PRD-6310,WH-102,41,192,18,2.4,2026-07-30 20:19:20,Discrepancy Warning
INV-81311,STR-502,PRD-6311,WH-102,108,109,4,2.53,2026-07-30 20:19:20,Discrepancy Warning
INV-81312,STR-503,PRD-6312,WH-102,80,159,0,3.45,2026-07-30 20:19:20,Discrepancy Warning
INV-81313,STR-504,PRD-6313,WH-102,122,307,5,0.27,2026-07-30 20:19:20,Synced
INV-81314,STR-505,PRD-6314,WH-103,81,176,1,0.95,2026-07-30 20:19:20,Synced
INV-81315,STR-501,PRD-6315,WH-104,32,148,15,2.22,2026-07-30 20:19:20,Discrepancy Warning
INV-81316,STR-502,PRD-6316,WH-103,79,177,14,0.59,2026-07-30 20:19:20,Synced
INV-81317,STR-503,PRD-6317,WH-102,90,171,16,0.81,2026-07-30 20:19:20,Synced
INV-81318,STR-504,PRD-6318,WH-101,42,305,1,3.99,2026-07-30 20:19:20,Discrepancy Warning
INV-81319,STR-505,PRD-6319,WH-102,8,252,4,3.63,2026-07-30 20:19:20,Discrepancy Warning
INV-81320,STR-501,PRD-6320,WH-101,85,204,18,0.83,2026-07-30 20:19:20,Synced
INV-81321,STR-502,PRD-6321,WH-102,34,375,1,4.08,2026-07-30 20:19:20,Discrepancy Warning
INV-81322,STR-503,PRD-6322,WH-102,99,157,11,1.68,2026-07-30 20:19:20,Synced
INV-81323,STR-504,PRD-6323,WH-102,53,390,1,0.27,2026-07-30 20:19:20,Synced
INV-81324,STR-505,PRD-6324,WH-103,35,65,16,0.58,2026-07-30 20:19:20,Synced
INV-81325,STR-501,PRD-6325,WH-101,56,120,16,2.76,2026-07-30 20:19:20,Discrepancy Warning
INV-81326,STR-502,PRD-6326,WH-102,142,95,5,3.72,2026-07-30 20:19:20,Discrepancy Warning
INV-81327,STR-503,PRD-6327,WH-104,88,395,20,1.07,2026-07-30 20:19:20,Synced
INV-81328,STR-504,PRD-6328,WH-103,66,55,6,3.1,2026-07-30 20:19:20,Discrepancy Warning
INV-81329,STR-505,PRD-6329,WH-101,110,77,18,4.31,2026-07-30 20:19:20,Discrepancy Warning
INV-81330,STR-501,PRD-6330,WH-104,52,147,10,2.87,2026-07-30 20:19:20,Discrepancy Warning
INV-81331,STR-502,PRD-6331,WH-101,32,19,4,2.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81332,STR-503,PRD-6332,WH-101,76,353,2,2.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81333,STR-504,PRD-6333,WH-103,121,365,11,4.26,2026-07-30 20:19:20,Discrepancy Warning
INV-81334,STR-505,PRD-6334,WH-104,32,269,5,2.12,2026-07-30 20:19:20,Discrepancy Warning
INV-81335,STR-501,PRD-6335,WH-103,131,118,4,2.88,2026-07-30 20:19:20,Discrepancy Warning
INV-81336,STR-502,PRD-6336,WH-103,148,153,10,3.35,2026-07-30 20:19:20,Discrepancy Warning
INV-81337,STR-503,PRD-6337,WH-102,142,70,4,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-81338,STR-504,PRD-6338,WH-101,87,333,16,0.26,2026-07-30 20:19:20,Synced
INV-81339,STR-505,PRD-6339,WH-101,105,162,1,0.42,2026-07-30 20:19:20,Synced
INV-81340,STR-501,PRD-6340,WH-102,16,298,12,0.25,2026-07-30 20:19:20,Synced
INV-81341,STR-502,PRD-6341,WH-101,14,296,18,2.46,2026-07-30 20:19:20,Discrepancy Warning
INV-81342,STR-503,PRD-6342,WH-101,7,229,7,3.91,2026-07-30 20:19:20,Discrepancy Warning
INV-81343,STR-504,PRD-6343,WH-103,91,278,1,1.29,2026-07-30 20:19:20,Synced
INV-81344,STR-505,PRD-6344,WH-103,48,185,17,0.93,2026-07-30 20:19:20,Synced
INV-81345,STR-501,PRD-6345,WH-102,89,395,11,1.73,2026-07-30 20:19:20,Synced
INV-81346,STR-502,PRD-6346,WH-102,77,168,0,2.09,2026-07-30 20:19:20,Discrepancy Warning
INV-81347,STR-503,PRD-6347,WH-103,82,265,16,4.31,2026-07-30 20:19:20,Discrepancy Warning
INV-81348,STR-504,PRD-6348,WH-101,62,264,1,1.19,2026-07-30 20:19:20,Synced
INV-81349,STR-505,PRD-6349,WH-102,11,98,8,2.99,2026-07-30 20:19:20,Discrepancy Warning
INV-81350,STR-501,PRD-6350,WH-102,26,73,19,0.65,2026-07-30 20:19:20,Synced
INV-81351,STR-502,PRD-6351,WH-104,20,381,0,1.51,2026-07-30 20:19:20,Synced
INV-81352,STR-503,PRD-6352,WH-101,73,299,12,1.19,2026-07-30 20:19:20,Synced
INV-81353,STR-504,PRD-6353,WH-104,148,168,2,1.69,2026-07-30 20:19:20,Synced
INV-81354,STR-505,PRD-6354,WH-101,85,14,9,4.11,2026-07-30 20:19:20,Discrepancy Warning
INV-81355,STR-501,PRD-6355,WH-102,131,208,10,2.92,2026-07-30 20:19:20,Discrepancy Warning
INV-81356,STR-502,PRD-6356,WH-102,82,168,14,2.9,2026-07-30 20:19:20,Discrepancy Warning
INV-81357,STR-503,PRD-6357,WH-102,102,132,19,3.63,2026-07-30 20:19:20,Discrepancy Warning
INV-81358,STR-504,PRD-6358,WH-101,88,116,14,1.37,2026-07-30 20:19:20,Synced
INV-81359,STR-505,PRD-6359,WH-104,61,280,19,2.33,2026-07-30 20:19:20,Discrepancy Warning
INV-81360,STR-501,PRD-6360,WH-101,108,197,14,3.32,2026-07-30 20:19:20,Discrepancy Warning
INV-81361,STR-502,PRD-6361,WH-104,63,344,2,0.73,2026-07-30 20:19:20,Synced
INV-81362,STR-503,PRD-6362,WH-103,61,229,9,2.42,2026-07-30 20:19:20,Discrepancy Warning
INV-81363,STR-504,PRD-6363,WH-104,150,151,13,2.11,2026-07-30 20:19:20,Discrepancy Warning
INV-81364,STR-505,PRD-6364,WH-102,99,396,12,0.62,2026-07-30 20:19:20,Synced
INV-81365,STR-501,PRD-6365,WH-102,138,174,17,3.5,2026-07-30 20:19:20,Discrepancy Warning
INV-81366,STR-502,PRD-6366,WH-101,58,265,7,1.28,2026-07-30 20:19:20,Synced
INV-81367,STR-503,PRD-6367,WH-101,148,47,12,0.87,2026-07-30 20:19:20,Synced
INV-81368,STR-504,PRD-6368,WH-101,72,354,20,1.11,2026-07-30 20:19:20,Synced
INV-81369,STR-505,PRD-6369,WH-101,121,168,16,1.17,2026-07-30 20:19:20,Synced
INV-81370,STR-501,PRD-6370,WH-102,110,214,3,3.2,2026-07-30 20:19:20,Discrepancy Warning
INV-81371,STR-502,PRD-6371,WH-102,102,200,3,1.83,2026-07-30 20:19:20,Synced
INV-81372,STR-503,PRD-6372,WH-103,85,113,4,0.44,2026-07-30 20:19:20,Synced
INV-81373,STR-504,PRD-6373,WH-101,104,309,7,1.32,2026-07-30 20:19:20,Synced
INV-81374,STR-505,PRD-6374,WH-103,106,143,16,1.99,2026-07-30 20:19:20,Synced
INV-81375,STR-501,PRD-6375,WH-104,38,136,16,2.02,2026-07-30 20:19:20,Discrepancy Warning
INV-81376,STR-502,PRD-6376,WH-104,41,365,11,1.42,2026-07-30 20:19:20,Synced
INV-81377,STR-503,PRD-6377,WH-102,47,303,19,3.9,2026-07-30 20:19:20,Discrepancy Warning
INV-81378,STR-504,PRD-6378,WH-104,16,47,5,2.6,2026-07-30 20:19:20,Discrepancy Warning
INV-81379,STR-505,PRD-6379,WH-103,87,375,17,2.57,2026-07-30 20:19:20,Discrepancy Warning
INV-81380,STR-501,PRD-6380,WH-102,141,213,3,3.49,2026-07-30 20:19:20,Discrepancy Warning
INV-81381,STR-502,PRD-6381,WH-102,121,212,5,1.07,2026-07-30 20:19:20,Synced
INV-81382,STR-503,PRD-6382,WH-104,94,36,16,2.87,2026-07-30 20:19:20,Discrepancy Warning
INV-81383,STR-504,PRD-6383,WH-102,62,173,4,1.93,2026-07-30 20:19:20,Synced
INV-81384,STR-505,PRD-6384,WH-101,69,358,1,0.57,2026-07-30 20:19:20,Synced
INV-81385,STR-501,PRD-6385,WH-102,136,247,20,4.23,2026-07-30 20:19:20,Discrepancy Warning
INV-81386,STR-502,PRD-6386,WH-103,104,230,5,4.26,2026-07-30 20:19:20,Discrepancy Warning
INV-81387,STR-503,PRD-6387,WH-103,149,289,7,1.45,2026-07-30 20:19:20,Synced
INV-81388,STR-504,PRD-6388,WH-101,38,133,6,4.22,2026-07-30 20:19:20,Discrepancy Warning
INV-81389,STR-505,PRD-6389,WH-104,14,250,14,3.45,2026-07-30 20:19:20,Discrepancy Warning
INV-81390,STR-501,PRD-6390,WH-104,68,317,15,1.22,2026-07-30 20:19:20,Synced
INV-81391,STR-502,PRD-6391,WH-103,142,101,6,2.33,2026-07-30 20:19:20,Discrepancy Warning
INV-81392,STR-503,PRD-6392,WH-103,79,260,7,0.41,2026-07-30 20:19:20,Synced
INV-81393,STR-504,PRD-6393,WH-103,44,391,9,0.93,2026-07-30 20:19:20,Synced
INV-81394,STR-505,PRD-6394,WH-103,119,247,17,1.65,2026-07-30 20:19:20,Synced
INV-81395,STR-501,PRD-6395,WH-101,39,82,8,0.48,2026-07-30 20:19:20,Synced
INV-81396,STR-502,PRD-6396,WH-103,39,200,3,4.0,2026-07-30 20:19:20,Discrepancy Warning
INV-81397,STR-503,PRD-6397,WH-103,27,52,8,0.3,2026-07-30 20:19:20,Synced
INV-81398,STR-504,PRD-6398,WH-102,15,11,1,1.7,2026-07-30 20:19:20,Synced
INV-81399,STR-505,PRD-6399,WH-104,63,331,10,4.42,2026-07-30 20:19:20,Discrepancy Warning
INV-81400,STR-501,PRD-6400,WH-102,7,66,4,3.57,2026-07-30 20:19:20,Discrepancy Warning
INV-81401,STR-502,PRD-6401,WH-102,124,248,16,4.13,2026-07-30 20:19:20,Discrepancy Warning
INV-81402,STR-503,PRD-6402,WH-103,135,324,11,0.81,2026-07-30 20:19:20,Synced
INV-81403,STR-504,PRD-6403,WH-104,52,353,5,3.67,2026-07-30 20:19:20,Discrepancy Warning
INV-81404,STR-505,PRD-6404,WH-102,94,389,0,3.75,2026-07-30 20:19:20,Discrepancy Warning
INV-81405,STR-501,PRD-6405,WH-101,13,164,18,0.87,2026-07-30 20:19:20,Synced
INV-81406,STR-502,PRD-6406,WH-102,106,344,14,3.63,2026-07-30 20:19:20,Discrepancy Warning
INV-81407,STR-503,PRD-6407,WH-101,129,239,4,0.33,2026-07-30 20:19:20,Synced
INV-81408,STR-504,PRD-6408,WH-101,47,198,19,3.62,2026-07-30 20:19:20,Discrepancy Warning
INV-81409,STR-505,PRD-6409,WH-104,95,70,16,2.48,2026-07-30 20:19:20,Discrepancy Warning
INV-81410,STR-501,PRD-6410,WH-102,125,312,6,4.42,2026-07-30 20:19:20,Discrepancy Warning
INV-81411,STR-502,PRD-6411,WH-102,128,200,3,4.06,2026-07-30 20:19:20,Discrepancy Warning
INV-81412,STR-503,PRD-6412,WH-104,147,110,17,0.32,2026-07-30 20:19:20,Synced
INV-81413,STR-504,PRD-6413,WH-102,57,317,8,2.08,2026-07-30 20:19:20,Discrepancy Warning
INV-81414,STR-505,PRD-6414,WH-101,94,75,12,0.51,2026-07-30 20:19:20,Synced
INV-81415,STR-501,PRD-6415,WH-102,95,120,3,2.47,2026-07-30 20:19:20,Discrepancy Warning
INV-81416,STR-502,PRD-6416,WH-102,118,277,19,0.32,2026-07-30 20:19:20,Synced
INV-81417,STR-503,PRD-6417,WH-104,43,263,1,2.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81418,STR-504,PRD-6418,WH-101,58,380,4,4.47,2026-07-30 20:19:20,Discrepancy Warning
INV-81419,STR-505,PRD-6419,WH-102,15,389,8,0.25,2026-07-30 20:19:20,Synced
INV-81420,STR-501,PRD-6420,WH-104,23,288,9,2.39,2026-07-30 20:19:20,Discrepancy Warning
INV-81421,STR-502,PRD-6421,WH-101,92,299,19,2.23,2026-07-30 20:19:20,Discrepancy Warning
INV-81422,STR-503,PRD-6422,WH-102,122,21,13,2.02,2026-07-30 20:19:20,Discrepancy Warning
INV-81423,STR-504,PRD-6423,WH-102,48,281,15,0.7,2026-07-30 20:19:20,Synced
INV-81424,STR-505,PRD-6424,WH-101,99,105,12,0.42,2026-07-30 20:19:20,Synced
INV-81425,STR-501,PRD-6425,WH-104,21,30,9,2.22,2026-07-30 20:19:20,Discrepancy Warning
INV-81426,STR-502,PRD-6426,WH-102,112,293,10,1.16,2026-07-30 20:19:20,Synced
INV-81427,STR-503,PRD-6427,WH-101,59,395,6,0.87,2026-07-30 20:19:20,Synced
INV-81428,STR-504,PRD-6428,WH-104,18,348,11,4.42,2026-07-30 20:19:20,Discrepancy Warning
INV-81429,STR-505,PRD-6429,WH-104,108,347,4,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-81430,STR-501,PRD-6430,WH-104,35,144,16,2.27,2026-07-30 20:19:20,Discrepancy Warning
INV-81431,STR-502,PRD-6431,WH-103,78,391,6,3.05,2026-07-30 20:19:20,Discrepancy Warning
INV-81432,STR-503,PRD-6432,WH-101,76,342,12,1.97,2026-07-30 20:19:20,Synced
INV-81433,STR-504,PRD-6433,WH-102,64,226,20,2.03,2026-07-30 20:19:20,Discrepancy Warning
INV-81434,STR-505,PRD-6434,WH-102,16,300,11,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-81435,STR-501,PRD-6435,WH-101,120,328,13,2.77,2026-07-30 20:19:20,Discrepancy Warning
INV-81436,STR-502,PRD-6436,WH-102,34,175,9,0.58,2026-07-30 20:19:20,Synced
INV-81437,STR-503,PRD-6437,WH-104,74,319,2,2.44,2026-07-30 20:19:20,Discrepancy Warning
INV-81438,STR-504,PRD-6438,WH-103,150,270,17,0.36,2026-07-30 20:19:20,Synced
INV-81439,STR-505,PRD-6439,WH-104,150,311,18,1.33,2026-07-30 20:19:20,Synced
INV-81440,STR-501,PRD-6440,WH-104,20,215,0,1.47,2026-07-30 20:19:20,Synced
INV-81441,STR-502,PRD-6441,WH-101,145,345,6,4.03,2026-07-30 20:19:20,Discrepancy Warning
INV-81442,STR-503,PRD-6442,WH-103,54,122,1,3.38,2026-07-30 20:19:20,Discrepancy Warning
INV-81443,STR-504,PRD-6443,WH-104,63,264,12,2.95,2026-07-30 20:19:20,Discrepancy Warning
INV-81444,STR-505,PRD-6444,WH-104,111,285,11,1.66,2026-07-30 20:19:20,Synced
INV-81445,STR-501,PRD-6445,WH-101,36,229,2,2.79,2026-07-30 20:19:20,Discrepancy Warning
INV-81446,STR-502,PRD-6446,WH-104,145,261,1,2.03,2026-07-30 20:19:20,Discrepancy Warning
INV-81447,STR-503,PRD-6447,WH-101,116,372,7,2.5,2026-07-30 20:19:20,Discrepancy Warning
INV-81448,STR-504,PRD-6448,WH-103,128,108,13,3.79,2026-07-30 20:19:20,Discrepancy Warning
INV-81449,STR-505,PRD-6449,WH-101,69,252,11,2.39,2026-07-30 20:19:20,Discrepancy Warning
INV-81450,STR-501,PRD-6450,WH-104,81,135,3,2.39,2026-07-30 20:19:20,Discrepancy Warning
INV-81451,STR-502,PRD-6451,WH-101,13,130,5,1.24,2026-07-30 20:19:20,Synced
INV-81452,STR-503,PRD-6452,WH-103,66,124,20,2.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81453,STR-504,PRD-6453,WH-101,24,176,20,2.34,2026-07-30 20:19:20,Discrepancy Warning
INV-81454,STR-505,PRD-6454,WH-102,52,220,4,1.83,2026-07-30 20:19:20,Synced
INV-81455,STR-501,PRD-6455,WH-103,5,220,20,0.87,2026-07-30 20:19:20,Synced
INV-81456,STR-502,PRD-6456,WH-103,78,172,4,3.53,2026-07-30 20:19:20,Discrepancy Warning
INV-81457,STR-503,PRD-6457,WH-101,107,143,11,0.39,2026-07-30 20:19:20,Synced
INV-81458,STR-504,PRD-6458,WH-102,40,261,1,0.4,2026-07-30 20:19:20,Synced
INV-81459,STR-505,PRD-6459,WH-103,60,257,15,2.91,2026-07-30 20:19:20,Discrepancy Warning
INV-81460,STR-501,PRD-6460,WH-101,80,346,14,3.99,2026-07-30 20:19:20,Discrepancy Warning
INV-81461,STR-502,PRD-6461,WH-102,125,354,13,3.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81462,STR-503,PRD-6462,WH-102,106,283,18,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-81463,STR-504,PRD-6463,WH-104,23,172,18,0.9,2026-07-30 20:19:20,Synced
INV-81464,STR-505,PRD-6464,WH-103,40,233,18,4.03,2026-07-30 20:19:20,Discrepancy Warning
INV-81465,STR-501,PRD-6465,WH-102,18,390,1,0.22,2026-07-30 20:19:20,Synced
INV-81466,STR-502,PRD-6466,WH-103,74,152,10,3.13,2026-07-30 20:19:20,Discrepancy Warning
INV-81467,STR-503,PRD-6467,WH-102,42,152,3,4.5,2026-07-30 20:19:20,Discrepancy Warning
INV-81468,STR-504,PRD-6468,WH-102,88,143,20,0.35,2026-07-30 20:19:20,Synced
INV-81469,STR-505,PRD-6469,WH-103,112,45,15,3.57,2026-07-30 20:19:20,Discrepancy Warning
INV-81470,STR-501,PRD-6470,WH-103,97,321,5,0.63,2026-07-30 20:19:20,Synced
INV-81471,STR-502,PRD-6471,WH-102,57,335,7,4.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81472,STR-503,PRD-6472,WH-103,36,288,16,1.52,2026-07-30 20:19:20,Synced
INV-81473,STR-504,PRD-6473,WH-103,63,358,3,0.51,2026-07-30 20:19:20,Synced
INV-81474,STR-505,PRD-6474,WH-101,150,206,16,1.23,2026-07-30 20:19:20,Synced
INV-81475,STR-501,PRD-6475,WH-101,23,163,4,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-81476,STR-502,PRD-6476,WH-104,72,111,4,0.88,2026-07-30 20:19:20,Synced
INV-81477,STR-503,PRD-6477,WH-102,13,290,20,2.33,2026-07-30 20:19:20,Discrepancy Warning
INV-81478,STR-504,PRD-6478,WH-102,75,241,5,3.98,2026-07-30 20:19:20,Discrepancy Warning
INV-81479,STR-505,PRD-6479,WH-103,98,37,13,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-81480,STR-501,PRD-6480,WH-101,126,355,8,2.23,2026-07-30 20:19:20,Discrepancy Warning
INV-81481,STR-502,PRD-6481,WH-104,88,114,6,2.56,2026-07-30 20:19:20,Discrepancy Warning
INV-81482,STR-503,PRD-6482,WH-101,141,277,20,3.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81483,STR-504,PRD-6483,WH-102,22,15,7,1.96,2026-07-30 20:19:20,Synced
INV-81484,STR-505,PRD-6484,WH-104,32,134,20,1.89,2026-07-30 20:19:20,Synced
INV-81485,STR-501,PRD-6485,WH-102,137,256,16,1.26,2026-07-30 20:19:20,Synced
INV-81486,STR-502,PRD-6486,WH-103,133,339,6,3.23,2026-07-30 20:19:20,Discrepancy Warning
INV-81487,STR-503,PRD-6487,WH-101,62,63,19,3.24,2026-07-30 20:19:20,Discrepancy Warning
INV-81488,STR-504,PRD-6488,WH-103,45,95,1,1.78,2026-07-30 20:19:20,Synced
INV-81489,STR-505,PRD-6489,WH-103,114,38,2,3.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81490,STR-501,PRD-6490,WH-104,38,243,15,1.84,2026-07-30 20:19:20,Synced
INV-81491,STR-502,PRD-6491,WH-104,10,353,5,1.41,2026-07-30 20:19:20,Synced
INV-81492,STR-503,PRD-6492,WH-101,12,89,19,4.35,2026-07-30 20:19:20,Discrepancy Warning
INV-81493,STR-504,PRD-6493,WH-102,44,65,9,1.59,2026-07-30 20:19:20,Synced
INV-81494,STR-505,PRD-6494,WH-102,133,388,11,1.74,2026-07-30 20:19:20,Synced
INV-81495,STR-501,PRD-6495,WH-103,68,176,14,3.5,2026-07-30 20:19:20,Discrepancy Warning
INV-81496,STR-502,PRD-6496,WH-104,121,215,6,1.29,2026-07-30 20:19:20,Synced
INV-81497,STR-503,PRD-6497,WH-104,29,214,18,2.05,2026-07-30 20:19:20,Discrepancy Warning
INV-81498,STR-504,PRD-6498,WH-101,60,39,9,0.95,2026-07-30 20:19:20,Synced
INV-81499,STR-505,PRD-6499,WH-101,126,395,6,1.77,2026-07-30 20:19:20,Synced
INV-81500,STR-501,PRD-6500,WH-102,145,383,8,0.72,2026-07-30 20:19:20,Synced
INV-81501,STR-502,PRD-6501,WH-102,92,148,5,1.72,2026-07-30 20:19:20,Synced
INV-81502,STR-503,PRD-6502,WH-101,47,250,8,4.29,2026-07-30 20:19:20,Discrepancy Warning
INV-81503,STR-504,PRD-6503,WH-102,34,18,12,3.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81504,STR-505,PRD-6504,WH-104,15,283,3,2.41,2026-07-30 20:19:20,Discrepancy Warning
INV-81505,STR-501,PRD-6505,WH-101,115,353,16,0.27,2026-07-30 20:19:20,Synced
INV-81506,STR-502,PRD-6506,WH-101,138,59,11,3.29,2026-07-30 20:19:20,Discrepancy Warning
INV-81507,STR-503,PRD-6507,WH-103,131,108,20,3.25,2026-07-30 20:19:20,Discrepancy Warning
INV-81508,STR-504,PRD-6508,WH-103,96,142,16,3.96,2026-07-30 20:19:20,Discrepancy Warning
INV-81509,STR-505,PRD-6509,WH-101,141,17,18,4.17,2026-07-30 20:19:20,Discrepancy Warning
INV-81510,STR-501,PRD-6510,WH-104,104,318,20,2.22,2026-07-30 20:19:20,Discrepancy Warning
INV-81511,STR-502,PRD-6511,WH-104,118,272,12,1.76,2026-07-30 20:19:20,Synced
INV-81512,STR-503,PRD-6512,WH-103,26,339,19,0.48,2026-07-30 20:19:20,Synced
INV-81513,STR-504,PRD-6513,WH-104,32,356,13,0.93,2026-07-30 20:19:20,Synced
INV-81514,STR-505,PRD-6514,WH-103,16,172,6,1.01,2026-07-30 20:19:20,Synced
INV-81515,STR-501,PRD-6515,WH-104,127,237,9,2.52,2026-07-30 20:19:20,Discrepancy Warning
INV-81516,STR-502,PRD-6516,WH-104,100,217,0,3.59,2026-07-30 20:19:20,Discrepancy Warning
INV-81517,STR-503,PRD-6517,WH-102,113,166,1,0.66,2026-07-30 20:19:20,Synced
INV-81518,STR-504,PRD-6518,WH-101,109,78,11,3.96,2026-07-30 20:19:20,Discrepancy Warning
INV-81519,STR-505,PRD-6519,WH-102,31,399,14,1.53,2026-07-30 20:19:20,Synced
INV-81520,STR-501,PRD-6520,WH-104,22,30,18,1.13,2026-07-30 20:19:20,Synced
INV-81521,STR-502,PRD-6521,WH-101,69,246,3,2.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81522,STR-503,PRD-6522,WH-103,138,41,12,0.47,2026-07-30 20:19:20,Synced
INV-81523,STR-504,PRD-6523,WH-101,100,12,7,3.12,2026-07-30 20:19:20,Discrepancy Warning
INV-81524,STR-505,PRD-6524,WH-103,135,166,12,3.97,2026-07-30 20:19:20,Discrepancy Warning
INV-81525,STR-501,PRD-6525,WH-103,64,294,3,0.49,2026-07-30 20:19:20,Synced
INV-81526,STR-502,PRD-6526,WH-101,6,199,6,4.19,2026-07-30 20:19:20,Discrepancy Warning
INV-81527,STR-503,PRD-6527,WH-101,32,39,12,3.8,2026-07-30 20:19:20,Discrepancy Warning
INV-81528,STR-504,PRD-6528,WH-104,114,236,11,3.54,2026-07-30 20:19:20,Discrepancy Warning
INV-81529,STR-505,PRD-6529,WH-104,131,351,18,1.71,2026-07-30 20:19:20,Synced
INV-81530,STR-501,PRD-6530,WH-103,66,17,18,1.96,2026-07-30 20:19:20,Synced
INV-81531,STR-502,PRD-6531,WH-102,17,397,18,3.77,2026-07-30 20:19:20,Discrepancy Warning
INV-81532,STR-503,PRD-6532,WH-102,48,237,1,2.38,2026-07-30 20:19:20,Discrepancy Warning
INV-81533,STR-504,PRD-6533,WH-102,16,172,5,1.89,2026-07-30 20:19:20,Synced
INV-81534,STR-505,PRD-6534,WH-103,141,110,16,0.22,2026-07-30 20:19:20,Synced
INV-81535,STR-501,PRD-6535,WH-101,148,63,8,3.26,2026-07-30 20:19:20,Discrepancy Warning
