order_id,store_id,order_date,channel,product_id,quantity,unit_price_inr,total_amount_inr,shipping_cost_inr,payment_method,order_status,escrow_txn_id
ORD-15687,STR-503,2025-11-09,Instagram DM,PRD-5338,1,699,699,180,Credit Card,Delivered,ESC-35687
ORD-15688,STR-504,2025-01-05,POS Counter,PRD-6785,3,2499,7497,0,Cash,In-Transit,ESC-35688
ORD-15689,STR-505,2025-06-07,Myntra,PRD-5224,2,499,998,120,UPI,Delivered,ESC-35689
ORD-15690,STR-501,2026-03-18,Amazon IN,PRD-7156,1,3499,3499,150,COD,Delivered,ESC-35690
ORD-15691,STR-502,2026-04-25,Myntra,PRD-5808,4,699,2796,150,UPI,Delivered,ESC-35691
ORD-15692,STR-503,2025-08-14,POS Counter,PRD-6341,2,1499,2998,0,Cash,Delivered,ESC-35692
ORD-15693,STR-504,2025-03-12,Instagram DM,PRD-5364,1,699,699,90,UPI,Delivered,ESC-35693
ORD-15694,STR-505,2025-05-26,POS Counter,PRD-5358,2,999,1998,0,Cash,Delivered,ESC-35694
ORD-15695,STR-501,2026-03-02,Amazon IN,PRD-5523,1,499,499,60,UPI,Delivered,ESC-35695
ORD-15696,STR-502,2025-07-02,Shopify Storefront,PRD-6426,1,499,499,180,UPI,Delivered,ESC-35696
ORD-15697,STR-503,2025-11-26,Myntra,PRD-5116,3,3499,10497,60,UPI,Cancelled,ESC-35697
ORD-15698,STR-504,2025-11-07,Shopify Storefront,PRD-5679,2,3499,6998,120,UPI,In-Transit,ESC-35698
ORD-15699,STR-505,2026-04-12,Amazon IN,PRD-5246,2,1499,2998,150,UPI,Delivered,ESC-35699
ORD-15700,STR-501,2026-05-12,POS Counter,PRD-7285,1,1499,1499,0,Cash,Delivered,ESC-35700
ORD-15701,STR-502,2025-04-07,Amazon IN,PRD-7479,2,1499,2998,60,UPI,Delivered,ESC-35701
ORD-15702,STR-503,2025-11-07,Shopify Storefront,PRD-6048,4,3499,13996,180,UPI,Delivered,ESC-35702
ORD-15703,STR-504,2025-03-07,Shopify Storefront,PRD-7319,3,2499,7497,90,Net Banking,Delivered,ESC-35703
ORD-15704,STR-505,2025-03-08,POS Counter,PRD-6916,3,699,2097,0,Cash,Cancelled,ESC-35704
ORD-15705,STR-501,2025-07-09,Amazon IN,PRD-6938,1,999,999,90,Credit Card,Delivered,ESC-35705
ORD-15706,STR-502,2025-12-12,Shopify Storefront,PRD-7365,1,1499,1499,180,Credit Card,Delivered,ESC-35706
ORD-15707,STR-503,2026-01-22,Amazon IN,PRD-5144,3,2499,7497,120,UPI,Delivered,ESC-35707
ORD-15708,STR-504,2026-04-07,Flipkart,PRD-5348,4,499,1996,150,COD,Delivered,ESC-35708
ORD-15709,STR-505,2025-05-15,Flipkart,PRD-5293,1,3499,3499,150,UPI,Returned,ESC-35709
ORD-15710,STR-501,2025-09-13,Shopify Storefront,PRD-6937,2,3499,6998,120,Credit Card,Delivered,ESC-35710
ORD-15711,STR-502,2025-03-09,Amazon IN,PRD-6913,1,499,499,150,COD,In-Transit,ESC-35711
ORD-15712,STR-503,2026-06-18,Amazon IN,PRD-6006,3,3499,10497,150,Net Banking,Delivered,ESC-35712
ORD-15713,STR-504,2026-06-22,Shopify Storefront,PRD-6059,3,999,2997,90,Net Banking,Delivered,ESC-35713
ORD-15714,STR-505,2026-02-13,POS Counter,PRD-6697,2,2499,4998,0,Cash,In-Transit,ESC-35714
ORD-15715,STR-501,2025-04-09,Myntra,PRD-7140,1,3499,3499,90,Credit Card,Delivered,ESC-35715
ORD-15716,STR-502,2025-11-23,Amazon IN,PRD-5739,2,1499,2998,150,COD,Cancelled,ESC-35716
ORD-15717,STR-503,2026-01-14,Myntra,PRD-7478,4,499,1996,150,UPI,Delivered,ESC-35717
ORD-15718,STR-504,2025-04-30,POS Counter,PRD-7018,4,499,1996,0,Cash,Delivered,ESC-35718
ORD-15719,STR-505,2026-04-28,Instagram DM,PRD-7481,4,3499,13996,180,Credit Card,Delivered,ESC-35719
ORD-15720,STR-501,2025-02-28,Flipkart,PRD-6934,2,999,1998,180,Net Banking,Delivered,ESC-35720
ORD-15721,STR-502,2025-01-06,Flipkart,PRD-5766,3,499,1497,180,Net Banking,Delivered,ESC-35721
ORD-15722,STR-503,2025-01-04,Amazon IN,PRD-5008,4,2499,9996,180,UPI,Returned,ESC-35722
ORD-15723,STR-504,2025-06-10,Myntra,PRD-7134,4,699,2796,150,Net Banking,Delivered,ESC-35723
ORD-15724,STR-505,2025-04-28,Myntra,PRD-5110,2,999,1998,60,COD,Cancelled,ESC-35724
ORD-15725,STR-501,2025-05-20,POS Counter,PRD-7042,4,699,2796,0,Cash,Delivered,ESC-35725
ORD-15726,STR-502,2025-01-16,Amazon IN,PRD-5919,2,499,998,60,Credit Card,Delivered,ESC-35726
ORD-15727,STR-503,2026-04-04,Shopify Storefront,PRD-6059,3,3499,10497,120,UPI,Delivered,ESC-35727
ORD-15728,STR-504,2026-04-06,Instagram DM,PRD-6204,3,1499,4497,60,Net Banking,Returned,ESC-35728
ORD-15729,STR-505,2026-04-30,Shopify Storefront,PRD-6325,1,499,499,150,Net Banking,Delivered,ESC-35729
ORD-15730,STR-501,2025-06-02,Flipkart,PRD-7204,2,499,998,60,Credit Card,Delivered,ESC-35730
ORD-15731,STR-502,2025-05-27,Flipkart,PRD-5711,1,1499,1499,150,COD,Delivered,ESC-35731
ORD-15732,STR-503,2026-04-19,Shopify Storefront,PRD-7071,4,2499,9996,150,Credit Card,Delivered,ESC-35732
ORD-15733,STR-504,2026-04-23,POS Counter,PRD-6736,3,2499,7497,0,Cash,Delivered,ESC-35733
ORD-15734,STR-505,2025-09-25,Myntra,PRD-5607,2,499,998,120,UPI,Delivered,ESC-35734
ORD-15735,STR-501,2026-06-09,POS Counter,PRD-5321,2,999,1998,0,Cash,In-Transit,ESC-35735
ORD-15736,STR-502,2025-03-14,Myntra,PRD-5241,2,3499,6998,150,COD,Delivered,ESC-35736
ORD-15737,STR-503,2026-01-05,Myntra,PRD-7078,1,2499,2499,180,Credit Card,Delivered,ESC-35737
ORD-15738,STR-504,2026-03-08,Shopify Storefront,PRD-6846,1,699,699,120,Net Banking,Delivered,ESC-35738
ORD-15739,STR-505,2025-09-29,Myntra,PRD-5802,1,3499,3499,150,Credit Card,In-Transit,ESC-35739
ORD-15740,STR-501,2025-07-21,Amazon IN,PRD-6120,3,699,2097,120,UPI,Delivered,ESC-35740
ORD-15741,STR-502,2025-03-28,Shopify Storefront,PRD-7094,4,1499,5996,60,COD,Delivered,ESC-35741
ORD-15742,STR-503,2025-09-10,Amazon IN,PRD-7007,1,699,699,180,UPI,Delivered,ESC-35742
ORD-15743,STR-504,2025-03-04,Shopify Storefront,PRD-6916,2,2499,4998,150,Net Banking,In-Transit,ESC-35743
ORD-15744,STR-505,2025-04-19,Shopify Storefront,PRD-5542,4,2499,9996,180,Credit Card,Delivered,ESC-35744
ORD-15745,STR-501,2025-05-17,Amazon IN,PRD-7344,4,1499,5996,60,Credit Card,Delivered,ESC-35745
ORD-15746,STR-502,2026-01-26,Shopify Storefront,PRD-5396,2,499,998,60,COD,Delivered,ESC-35746
ORD-15747,STR-503,2025-03-23,Shopify Storefront,PRD-6287,4,499,1996,180,Credit Card,Delivered,ESC-35747
ORD-15748,STR-504,2025-07-04,Flipkart,PRD-5479,1,1499,1499,180,Net Banking,Delivered,ESC-35748
ORD-15749,STR-505,2026-03-04,Amazon IN,PRD-7219,3,499,1497,120,Credit Card,Delivered,ESC-35749
ORD-15750,STR-501,2025-08-09,Flipkart,PRD-6094,4,699,2796,150,Net Banking,Delivered,ESC-35750
ORD-15751,STR-502,2025-06-13,Shopify Storefront,PRD-5663,3,2499,7497,180,COD,Delivered,ESC-35751
ORD-15752,STR-503,2025-11-26,Amazon IN,PRD-6943,2,499,998,90,UPI,Delivered,ESC-35752
ORD-15753,STR-504,2026-01-23,Myntra,PRD-5991,1,699,699,180,Credit Card,Delivered,ESC-35753
ORD-15754,STR-505,2025-06-30,POS Counter,PRD-5067,4,499,1996,0,Cash,Delivered,ESC-35754
ORD-15755,STR-501,2025-03-20,POS Counter,PRD-6499,1,3499,3499,0,Cash,Delivered,ESC-35755
ORD-15756,STR-502,2025-07-13,Flipkart,PRD-6691,3,2499,7497,120,Credit Card,Delivered,ESC-35756
ORD-15757,STR-503,2026-05-03,Flipkart,PRD-6144,3,1499,4497,90,Credit Card,Returned,ESC-35757
ORD-15758,STR-504,2025-12-05,Amazon IN,PRD-6112,4,2499,9996,120,COD,Delivered,ESC-35758
ORD-15759,STR-505,2025-02-13,Amazon IN,PRD-5283,2,2499,4998,60,COD,Delivered,ESC-35759
ORD-15760,STR-501,2026-01-30,Myntra,PRD-7417,3,999,2997,120,Credit Card,Delivered,ESC-35760
ORD-15761,STR-502,2026-01-23,POS Counter,PRD-5712,3,1499,4497,0,Cash,Delivered,ESC-35761
ORD-15762,STR-503,2025-01-12,Amazon IN,PRD-5687,3,999,2997,120,COD,Returned,ESC-35762
ORD-15763,STR-504,2026-03-28,POS Counter,PRD-5362,4,2499,9996,0,Cash,Delivered,ESC-35763
ORD-15764,STR-505,2025-02-14,Flipkart,PRD-7297,2,999,1998,90,Credit Card,Delivered,ESC-35764
ORD-15765,STR-501,2026-02-06,Instagram DM,PRD-6974,3,699,2097,90,Credit Card,Delivered,ESC-35765
ORD-15766,STR-502,2025-02-22,Amazon IN,PRD-7057,3,499,1497,180,Net Banking,Delivered,ESC-35766
ORD-15767,STR-503,2025-10-30,Instagram DM,PRD-5473,1,2499,2499,180,UPI,In-Transit,ESC-35767
ORD-15768,STR-504,2025-02-16,Instagram DM,PRD-5074,4,499,1996,150,Credit Card,Delivered,ESC-35768
ORD-15769,STR-505,2025-09-02,Myntra,PRD-5299,1,3499,3499,150,Credit Card,Delivered,ESC-35769
ORD-15770,STR-501,2025-06-22,Shopify Storefront,PRD-7303,3,499,1497,180,Credit Card,Delivered,ESC-35770
ORD-15771,STR-502,2025-09-12,Amazon IN,PRD-5189,3,999,2997,150,Net Banking,Delivered,ESC-35771
ORD-15772,STR-503,2025-01-21,Shopify Storefront,PRD-6950,3,699,2097,120,UPI,Delivered,ESC-35772
ORD-15773,STR-504,2026-04-11,Amazon IN,PRD-6484,1,999,999,180,Credit Card,Delivered,ESC-35773
ORD-15774,STR-505,2025-04-06,POS Counter,PRD-6933,4,499,1996,0,Cash,Delivered,ESC-35774
ORD-15775,STR-501,2026-01-05,POS Counter,PRD-5793,4,2499,9996,0,Cash,Returned,ESC-35775
ORD-15776,STR-502,2025-09-02,Myntra,PRD-5690,1,699,699,90,UPI,Delivered,ESC-35776
ORD-15777,STR-503,2026-05-18,Amazon IN,PRD-5186,1,1499,1499,120,Credit Card,Delivered,ESC-35777
ORD-15778,STR-504,2025-09-16,POS Counter,PRD-5685,2,3499,6998,0,Cash,Delivered,ESC-35778
ORD-15779,STR-505,2025-02-12,Instagram DM,PRD-5873,3,1499,4497,150,Credit Card,Delivered,ESC-35779
ORD-15780,STR-501,2025-10-20,Flipkart,PRD-5706,2,699,1398,150,Net Banking,Returned,ESC-35780
ORD-15781,STR-502,2025-08-13,Amazon IN,PRD-5967,2,3499,6998,150,UPI,Delivered,ESC-35781
ORD-15782,STR-503,2025-05-20,POS Counter,PRD-6825,3,1499,4497,0,Cash,Delivered,ESC-35782
ORD-15783,STR-504,2025-12-29,Myntra,PRD-5878,3,3499,10497,120,UPI,Delivered,ESC-35783
ORD-15784,STR-505,2026-06-04,Instagram DM,PRD-5343,1,3499,3499,180,Credit Card,Delivered,ESC-35784
ORD-15785,STR-501,2025-04-23,POS Counter,PRD-7456,4,699,2796,0,Cash,Delivered,ESC-35785
ORD-15786,STR-502,2026-05-20,Amazon IN,PRD-5660,2,2499,4998,180,Credit Card,Delivered,ESC-35786
ORD-15787,STR-503,2026-05-17,Amazon IN,PRD-7242,1,499,499,180,Credit Card,Delivered,ESC-35787
ORD-15788,STR-504,2026-03-26,Myntra,PRD-6507,1,999,999,120,Net Banking,Delivered,ESC-35788
ORD-15789,STR-505,2025-10-07,Instagram DM,PRD-6254,2,2499,4998,150,Credit Card,Delivered,ESC-35789
ORD-15790,STR-501,2025-07-12,POS Counter,PRD-5947,2,999,1998,0,Cash,Delivered,ESC-35790
ORD-15791,STR-502,2025-07-27,Flipkart,PRD-6446,3,3499,10497,150,Credit Card,Delivered,ESC-35791
ORD-15792,STR-503,2025-08-26,Myntra,PRD-5803,1,499,499,150,Net Banking,Delivered,ESC-35792
ORD-15793,STR-504,2025-09-16,Amazon IN,PRD-6562,4,1499,5996,120,COD,Delivered,ESC-35793
ORD-15794,STR-505,2026-05-06,Shopify Storefront,PRD-6482,1,3499,3499,180,Credit Card,Returned,ESC-35794
ORD-15795,STR-501,2026-02-09,POS Counter,PRD-6524,3,499,1497,0,Cash,Delivered,ESC-35795
ORD-15796,STR-502,2025-12-10,Myntra,PRD-6250,1,499,499,90,Net Banking,Delivered,ESC-35796
ORD-15797,STR-503,2025-07-17,Instagram DM,PRD-5569,1,3499,3499,90,Credit Card,Delivered,ESC-35797
ORD-15798,STR-504,2025-06-29,POS Counter,PRD-6762,1,1499,1499,0,Cash,Delivered,ESC-35798
ORD-15799,STR-505,2026-02-28,Flipkart,PRD-5944,1,1499,1499,60,COD,Delivered,ESC-35799
ORD-15800,STR-501,2026-06-06,Flipkart,PRD-6282,4,2499,9996,60,Credit Card,Delivered,ESC-35800
ORD-15801,STR-502,2025-03-24,Shopify Storefront,PRD-5074,2,2499,4998,180,Net Banking,Delivered,ESC-35801
ORD-15802,STR-503,2025-07-14,Amazon IN,PRD-5059,2,699,1398,150,Net Banking,Delivered,ESC-35802
ORD-15803,STR-504,2025-10-24,Myntra,PRD-6624,2,3499,6998,90,UPI,Delivered,ESC-35803
ORD-15804,STR-505,2025-01-14,Flipkart,PRD-6323,2,699,1398,90,Credit Card,Delivered,ESC-35804
ORD-15805,STR-501,2025-03-14,Shopify Storefront,PRD-7286,4,1499,5996,120,UPI,Cancelled,ESC-35805
ORD-15806,STR-502,2025-10-28,Instagram DM,PRD-6033,4,999,3996,180,Credit Card,Delivered,ESC-35806
ORD-15807,STR-503,2026-04-29,Myntra,PRD-5620,4,2499,9996,60,UPI,Delivered,ESC-35807
ORD-15808,STR-504,2026-04-12,Shopify Storefront,PRD-5816,2,699,1398,150,UPI,Delivered,ESC-35808
ORD-15809,STR-505,2025-03-24,POS Counter,PRD-6096,4,699,2796,0,Cash,Delivered,ESC-35809
ORD-15810,STR-501,2025-01-22,Amazon IN,PRD-5872,2,499,998,90,UPI,Delivered,ESC-35810
ORD-15811,STR-502,2026-05-30,POS Counter,PRD-5976,4,499,1996,0,Cash,Delivered,ESC-35811
ORD-15812,STR-503,2025-03-29,Shopify Storefront,PRD-7016,2,3499,6998,180,Credit Card,Delivered,ESC-35812
ORD-15813,STR-504,2025-05-10,Instagram DM,PRD-5388,1,499,499,120,UPI,Delivered,ESC-35813
ORD-15814,STR-505,2026-05-17,Myntra,PRD-6239,4,3499,13996,60,Net Banking,Returned,ESC-35814
ORD-15815,STR-501,2026-03-25,Instagram DM,PRD-6876,4,1499,5996,90,UPI,Cancelled,ESC-35815
ORD-15816,STR-502,2025-07-25,Shopify Storefront,PRD-7445,3,699,2097,90,Credit Card,Delivered,ESC-35816
ORD-15817,STR-503,2026-04-30,Shopify Storefront,PRD-6059,4,3499,13996,90,Net Banking,Delivered,ESC-35817
ORD-15818,STR-504,2025-07-20,POS Counter,PRD-5522,4,999,3996,0,Cash,Delivered,ESC-35818
ORD-15819,STR-505,2025-10-07,Amazon IN,PRD-6063,2,499,998,150,Net Banking,Delivered,ESC-35819
ORD-15820,STR-501,2025-01-10,Shopify Storefront,PRD-6632,1,1499,1499,180,COD,Returned,ESC-35820
ORD-15821,STR-502,2026-05-12,POS Counter,PRD-6906,2,699,1398,0,Cash,In-Transit,ESC-35821
ORD-15822,STR-503,2025-11-20,Flipkart,PRD-6525,3,2499,7497,90,COD,Delivered,ESC-35822
ORD-15823,STR-504,2025-02-03,Shopify Storefront,PRD-5868,1,499,499,90,Net Banking,In-Transit,ESC-35823
ORD-15824,STR-505,2025-08-26,Instagram DM,PRD-6380,4,699,2796,90,Net Banking,Cancelled,ESC-35824
ORD-15825,STR-501,2025-10-26,POS Counter,PRD-5591,4,999,3996,0,Cash,Delivered,ESC-35825
ORD-15826,STR-502,2025-05-05,Amazon IN,PRD-6126,2,699,1398,60,Net Banking,Delivered,ESC-35826
ORD-15827,STR-503,2026-03-25,Flipkart,PRD-6726,1,3499,3499,150,UPI,Delivered,ESC-35827
ORD-15828,STR-504,2025-05-08,Flipkart,PRD-6058,2,999,1998,90,UPI,Delivered,ESC-35828
ORD-15829,STR-505,2026-06-09,Myntra,PRD-5819,1,699,699,60,COD,Delivered,ESC-35829
ORD-15830,STR-501,2026-03-19,Myntra,PRD-5043,2,1499,2998,180,COD,Delivered,ESC-35830
ORD-15831,STR-502,2025-04-16,Flipkart,PRD-6738,4,499,1996,90,Net Banking,Delivered,ESC-35831
ORD-15832,STR-503,2025-11-30,Instagram DM,PRD-7400,4,1499,5996,150,Net Banking,Delivered,ESC-35832
ORD-15833,STR-504,2026-01-12,Myntra,PRD-5165,2,2499,4998,90,COD,In-Transit,ESC-35833
ORD-15834,STR-505,2025-10-12,Instagram DM,PRD-7232,2,999,1998,120,Net Banking,Delivered,ESC-35834
ORD-15835,STR-501,2025-10-29,Flipkart,PRD-7288,2,499,998,60,UPI,Delivered,ESC-35835
ORD-15836,STR-502,2025-09-11,Amazon IN,PRD-5653,1,699,699,150,Credit Card,Delivered,ESC-35836
ORD-15837,STR-503,2025-10-22,Flipkart,PRD-6502,2,999,1998,90,UPI,Delivered,ESC-35837
ORD-15838,STR-504,2026-05-02,POS Counter,PRD-6549,4,1499,5996,0,Cash,Delivered,ESC-35838
ORD-15839,STR-505,2025-07-17,Shopify Storefront,PRD-5195,2,3499,6998,60,Credit Card,Delivered,ESC-35839
ORD-15840,STR-501,2025-02-19,Flipkart,PRD-6900,1,3499,3499,60,UPI,Delivered,ESC-35840
ORD-15841,STR-502,2025-07-19,POS Counter,PRD-6009,3,499,1497,0,Cash,In-Transit,ESC-35841
ORD-15842,STR-503,2025-12-13,Amazon IN,PRD-6387,1,1499,1499,90,COD,Delivered,ESC-35842
ORD-15843,STR-504,2026-01-29,POS Counter,PRD-5291,3,999,2997,0,Cash,Delivered,ESC-35843
ORD-15844,STR-505,2025-02-25,Flipkart,PRD-6594,4,3499,13996,150,Net Banking,Delivered,ESC-35844
ORD-15845,STR-501,2025-02-03,Instagram DM,PRD-6728,3,499,1497,150,Net Banking,Delivered,ESC-35845
ORD-15846,STR-502,2025-09-14,Flipkart,PRD-5807,4,499,1996,120,Credit Card,Delivered,ESC-35846
ORD-15847,STR-503,2025-05-03,Amazon IN,PRD-5592,2,2499,4998,150,COD,Returned,ESC-35847
ORD-15848,STR-504,2025-01-07,Myntra,PRD-7170,3,999,2997,120,UPI,Delivered,ESC-35848
ORD-15849,STR-505,2026-05-02,Flipkart,PRD-5984,2,2499,4998,60,Credit Card,Delivered,ESC-35849
ORD-15850,STR-501,2025-07-18,Instagram DM,PRD-5878,4,499,1996,150,Credit Card,Delivered,ESC-35850
ORD-15851,STR-502,2025-02-27,POS Counter,PRD-5160,4,499,1996,0,Cash,Delivered,ESC-35851
ORD-15852,STR-503,2026-04-27,POS Counter,PRD-6621,4,2499,9996,0,Cash,Delivered,ESC-35852
ORD-15853,STR-504,2025-04-03,Flipkart,PRD-7495,4,1499,5996,60,COD,Delivered,ESC-35853
ORD-15854,STR-505,2026-01-29,Instagram DM,PRD-6768,1,499,499,120,Net Banking,Delivered,ESC-35854
ORD-15855,STR-501,2025-10-13,Myntra,PRD-5771,3,999,2997,180,UPI,Delivered,ESC-35855
ORD-15856,STR-502,2026-01-08,Myntra,PRD-5179,2,2499,4998,150,Credit Card,Delivered,ESC-35856
ORD-15857,STR-503,2025-11-29,Amazon IN,PRD-6365,4,999,3996,60,Net Banking,Delivered,ESC-35857
ORD-15858,STR-504,2025-02-09,Flipkart,PRD-6573,1,699,699,150,Credit Card,Delivered,ESC-35858
ORD-15859,STR-505,2025-03-22,Flipkart,PRD-7318,2,499,998,90,Credit Card,Delivered,ESC-35859
ORD-15860,STR-501,2025-11-27,POS Counter,PRD-7188,1,999,999,0,Cash,Delivered,ESC-35860
ORD-15861,STR-502,2025-07-13,POS Counter,PRD-6583,3,999,2997,0,Cash,Delivered,ESC-35861
ORD-15862,STR-503,2026-01-19,Myntra,PRD-5391,4,999,3996,180,Net Banking,Delivered,ESC-35862
ORD-15863,STR-504,2025-06-11,Instagram DM,PRD-7066,4,2499,9996,60,Net Banking,Cancelled,ESC-35863
ORD-15864,STR-505,2026-04-23,Amazon IN,PRD-5075,4,3499,13996,180,Net Banking,Delivered,ESC-35864
ORD-15865,STR-501,2025-01-30,Flipkart,PRD-5068,1,699,699,120,COD,In-Transit,ESC-35865
ORD-15866,STR-502,2025-06-19,POS Counter,PRD-6088,4,499,1996,0,Cash,Delivered,ESC-35866
ORD-15867,STR-503,2025-02-22,Flipkart,PRD-7000,3,2499,7497,150,Net Banking,Delivered,ESC-35867
ORD-15868,STR-504,2025-07-06,Shopify Storefront,PRD-7332,4,2499,9996,150,COD,Delivered,ESC-35868
ORD-15869,STR-505,2025-11-14,Instagram DM,PRD-7281,4,3499,13996,60,UPI,Delivered,ESC-35869
ORD-15870,STR-501,2025-05-26,Amazon IN,PRD-6788,4,699,2796,120,COD,Cancelled,ESC-35870
ORD-15871,STR-502,2026-01-16,Shopify Storefront,PRD-6729,2,2499,4998,60,Credit Card,Delivered,ESC-35871
ORD-15872,STR-503,2025-07-03,POS Counter,PRD-7154,3,1499,4497,0,Cash,Delivered,ESC-35872
ORD-15873,STR-504,2026-05-14,Myntra,PRD-6409,1,699,699,150,UPI,Delivered,ESC-35873
ORD-15874,STR-505,2025-09-30,Instagram DM,PRD-6541,2,999,1998,180,UPI,Delivered,ESC-35874
ORD-15875,STR-501,2025-05-21,Myntra,PRD-5384,4,499,1996,120,UPI,Delivered,ESC-35875
ORD-15876,STR-502,2025-02-11,Amazon IN,PRD-7139,3,499,1497,180,Credit Card,Returned,ESC-35876
ORD-15877,STR-503,2025-04-03,POS Counter,PRD-6235,3,1499,4497,0,Cash,Delivered,ESC-35877
ORD-15878,STR-504,2026-06-09,Shopify Storefront,PRD-7093,2,2499,4998,120,Credit Card,Delivered,ESC-35878
ORD-15879,STR-505,2025-12-17,POS Counter,PRD-5549,2,2499,4998,0,Cash,Delivered,ESC-35879
ORD-15880,STR-501,2025-03-09,Amazon IN,PRD-5759,2,499,998,60,Net Banking,In-Transit,ESC-35880
ORD-15881,STR-502,2026-04-08,Instagram DM,PRD-5035,3,2499,7497,180,Credit Card,Delivered,ESC-35881
ORD-15882,STR-503,2026-01-23,Instagram DM,PRD-5146,3,699,2097,180,Net Banking,In-Transit,ESC-35882
ORD-15883,STR-504,2026-06-11,Amazon IN,PRD-6421,1,699,699,180,Credit Card,Delivered,ESC-35883
ORD-15884,STR-505,2025-03-20,Shopify Storefront,PRD-6795,3,2499,7497,60,Net Banking,Cancelled,ESC-35884
ORD-15885,STR-501,2025-07-02,Flipkart,PRD-5889,1,499,499,180,Credit Card,Delivered,ESC-35885
ORD-15886,STR-502,2026-05-13,Shopify Storefront,PRD-6714,2,699,1398,180,Credit Card,Delivered,ESC-35886
ORD-15887,STR-503,2025-04-28,Flipkart,PRD-5708,1,499,499,150,UPI,Returned,ESC-35887
ORD-15888,STR-504,2026-06-16,Shopify Storefront,PRD-7353,4,999,3996,60,COD,Delivered,ESC-35888
ORD-15889,STR-505,2025-01-19,Flipkart,PRD-6718,3,3499,10497,60,Net Banking,Delivered,ESC-35889
ORD-15890,STR-501,2025-10-14,Shopify Storefront,PRD-5206,2,1499,2998,150,UPI,Delivered,ESC-35890
ORD-15891,STR-502,2026-04-14,Flipkart,PRD-6301,2,3499,6998,180,Net Banking,Delivered,ESC-35891
ORD-15892,STR-503,2026-03-15,Shopify Storefront,PRD-5302,4,2499,9996,180,UPI,In-Transit,ESC-35892
ORD-15893,STR-504,2026-01-14,Myntra,PRD-5739,2,499,998,60,Net Banking,Delivered,ESC-35893
ORD-15894,STR-505,2025-05-29,POS Counter,PRD-7384,3,1499,4497,0,Cash,Delivered,ESC-35894
ORD-15895,STR-501,2026-04-25,Flipkart,PRD-5418,4,1499,5996,60,UPI,Delivered,ESC-35895
ORD-15896,STR-502,2025-02-20,Shopify Storefront,PRD-5084,2,499,998,150,Credit Card,Delivered,ESC-35896
ORD-15897,STR-503,2025-11-26,Amazon IN,PRD-6939,1,2499,2499,120,Net Banking,Delivered,ESC-35897
ORD-15898,STR-504,2025-09-29,Shopify Storefront,PRD-5941,4,999,3996,60,COD,Delivered,ESC-35898
ORD-15899,STR-505,2026-05-04,POS Counter,PRD-6987,2,999,1998,0,Cash,In-Transit,ESC-35899
ORD-15900,STR-501,2025-01-30,Flipkart,PRD-5784,3,2499,7497,90,UPI,Delivered,ESC-35900
ORD-15901,STR-502,2025-03-18,Instagram DM,PRD-5191,1,2499,2499,180,UPI,Delivered,ESC-35901
ORD-15902,STR-503,2026-06-20,Flipkart,PRD-5385,2,3499,6998,60,UPI,Delivered,ESC-35902
ORD-15903,STR-504,2025-01-27,Flipkart,PRD-6906,1,499,499,180,UPI,Delivered,ESC-35903
ORD-15904,STR-505,2025-08-24,Myntra,PRD-6949,3,2499,7497,150,Credit Card,Delivered,ESC-35904
ORD-15905,STR-501,2025-09-13,Amazon IN,PRD-6129,4,2499,9996,60,COD,Delivered,ESC-35905
ORD-15906,STR-502,2025-01-10,POS Counter,PRD-6818,2,1499,2998,0,Cash,Delivered,ESC-35906
ORD-15907,STR-503,2025-12-19,Flipkart,PRD-5147,1,999,999,60,UPI,Returned,ESC-35907
ORD-15908,STR-504,2025-08-20,POS Counter,PRD-6749,2,1499,2998,0,Cash,Delivered,ESC-35908
ORD-15909,STR-505,2025-11-07,Flipkart,PRD-6083,3,999,2997,150,Net Banking,In-Transit,ESC-35909
ORD-15910,STR-501,2025-05-20,Flipkart,PRD-6753,4,999,3996,90,COD,Delivered,ESC-35910
ORD-15911,STR-502,2026-06-20,Myntra,PRD-5258,2,999,1998,120,Credit Card,Delivered,ESC-35911
ORD-15912,STR-503,2025-07-27,Myntra,PRD-7030,3,999,2997,150,Net Banking,Delivered,ESC-35912
ORD-15913,STR-504,2026-02-27,Flipkart,PRD-7156,3,2499,7497,90,COD,Delivered,ESC-35913
ORD-15914,STR-505,2025-12-05,POS Counter,PRD-7170,2,3499,6998,0,Cash,In-Transit,ESC-35914
ORD-15915,STR-501,2025-06-02,Amazon IN,PRD-5120,2,699,1398,60,UPI,Delivered,ESC-35915
ORD-15916,STR-502,2026-03-27,Shopify Storefront,PRD-6282,1,499,499,60,Credit Card,In-Transit,ESC-35916
ORD-15917,STR-503,2025-11-13,Instagram DM,PRD-5535,1,499,499,180,Net Banking,Delivered,ESC-35917
ORD-15918,STR-504,2025-09-24,Myntra,PRD-5400,2,2499,4998,90,Credit Card,Delivered,ESC-35918
ORD-15919,STR-505,2025-04-25,Shopify Storefront,PRD-7419,4,3499,13996,150,UPI,Delivered,ESC-35919
ORD-15920,STR-501,2025-03-07,Shopify Storefront,PRD-6697,2,999,1998,150,COD,Delivered,ESC-35920
ORD-15921,STR-502,2026-04-29,Amazon IN,PRD-6595,4,2499,9996,90,UPI,Delivered,ESC-35921
ORD-15922,STR-503,2025-05-01,Instagram DM,PRD-6990,2,499,998,180,Credit Card,Delivered,ESC-35922
