shipment_id,order_id,carrier_name,tracking_number,promised_days,actual_days,shipping_cost_inr,sla_status
SHP-45348,ORD-15348,Shadowfax Surface,TRK905348,2,3,180,SLA Breached
SHP-45349,ORD-15349,Shadowfax Surface,TRK905349,3,3,60,SLA Met
SHP-45350,ORD-15350,Shadowfax Surface,TRK905350,2,3,120,SLA Breached
SHP-45351,ORD-15351,Ecom Express,TRK905351,2,2,180,SLA Met
SHP-45352,ORD-15352,XpressBees Surface,TRK905352,2,2,150,SLA Met
SHP-45353,ORD-15353,Delhivery Direct,TRK905353,5,5,60,SLA Met
SHP-45354,ORD-15354,Delhivery Direct,TRK905354,3,3,90,SLA Met
SHP-45355,ORD-15355,XpressBees Surface,TRK905355,4,5,180,SLA Breached
SHP-45356,ORD-15356,XpressBees Surface,TRK905356,4,4,90,SLA Met
SHP-45358,ORD-15358,Delhivery Direct,TRK905358,5,5,90,SLA Met
SHP-45359,ORD-15359,BlueDart Express,TRK905359,4,6,180,SLA Breached
SHP-45360,ORD-15360,Ecom Express,TRK905360,5,5,180,SLA Met
SHP-45362,ORD-15362,Delhivery Direct,TRK905362,5,5,60,SLA Met
SHP-45363,ORD-15363,Ecom Express,TRK905363,2,2,90,SLA Met
SHP-45365,ORD-15365,BlueDart Express,TRK905365,2,2,150,SLA Met
SHP-45367,ORD-15367,XpressBees Surface,TRK905367,5,8,180,SLA Breached
SHP-45368,ORD-15368,BlueDart Express,TRK905368,4,4,180,SLA Met
SHP-45369,ORD-15369,Ecom Express,TRK905369,4,4,60,SLA Met
SHP-45370,ORD-15370,Delhivery Direct,TRK905370,3,7,60,SLA Breached
SHP-45371,ORD-15371,Shadowfax Surface,TRK905371,5,5,180,SLA Met
SHP-45372,ORD-15372,Ecom Express,TRK905372,4,5,150,SLA Breached
SHP-45373,ORD-15373,Shadowfax Surface,TRK905373,4,4,120,SLA Met
SHP-45375,ORD-15375,XpressBees Surface,TRK905375,2,2,60,SLA Met
SHP-45376,ORD-15376,Delhivery Direct,TRK905376,4,4,60,SLA Met
SHP-45378,ORD-15378,Ecom Express,TRK905378,3,7,150,SLA Breached
SHP-45379,ORD-15379,Delhivery Direct,TRK905379,4,4,60,SLA Met
SHP-45380,ORD-15380,Delhivery Direct,TRK905380,4,4,60,SLA Met
SHP-45381,ORD-15381,Shadowfax Surface,TRK905381,3,3,150,SLA Met
SHP-45382,ORD-15382,Shadowfax Surface,TRK905382,4,4,90,SLA Met
SHP-45384,ORD-15384,XpressBees Surface,TRK905384,5,8,150,SLA Breached
SHP-45385,ORD-15385,Ecom Express,TRK905385,5,8,180,SLA Breached
SHP-45386,ORD-15386,Delhivery Direct,TRK905386,3,3,150,SLA Met
SHP-45387,ORD-15387,XpressBees Surface,TRK905387,3,3,180,SLA Met
SHP-45388,ORD-15388,Shadowfax Surface,TRK905388,4,4,90,SLA Met
SHP-45389,ORD-15389,Delhivery Direct,TRK905389,3,3,60,SLA Met
SHP-45390,ORD-15390,XpressBees Surface,TRK905390,2,4,150,SLA Breached
SHP-45391,ORD-15391,Delhivery Direct,TRK905391,2,2,90,SLA Met
SHP-45392,ORD-15392,Delhivery Direct,TRK905392,2,2,90,SLA Met
SHP-45393,ORD-15393,Shadowfax Surface,TRK905393,4,4,120,SLA Met
SHP-45395,ORD-15395,BlueDart Express,TRK905395,4,4,60,SLA Met
SHP-45396,ORD-15396,Ecom Express,TRK905396,4,4,150,SLA Met
SHP-45397,ORD-15397,Delhivery Direct,TRK905397,4,4,180,SLA Met
SHP-45399,ORD-15399,Shadowfax Surface,TRK905399,4,6,90,SLA Breached
SHP-45400,ORD-15400,Ecom Express,TRK905400,5,5,60,SLA Met
SHP-45401,ORD-15401,Delhivery Direct,TRK905401,2,2,150,SLA Met
SHP-45403,ORD-15403,Delhivery Direct,TRK905403,4,4,180,SLA Met
SHP-45404,ORD-15404,Ecom Express,TRK905404,5,5,60,SLA Met
SHP-45406,ORD-15406,Ecom Express,TRK905406,2,2,180,SLA Met
SHP-45407,ORD-15407,Shadowfax Surface,TRK905407,5,6,180,SLA Breached
SHP-45408,ORD-15408,BlueDart Express,TRK905408,3,3,150,SLA Met
SHP-45409,ORD-15409,XpressBees Surface,TRK905409,3,3,60,SLA Met
SHP-45411,ORD-15411,Ecom Express,TRK905411,5,5,150,SLA Met
SHP-45412,ORD-15412,Shadowfax Surface,TRK905412,2,2,120,SLA Met
SHP-45413,ORD-15413,Ecom Express,TRK905413,2,2,120,SLA Met
SHP-45414,ORD-15414,BlueDart Express,TRK905414,2,3,180,SLA Breached
SHP-45415,ORD-15415,BlueDart Express,TRK905415,4,4,90,SLA Met
SHP-45416,ORD-15416,Shadowfax Surface,TRK905416,4,4,120,SLA Met
SHP-45418,ORD-15418,Delhivery Direct,TRK905418,4,4,150,SLA Met
SHP-45419,ORD-15419,Ecom Express,TRK905419,4,4,90,SLA Met
SHP-45421,ORD-15421,Ecom Express,TRK905421,4,4,180,SLA Met
SHP-45423,ORD-15423,Ecom Express,TRK905423,2,2,90,SLA Met
SHP-45425,ORD-15425,Delhivery Direct,TRK905425,5,5,90,SLA Met
SHP-45426,ORD-15426,Shadowfax Surface,TRK905426,4,4,180,SLA Met
SHP-45427,ORD-15427,BlueDart Express,TRK905427,3,4,60,SLA Breached
SHP-45428,ORD-15428,Ecom Express,TRK905428,5,5,150,SLA Met
SHP-45429,ORD-15429,Delhivery Direct,TRK905429,2,2,90,SLA Met
SHP-45430,ORD-15430,Shadowfax Surface,TRK905430,3,3,150,SLA Met
SHP-45431,ORD-15431,Shadowfax Surface,TRK905431,2,2,120,SLA Met
SHP-45432,ORD-15432,XpressBees Surface,TRK905432,3,3,150,SLA Met
SHP-45433,ORD-15433,Delhivery Direct,TRK905433,4,4,150,SLA Met
SHP-45434,ORD-15434,XpressBees Surface,TRK905434,2,2,60,SLA Met
SHP-45435,ORD-15435,Shadowfax Surface,TRK905435,5,5,60,SLA Met
SHP-45436,ORD-15436,XpressBees Surface,TRK905436,2,2,120,SLA Met
SHP-45437,ORD-15437,Ecom Express,TRK905437,3,3,150,SLA Met
SHP-45439,ORD-15439,Delhivery Direct,TRK905439,3,3,120,SLA Met
SHP-45440,ORD-15440,Delhivery Direct,TRK905440,5,5,150,SLA Met
SHP-45441,ORD-15441,Shadowfax Surface,TRK905441,5,5,120,SLA Met
SHP-45442,ORD-15442,Ecom Express,TRK905442,2,2,180,SLA Met
SHP-45443,ORD-15443,XpressBees Surface,TRK905443,4,4,60,SLA Met
SHP-45444,ORD-15444,BlueDart Express,TRK905444,4,4,60,SLA Met
SHP-45445,ORD-15445,Delhivery Direct,TRK905445,4,4,120,SLA Met
SHP-45446,ORD-15446,XpressBees Surface,TRK905446,4,4,90,SLA Met
SHP-45447,ORD-15447,Delhivery Direct,TRK905447,5,5,90,SLA Met
SHP-45448,ORD-15448,Ecom Express,TRK905448,3,3,90,SLA Met
SHP-45449,ORD-15449,BlueDart Express,TRK905449,4,4,60,SLA Met
SHP-45450,ORD-15450,XpressBees Surface,TRK905450,3,4,180,SLA Breached
SHP-45451,ORD-15451,BlueDart Express,TRK905451,2,2,90,SLA Met
SHP-45452,ORD-15452,Delhivery Direct,TRK905452,2,4,180,SLA Breached
SHP-45454,ORD-15454,BlueDart Express,TRK905454,5,5,90,SLA Met
SHP-45455,ORD-15455,XpressBees Surface,TRK905455,5,5,180,SLA Met
SHP-45456,ORD-15456,Shadowfax Surface,TRK905456,5,5,60,SLA Met
SHP-45458,ORD-15458,Delhivery Direct,TRK905458,5,5,180,SLA Met
SHP-45459,ORD-15459,Shadowfax Surface,TRK905459,3,3,120,SLA Met
SHP-45460,ORD-15460,Shadowfax Surface,TRK905460,3,4,180,SLA Breached
SHP-45461,ORD-15461,Shadowfax Surface,TRK905461,3,3,180,SLA Met
SHP-45462,ORD-15462,BlueDart Express,TRK905462,3,3,150,SLA Met
SHP-45464,ORD-15464,Shadowfax Surface,TRK905464,2,2,120,SLA Met
SHP-45465,ORD-15465,Ecom Express,TRK905465,2,5,180,SLA Breached
SHP-45466,ORD-15466,BlueDart Express,TRK905466,2,2,60,SLA Met
SHP-45467,ORD-15467,XpressBees Surface,TRK905467,4,4,150,SLA Met
SHP-45468,ORD-15468,Shadowfax Surface,TRK905468,4,4,120,SLA Met
SHP-45469,ORD-15469,Delhivery Direct,TRK905469,5,5,180,SLA Met
SHP-45470,ORD-15470,Ecom Express,TRK905470,3,3,120,SLA Met
SHP-45471,ORD-15471,BlueDart Express,TRK905471,3,4,60,SLA Breached
SHP-45472,ORD-15472,BlueDart Express,TRK905472,4,4,120,SLA Met
SHP-45473,ORD-15473,Delhivery Direct,TRK905473,2,2,120,SLA Met
SHP-45475,ORD-15475,XpressBees Surface,TRK905475,2,2,120,SLA Met
SHP-45476,ORD-15476,Shadowfax Surface,TRK905476,2,3,90,SLA Breached
SHP-45477,ORD-15477,XpressBees Surface,TRK905477,2,6,90,SLA Breached
SHP-45478,ORD-15478,BlueDart Express,TRK905478,4,4,90,SLA Met
SHP-45479,ORD-15479,BlueDart Express,TRK905479,3,7,150,SLA Breached
SHP-45481,ORD-15481,XpressBees Surface,TRK905481,2,2,150,SLA Met
SHP-45482,ORD-15482,XpressBees Surface,TRK905482,4,4,60,SLA Met
SHP-45483,ORD-15483,Ecom Express,TRK905483,4,4,150,SLA Met
SHP-45484,ORD-15484,Shadowfax Surface,TRK905484,3,3,180,SLA Met
SHP-45485,ORD-15485,BlueDart Express,TRK905485,5,5,120,SLA Met
SHP-45486,ORD-15486,BlueDart Express,TRK905486,3,3,180,SLA Met
SHP-45487,ORD-15487,BlueDart Express,TRK905487,4,4,90,SLA Met
SHP-45488,ORD-15488,Shadowfax Surface,TRK905488,4,4,60,SLA Met
SHP-45489,ORD-15489,Ecom Express,TRK905489,2,2,90,SLA Met
SHP-45491,ORD-15491,XpressBees Surface,TRK905491,2,2,60,SLA Met
SHP-45492,ORD-15492,Ecom Express,TRK905492,5,5,150,SLA Met
SHP-45493,ORD-15493,Ecom Express,TRK905493,3,3,180,SLA Met
SHP-45494,ORD-15494,Delhivery Direct,TRK905494,3,3,180,SLA Met
SHP-45495,ORD-15495,Ecom Express,TRK905495,2,4,90,SLA Breached
SHP-45496,ORD-15496,Ecom Express,TRK905496,3,3,180,SLA Met
SHP-45497,ORD-15497,BlueDart Express,TRK905497,3,3,120,SLA Met
SHP-45498,ORD-15498,XpressBees Surface,TRK905498,4,4,120,SLA Met
SHP-45499,ORD-15499,BlueDart Express,TRK905499,2,2,150,SLA Met
SHP-45501,ORD-15501,Ecom Express,TRK905501,3,3,180,SLA Met
SHP-45502,ORD-15502,Shadowfax Surface,TRK905502,5,9,180,SLA Breached
SHP-45504,ORD-15504,XpressBees Surface,TRK905504,4,4,150,SLA Met
SHP-45505,ORD-15505,BlueDart Express,TRK905505,2,2,90,SLA Met
SHP-45506,ORD-15506,Delhivery Direct,TRK905506,2,2,90,SLA Met
SHP-45507,ORD-15507,XpressBees Surface,TRK905507,3,5,150,SLA Breached
SHP-45508,ORD-15508,Delhivery Direct,TRK905508,2,2,180,SLA Met
SHP-45509,ORD-15509,Delhivery Direct,TRK905509,5,5,180,SLA Met
SHP-45510,ORD-15510,Ecom Express,TRK905510,3,3,150,SLA Met
SHP-45511,ORD-15511,BlueDart Express,TRK905511,2,4,120,SLA Breached
SHP-45512,ORD-15512,BlueDart Express,TRK905512,2,2,90,SLA Met
SHP-45515,ORD-15515,Delhivery Direct,TRK905515,3,3,90,SLA Met
SHP-45516,ORD-15516,BlueDart Express,TRK905516,4,4,60,SLA Met
SHP-45517,ORD-15517,Shadowfax Surface,TRK905517,3,4,150,SLA Breached
SHP-45518,ORD-15518,XpressBees Surface,TRK905518,2,2,180,SLA Met
SHP-45519,ORD-15519,XpressBees Surface,TRK905519,2,2,150,SLA Met
SHP-45520,ORD-15520,Delhivery Direct,TRK905520,2,2,60,SLA Met
SHP-45521,ORD-15521,Shadowfax Surface,TRK905521,5,5,180,SLA Met
SHP-45522,ORD-15522,BlueDart Express,TRK905522,5,5,60,SLA Met
SHP-45523,ORD-15523,Delhivery Direct,TRK905523,3,3,150,SLA Met
SHP-45524,ORD-15524,Delhivery Direct,TRK905524,5,9,150,SLA Breached
SHP-45525,ORD-15525,XpressBees Surface,TRK905525,4,4,60,SLA Met
SHP-45527,ORD-15527,XpressBees Surface,TRK905527,5,5,150,SLA Met
SHP-45528,ORD-15528,BlueDart Express,TRK905528,2,4,180,SLA Breached
SHP-45529,ORD-15529,Ecom Express,TRK905529,5,5,90,SLA Met
SHP-45530,ORD-15530,BlueDart Express,TRK905530,5,5,60,SLA Met
SHP-45531,ORD-15531,Shadowfax Surface,TRK905531,4,4,60,SLA Met
SHP-45532,ORD-15532,Shadowfax Surface,TRK905532,5,5,150,SLA Met
SHP-45533,ORD-15533,Shadowfax Surface,TRK905533,2,2,180,SLA Met
SHP-45536,ORD-15536,BlueDart Express,TRK905536,2,5,60,SLA Breached
SHP-45537,ORD-15537,Delhivery Direct,TRK905537,4,7,120,SLA Breached
SHP-45538,ORD-15538,Shadowfax Surface,TRK905538,5,5,180,SLA Met
SHP-45539,ORD-15539,XpressBees Surface,TRK905539,3,4,120,SLA Breached
SHP-45540,ORD-15540,Delhivery Direct,TRK905540,3,3,180,SLA Met
SHP-45541,ORD-15541,BlueDart Express,TRK905541,3,5,120,SLA Breached
SHP-45542,ORD-15542,Delhivery Direct,TRK905542,5,7,90,SLA Breached
SHP-45543,ORD-15543,Delhivery Direct,TRK905543,5,8,180,SLA Breached
SHP-45545,ORD-15545,Ecom Express,TRK905545,4,4,60,SLA Met
SHP-45547,ORD-15547,BlueDart Express,TRK905547,4,4,150,SLA Met
SHP-45548,ORD-15548,Shadowfax Surface,TRK905548,2,6,120,SLA Breached
SHP-45549,ORD-15549,Shadowfax Surface,TRK905549,5,7,120,SLA Breached
SHP-45550,ORD-15550,Ecom Express,TRK905550,4,4,180,SLA Met
SHP-45551,ORD-15551,Shadowfax Surface,TRK905551,5,5,150,SLA Met
SHP-45552,ORD-15552,XpressBees Surface,TRK905552,4,4,90,SLA Met
SHP-45553,ORD-15553,Ecom Express,TRK905553,5,5,60,SLA Met
SHP-45554,ORD-15554,Shadowfax Surface,TRK905554,3,6,180,SLA Breached
SHP-45555,ORD-15555,XpressBees Surface,TRK905555,3,3,120,SLA Met
SHP-45556,ORD-15556,BlueDart Express,TRK905556,3,3,150,SLA Met
SHP-45557,ORD-15557,Shadowfax Surface,TRK905557,2,2,150,SLA Met
SHP-45558,ORD-15558,Shadowfax Surface,TRK905558,4,4,120,SLA Met
SHP-45559,ORD-15559,Ecom Express,TRK905559,5,5,120,SLA Met
SHP-45560,ORD-15560,BlueDart Express,TRK905560,2,2,120,SLA Met
SHP-45562,ORD-15562,Ecom Express,TRK905562,3,3,60,SLA Met
SHP-45563,ORD-15563,Delhivery Direct,TRK905563,2,6,150,SLA Breached
SHP-45565,ORD-15565,Ecom Express,TRK905565,5,5,60,SLA Met
SHP-45566,ORD-15566,Delhivery Direct,TRK905566,3,7,120,SLA Breached
SHP-45568,ORD-15568,Ecom Express,TRK905568,3,3,150,SLA Met
SHP-45569,ORD-15569,XpressBees Surface,TRK905569,5,6,180,SLA Breached
SHP-45571,ORD-15571,BlueDart Express,TRK905571,2,5,150,SLA Breached
SHP-45572,ORD-15572,Delhivery Direct,TRK905572,5,5,180,SLA Met
SHP-45573,ORD-15573,Delhivery Direct,TRK905573,2,2,180,SLA Met
SHP-45575,ORD-15575,Delhivery Direct,TRK905575,5,5,120,SLA Met
SHP-45576,ORD-15576,BlueDart Express,TRK905576,4,4,150,SLA Met
SHP-45577,ORD-15577,Shadowfax Surface,TRK905577,5,5,60,SLA Met
SHP-45578,ORD-15578,XpressBees Surface,TRK905578,3,3,120,SLA Met
SHP-45579,ORD-15579,Shadowfax Surface,TRK905579,4,4,180,SLA Met
SHP-45580,ORD-15580,XpressBees Surface,TRK905580,2,2,150,SLA Met
SHP-45582,ORD-15582,BlueDart Express,TRK905582,5,5,120,SLA Met
SHP-45583,ORD-15583,XpressBees Surface,TRK905583,5,5,60,SLA Met
SHP-45585,ORD-15585,Ecom Express,TRK905585,4,4,90,SLA Met
SHP-45586,ORD-15586,Ecom Express,TRK905586,2,2,60,SLA Met
SHP-45587,ORD-15587,Shadowfax Surface,TRK905587,3,3,120,SLA Met
SHP-45589,ORD-15589,Delhivery Direct,TRK905589,3,7,180,SLA Breached
SHP-45590,ORD-15590,Shadowfax Surface,TRK905590,4,4,180,SLA Met
SHP-45591,ORD-15591,Ecom Express,TRK905591,2,2,60,SLA Met
SHP-45592,ORD-15592,BlueDart Express,TRK905592,4,4,180,SLA Met
SHP-45593,ORD-15593,Shadowfax Surface,TRK905593,2,2,150,SLA Met
SHP-45595,ORD-15595,Delhivery Direct,TRK905595,3,3,90,SLA Met
SHP-45596,ORD-15596,XpressBees Surface,TRK905596,2,2,180,SLA Met
SHP-45597,ORD-15597,BlueDart Express,TRK905597,4,4,120,SLA Met
SHP-45598,ORD-15598,XpressBees Surface,TRK905598,4,4,180,SLA Met
SHP-45599,ORD-15599,Delhivery Direct,TRK905599,2,2,180,SLA Met
SHP-45602,ORD-15602,Ecom Express,TRK905602,5,7,90,SLA Breached
SHP-45604,ORD-15604,Delhivery Direct,TRK905604,5,5,180,SLA Met
SHP-45605,ORD-15605,Shadowfax Surface,TRK905605,5,5,90,SLA Met
SHP-45606,ORD-15606,Ecom Express,TRK905606,4,4,180,SLA Met
SHP-45607,ORD-15607,Shadowfax Surface,TRK905607,2,6,60,SLA Breached
SHP-45608,ORD-15608,Shadowfax Surface,TRK905608,2,2,150,SLA Met
SHP-45609,ORD-15609,BlueDart Express,TRK905609,4,4,150,SLA Met
SHP-45610,ORD-15610,Ecom Express,TRK905610,2,2,150,SLA Met
SHP-45611,ORD-15611,Shadowfax Surface,TRK905611,4,4,180,SLA Met
SHP-45613,ORD-15613,Delhivery Direct,TRK905613,3,3,60,SLA Met
SHP-45614,ORD-15614,Ecom Express,TRK905614,5,5,60,SLA Met
SHP-45615,ORD-15615,Ecom Express,TRK905615,5,8,60,SLA Breached
SHP-45616,ORD-15616,Shadowfax Surface,TRK905616,2,3,150,SLA Breached
SHP-45617,ORD-15617,BlueDart Express,TRK905617,2,2,90,SLA Met
SHP-45618,ORD-15618,Ecom Express,TRK905618,5,5,90,SLA Met
SHP-45619,ORD-15619,Shadowfax Surface,TRK905619,2,4,90,SLA Breached
SHP-45620,ORD-15620,Shadowfax Surface,TRK905620,4,4,120,SLA Met
SHP-45621,ORD-15621,Ecom Express,TRK905621,3,3,180,SLA Met
SHP-45623,ORD-15623,BlueDart Express,TRK905623,3,3,180,SLA Met
SHP-45624,ORD-15624,BlueDart Express,TRK905624,5,5,150,SLA Met
SHP-45625,ORD-15625,Shadowfax Surface,TRK905625,3,3,180,SLA Met
SHP-45626,ORD-15626,Ecom Express,TRK905626,5,5,120,SLA Met
SHP-45627,ORD-15627,BlueDart Express,TRK905627,5,5,120,SLA Met
SHP-45628,ORD-15628,Shadowfax Surface,TRK905628,3,3,180,SLA Met
SHP-45629,ORD-15629,Shadowfax Surface,TRK905629,5,5,60,SLA Met
SHP-45630,ORD-15630,Shadowfax Surface,TRK905630,2,2,120,SLA Met
SHP-45631,ORD-15631,Ecom Express,TRK905631,4,8,150,SLA Breached
SHP-45633,ORD-15633,BlueDart Express,TRK905633,3,3,90,SLA Met
SHP-45635,ORD-15635,Delhivery Direct,TRK905635,3,3,120,SLA Met
SHP-45636,ORD-15636,Delhivery Direct,TRK905636,3,3,120,SLA Met
SHP-45637,ORD-15637,Delhivery Direct,TRK905637,5,5,120,SLA Met
SHP-45638,ORD-15638,XpressBees Surface,TRK905638,2,2,180,SLA Met
SHP-45639,ORD-15639,BlueDart Express,TRK905639,2,4,120,SLA Breached
SHP-45640,ORD-15640,XpressBees Surface,TRK905640,3,3,90,SLA Met
SHP-45641,ORD-15641,Ecom Express,TRK905641,5,5,120,SLA Met
SHP-45642,ORD-15642,XpressBees Surface,TRK905642,2,2,150,SLA Met
SHP-45643,ORD-15643,BlueDart Express,TRK905643,5,8,90,SLA Breached
SHP-45644,ORD-15644,Delhivery Direct,TRK905644,5,6,60,SLA Breached
SHP-45645,ORD-15645,XpressBees Surface,TRK905645,2,2,180,SLA Met
SHP-45647,ORD-15647,BlueDart Express,TRK905647,5,5,120,SLA Met
SHP-45648,ORD-15648,Delhivery Direct,TRK905648,4,4,150,SLA Met
SHP-45649,ORD-15649,Ecom Express,TRK905649,3,3,120,SLA Met
SHP-45650,ORD-15650,BlueDart Express,TRK905650,2,2,150,SLA Met
SHP-45651,ORD-15651,BlueDart Express,TRK905651,5,5,150,SLA Met
SHP-45652,ORD-15652,Shadowfax Surface,TRK905652,2,2,60,SLA Met
SHP-45653,ORD-15653,Delhivery Direct,TRK905653,5,7,150,SLA Breached
SHP-45655,ORD-15655,XpressBees Surface,TRK905655,2,3,90,SLA Breached
SHP-45659,ORD-15659,XpressBees Surface,TRK905659,5,5,120,SLA Met
SHP-45660,ORD-15660,XpressBees Surface,TRK905660,3,3,60,SLA Met
SHP-45662,ORD-15662,Shadowfax Surface,TRK905662,4,4,180,SLA Met
SHP-45663,ORD-15663,Delhivery Direct,TRK905663,4,4,120,SLA Met
SHP-45664,ORD-15664,Shadowfax Surface,TRK905664,2,2,90,SLA Met
SHP-45665,ORD-15665,Ecom Express,TRK905665,5,5,180,SLA Met
SHP-45666,ORD-15666,Shadowfax Surface,TRK905666,4,7,60,SLA Breached
SHP-45667,ORD-15667,BlueDart Express,TRK905667,5,5,120,SLA Met
SHP-45668,ORD-15668,XpressBees Surface,TRK905668,4,4,150,SLA Met
SHP-45669,ORD-15669,Ecom Express,TRK905669,4,6,150,SLA Breached
SHP-45670,ORD-15670,Delhivery Direct,TRK905670,4,4,120,SLA Met
SHP-45671,ORD-15671,Delhivery Direct,TRK905671,5,5,180,SLA Met
SHP-45672,ORD-15672,Ecom Express,TRK905672,5,5,90,SLA Met
SHP-45673,ORD-15673,Delhivery Direct,TRK905673,2,2,180,SLA Met
SHP-45674,ORD-15674,Ecom Express,TRK905674,4,4,180,SLA Met
SHP-45675,ORD-15675,XpressBees Surface,TRK905675,4,4,120,SLA Met
SHP-45676,ORD-15676,Ecom Express,TRK905676,2,2,150,SLA Met
SHP-45677,ORD-15677,XpressBees Surface,TRK905677,2,2,180,SLA Met
SHP-45679,ORD-15679,Shadowfax Surface,TRK905679,5,5,180,SLA Met
SHP-45680,ORD-15680,Shadowfax Surface,TRK905680,2,6,120,SLA Breached
SHP-45681,ORD-15681,Delhivery Direct,TRK905681,5,5,180,SLA Met
SHP-45682,ORD-15682,XpressBees Surface,TRK905682,3,3,180,SLA Met
SHP-45683,ORD-15683,Ecom Express,TRK905683,3,4,180,SLA Breached
SHP-45684,ORD-15684,Delhivery Direct,TRK905684,4,4,150,SLA Met
SHP-45685,ORD-15685,BlueDart Express,TRK905685,5,5,90,SLA Met
SHP-45686,ORD-15686,XpressBees Surface,TRK905686,2,2,180,SLA Met
SHP-45687,ORD-15687,XpressBees Surface,TRK905687,3,3,180,SLA Met
SHP-45689,ORD-15689,BlueDart Express,TRK905689,3,3,120,SLA Met
SHP-45690,ORD-15690,Shadowfax Surface,TRK905690,3,3,150,SLA Met
SHP-45691,ORD-15691,Shadowfax Surface,TRK905691,2,2,150,SLA Met
SHP-45693,ORD-15693,Delhivery Direct,TRK905693,2,2,90,SLA Met
SHP-45695,ORD-15695,Shadowfax Surface,TRK905695,4,4,60,SLA Met
SHP-45696,ORD-15696,Delhivery Direct,TRK905696,5,5,180,SLA Met
SHP-45697,ORD-15697,Delhivery Direct,TRK905697,2,5,60,SLA Breached
SHP-45698,ORD-15698,XpressBees Surface,TRK905698,2,4,120,SLA Breached
SHP-45699,ORD-15699,XpressBees Surface,TRK905699,2,2,150,SLA Met
SHP-45701,ORD-15701,Delhivery Direct,TRK905701,4,4,60,SLA Met
SHP-45702,ORD-15702,Ecom Express,TRK905702,4,4,180,SLA Met
SHP-45703,ORD-15703,Shadowfax Surface,TRK905703,3,3,90,SLA Met
SHP-45705,ORD-15705,Ecom Express,TRK905705,4,4,90,SLA Met
SHP-45706,ORD-15706,BlueDart Express,TRK905706,5,5,180,SLA Met
SHP-45707,ORD-15707,Shadowfax Surface,TRK905707,4,4,120,SLA Met
SHP-45708,ORD-15708,Ecom Express,TRK905708,5,5,150,SLA Met
SHP-45709,ORD-15709,Delhivery Direct,TRK905709,4,6,150,SLA Breached
SHP-45710,ORD-15710,XpressBees Surface,TRK905710,3,3,120,SLA Met
SHP-45711,ORD-15711,Delhivery Direct,TRK905711,5,6,150,SLA Breached
SHP-45712,ORD-15712,Shadowfax Surface,TRK905712,5,5,150,SLA Met
SHP-45713,ORD-15713,Ecom Express,TRK905713,3,3,90,SLA Met
SHP-45715,ORD-15715,Delhivery Direct,TRK905715,4,4,90,SLA Met
SHP-45716,ORD-15716,BlueDart Express,TRK905716,5,6,150,SLA Breached
SHP-45717,ORD-15717,Delhivery Direct,TRK905717,3,3,150,SLA Met
SHP-45719,ORD-15719,Delhivery Direct,TRK905719,3,3,180,SLA Met
SHP-45720,ORD-15720,XpressBees Surface,TRK905720,2,2,180,SLA Met
SHP-45721,ORD-15721,Ecom Express,TRK905721,5,5,180,SLA Met
SHP-45722,ORD-15722,Shadowfax Surface,TRK905722,3,6,180,SLA Breached
SHP-45723,ORD-15723,Shadowfax Surface,TRK905723,2,2,150,SLA Met
SHP-45724,ORD-15724,Ecom Express,TRK905724,2,6,60,SLA Breached
SHP-45726,ORD-15726,Shadowfax Surface,TRK905726,5,5,60,SLA Met
SHP-45727,ORD-15727,BlueDart Express,TRK905727,2,2,120,SLA Met
SHP-45728,ORD-15728,BlueDart Express,TRK905728,4,5,60,SLA Breached
SHP-45729,ORD-15729,XpressBees Surface,TRK905729,3,3,150,SLA Met
SHP-45730,ORD-15730,Shadowfax Surface,TRK905730,2,2,60,SLA Met
SHP-45731,ORD-15731,Shadowfax Surface,TRK905731,5,5,150,SLA Met
SHP-45732,ORD-15732,Ecom Express,TRK905732,2,2,150,SLA Met
SHP-45734,ORD-15734,Ecom Express,TRK905734,2,2,120,SLA Met
SHP-45736,ORD-15736,Ecom Express,TRK905736,5,5,150,SLA Met
SHP-45737,ORD-15737,Delhivery Direct,TRK905737,5,5,180,SLA Met
SHP-45738,ORD-15738,Shadowfax Surface,TRK905738,5,5,120,SLA Met
SHP-45739,ORD-15739,Delhivery Direct,TRK905739,5,8,150,SLA Breached
SHP-45740,ORD-15740,Shadowfax Surface,TRK905740,4,4,120,SLA Met
SHP-45741,ORD-15741,Ecom Express,TRK905741,5,5,60,SLA Met
SHP-45742,ORD-15742,BlueDart Express,TRK905742,3,3,180,SLA Met
SHP-45743,ORD-15743,Delhivery Direct,TRK905743,3,7,150,SLA Breached
SHP-45744,ORD-15744,BlueDart Express,TRK905744,5,5,180,SLA Met
SHP-45745,ORD-15745,Ecom Express,TRK905745,5,5,60,SLA Met
SHP-45746,ORD-15746,BlueDart Express,TRK905746,4,4,60,SLA Met
SHP-45747,ORD-15747,BlueDart Express,TRK905747,4,4,180,SLA Met
SHP-45748,ORD-15748,Shadowfax Surface,TRK905748,5,5,180,SLA Met
SHP-45749,ORD-15749,Delhivery Direct,TRK905749,2,2,120,SLA Met
SHP-45750,ORD-15750,Delhivery Direct,TRK905750,5,5,150,SLA Met
SHP-45751,ORD-15751,Delhivery Direct,TRK905751,4,4,180,SLA Met
SHP-45752,ORD-15752,BlueDart Express,TRK905752,2,2,90,SLA Met
SHP-45753,ORD-15753,Ecom Express,TRK905753,5,5,180,SLA Met
