escrow_txn_id,reference_type,reference_id,buyer_id,seller_or_vendor_id,amount_inr,hold_date,release_date,status,milestone_trigger
ESC-35755,Order Purchase,ORD-15755,CUST-1755,STR-501,3499,2025-03-20,2025-03-20,Released,Delivery Audit Confirmed
ESC-35756,Order Purchase,ORD-15756,CUST-1756,STR-502,7497,2025-07-13,2025-07-13,Released,Delivery Audit Confirmed
ESC-35757,Order Purchase,ORD-15757,CUST-1757,STR-503,4497,2026-05-03,PENDING,Refunded,Delivery Audit Confirmed
ESC-35758,Order Purchase,ORD-15758,CUST-1758,STR-504,9996,2025-12-05,2025-12-05,Released,Delivery Audit Confirmed
ESC-35759,Order Purchase,ORD-15759,CUST-1759,STR-505,4998,2025-02-13,2025-02-13,Released,Delivery Audit Confirmed
ESC-35760,Order Purchase,ORD-15760,CUST-1760,STR-501,2997,2026-01-30,2026-01-30,Released,Delivery Audit Confirmed
ESC-35761,Order Purchase,ORD-15761,CUST-1761,STR-502,4497,2026-01-23,2026-01-23,Released,Delivery Audit Confirmed
ESC-35762,Order Purchase,ORD-15762,CUST-1762,STR-503,2997,2025-01-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-35763,Order Purchase,ORD-15763,CUST-1763,STR-504,9996,2026-03-28,2026-03-28,Released,Delivery Audit Confirmed
ESC-35764,Order Purchase,ORD-15764,CUST-1764,STR-505,1998,2025-02-14,2025-02-14,Released,Delivery Audit Confirmed
ESC-35765,Order Purchase,ORD-15765,CUST-1765,STR-501,2097,2026-02-06,2026-02-06,Released,Delivery Audit Confirmed
ESC-35766,Order Purchase,ORD-15766,CUST-1766,STR-502,1497,2025-02-22,2025-02-22,Released,Delivery Audit Confirmed
ESC-35767,Order Purchase,ORD-15767,CUST-1767,STR-503,2499,2025-10-30,PENDING,Held,Delivery Audit Confirmed
ESC-35768,Order Purchase,ORD-15768,CUST-1768,STR-504,1996,2025-02-16,2025-02-16,Released,Delivery Audit Confirmed
ESC-35769,Order Purchase,ORD-15769,CUST-1769,STR-505,3499,2025-09-02,2025-09-02,Released,Delivery Audit Confirmed
ESC-35770,Order Purchase,ORD-15770,CUST-1770,STR-501,1497,2025-06-22,2025-06-22,Released,Delivery Audit Confirmed
ESC-35771,Order Purchase,ORD-15771,CUST-1771,STR-502,2997,2025-09-12,2025-09-12,Released,Delivery Audit Confirmed
ESC-35772,Order Purchase,ORD-15772,CUST-1772,STR-503,2097,2025-01-21,2025-01-21,Released,Delivery Audit Confirmed
ESC-35773,Order Purchase,ORD-15773,CUST-1773,STR-504,999,2026-04-11,2026-04-11,Released,Delivery Audit Confirmed
ESC-35774,Order Purchase,ORD-15774,CUST-1774,STR-505,1996,2025-04-06,2025-04-06,Released,Delivery Audit Confirmed
ESC-35775,Order Purchase,ORD-15775,CUST-1775,STR-501,9996,2026-01-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-35776,Order Purchase,ORD-15776,CUST-1776,STR-502,699,2025-09-02,2025-09-02,Released,Delivery Audit Confirmed
ESC-35777,Order Purchase,ORD-15777,CUST-1777,STR-503,1499,2026-05-18,2026-05-18,Released,Delivery Audit Confirmed
ESC-35778,Order Purchase,ORD-15778,CUST-1778,STR-504,6998,2025-09-16,2025-09-16,Released,Delivery Audit Confirmed
ESC-35779,Order Purchase,ORD-15779,CUST-1779,STR-505,4497,2025-02-12,2025-02-12,Released,Delivery Audit Confirmed
ESC-35780,Order Purchase,ORD-15780,CUST-1780,STR-501,1398,2025-10-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-35781,Order Purchase,ORD-15781,CUST-1781,STR-502,6998,2025-08-13,2025-08-13,Released,Delivery Audit Confirmed
ESC-35782,Order Purchase,ORD-15782,CUST-1782,STR-503,4497,2025-05-20,2025-05-20,Released,Delivery Audit Confirmed
ESC-35783,Order Purchase,ORD-15783,CUST-1783,STR-504,10497,2025-12-29,2025-12-29,Released,Delivery Audit Confirmed
ESC-35784,Order Purchase,ORD-15784,CUST-1784,STR-505,3499,2026-06-04,2026-06-04,Released,Delivery Audit Confirmed
ESC-35785,Order Purchase,ORD-15785,CUST-1785,STR-501,2796,2025-04-23,2025-04-23,Released,Delivery Audit Confirmed
ESC-35786,Order Purchase,ORD-15786,CUST-1786,STR-502,4998,2026-05-20,2026-05-20,Released,Delivery Audit Confirmed
ESC-35787,Order Purchase,ORD-15787,CUST-1787,STR-503,499,2026-05-17,2026-05-17,Released,Delivery Audit Confirmed
ESC-35788,Order Purchase,ORD-15788,CUST-1788,STR-504,999,2026-03-26,2026-03-26,Released,Delivery Audit Confirmed
ESC-35789,Order Purchase,ORD-15789,CUST-1789,STR-505,4998,2025-10-07,2025-10-07,Released,Delivery Audit Confirmed
ESC-35790,Order Purchase,ORD-15790,CUST-1790,STR-501,1998,2025-07-12,2025-07-12,Released,Delivery Audit Confirmed
ESC-35791,Order Purchase,ORD-15791,CUST-1791,STR-502,10497,2025-07-27,2025-07-27,Released,Delivery Audit Confirmed
ESC-35792,Order Purchase,ORD-15792,CUST-1792,STR-503,499,2025-08-26,2025-08-26,Released,Delivery Audit Confirmed
ESC-35793,Order Purchase,ORD-15793,CUST-1793,STR-504,5996,2025-09-16,2025-09-16,Released,Delivery Audit Confirmed
ESC-35794,Order Purchase,ORD-15794,CUST-1794,STR-505,3499,2026-05-06,PENDING,Refunded,Delivery Audit Confirmed
ESC-35795,Order Purchase,ORD-15795,CUST-1795,STR-501,1497,2026-02-09,2026-02-09,Released,Delivery Audit Confirmed
ESC-35796,Order Purchase,ORD-15796,CUST-1796,STR-502,499,2025-12-10,2025-12-10,Released,Delivery Audit Confirmed
ESC-35797,Order Purchase,ORD-15797,CUST-1797,STR-503,3499,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-35798,Order Purchase,ORD-15798,CUST-1798,STR-504,1499,2025-06-29,2025-06-29,Released,Delivery Audit Confirmed
ESC-35799,Order Purchase,ORD-15799,CUST-1799,STR-505,1499,2026-02-28,2026-02-28,Released,Delivery Audit Confirmed
ESC-35800,Order Purchase,ORD-15800,CUST-1800,STR-501,9996,2026-06-06,2026-06-06,Released,Delivery Audit Confirmed
ESC-35801,Order Purchase,ORD-15801,CUST-1801,STR-502,4998,2025-03-24,2025-03-24,Released,Delivery Audit Confirmed
ESC-35802,Order Purchase,ORD-15802,CUST-1802,STR-503,1398,2025-07-14,2025-07-14,Released,Delivery Audit Confirmed
ESC-35803,Order Purchase,ORD-15803,CUST-1803,STR-504,6998,2025-10-24,2025-10-24,Released,Delivery Audit Confirmed
ESC-35804,Order Purchase,ORD-15804,CUST-1804,STR-505,1398,2025-01-14,2025-01-14,Released,Delivery Audit Confirmed
ESC-35805,Order Purchase,ORD-15805,CUST-1805,STR-501,5996,2025-03-14,PENDING,Refunded,Delivery Audit Confirmed
ESC-35806,Order Purchase,ORD-15806,CUST-1806,STR-502,3996,2025-10-28,2025-10-28,Released,Delivery Audit Confirmed
ESC-35807,Order Purchase,ORD-15807,CUST-1807,STR-503,9996,2026-04-29,2026-04-29,Released,Delivery Audit Confirmed
ESC-35808,Order Purchase,ORD-15808,CUST-1808,STR-504,1398,2026-04-12,2026-04-12,Released,Delivery Audit Confirmed
ESC-35809,Order Purchase,ORD-15809,CUST-1809,STR-505,2796,2025-03-24,2025-03-24,Released,Delivery Audit Confirmed
ESC-35810,Order Purchase,ORD-15810,CUST-1810,STR-501,998,2025-01-22,2025-01-22,Released,Delivery Audit Confirmed
ESC-35811,Order Purchase,ORD-15811,CUST-1811,STR-502,1996,2026-05-30,2026-05-30,Released,Delivery Audit Confirmed
ESC-35812,Order Purchase,ORD-15812,CUST-1812,STR-503,6998,2025-03-29,2025-03-29,Released,Delivery Audit Confirmed
ESC-35813,Order Purchase,ORD-15813,CUST-1813,STR-504,499,2025-05-10,2025-05-10,Released,Delivery Audit Confirmed
ESC-35814,Order Purchase,ORD-15814,CUST-1814,STR-505,13996,2026-05-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-35815,Order Purchase,ORD-15815,CUST-1815,STR-501,5996,2026-03-25,PENDING,Refunded,Delivery Audit Confirmed
ESC-35816,Order Purchase,ORD-15816,CUST-1816,STR-502,2097,2025-07-25,2025-07-25,Released,Delivery Audit Confirmed
ESC-35817,Order Purchase,ORD-15817,CUST-1817,STR-503,13996,2026-04-30,2026-04-30,Released,Delivery Audit Confirmed
ESC-35818,Order Purchase,ORD-15818,CUST-1818,STR-504,3996,2025-07-20,2025-07-20,Released,Delivery Audit Confirmed
ESC-35819,Order Purchase,ORD-15819,CUST-1819,STR-505,998,2025-10-07,2025-10-07,Released,Delivery Audit Confirmed
ESC-35820,Order Purchase,ORD-15820,CUST-1820,STR-501,1499,2025-01-10,PENDING,Refunded,Delivery Audit Confirmed
ESC-35821,Order Purchase,ORD-15821,CUST-1821,STR-502,1398,2026-05-12,PENDING,Held,Delivery Audit Confirmed
ESC-35822,Order Purchase,ORD-15822,CUST-1822,STR-503,7497,2025-11-20,2025-11-20,Released,Delivery Audit Confirmed
ESC-35823,Order Purchase,ORD-15823,CUST-1823,STR-504,499,2025-02-03,PENDING,Held,Delivery Audit Confirmed
ESC-35824,Order Purchase,ORD-15824,CUST-1824,STR-505,2796,2025-08-26,PENDING,Refunded,Delivery Audit Confirmed
ESC-35825,Order Purchase,ORD-15825,CUST-1825,STR-501,3996,2025-10-26,2025-10-26,Released,Delivery Audit Confirmed
ESC-35826,Order Purchase,ORD-15826,CUST-1826,STR-502,1398,2025-05-05,2025-05-05,Released,Delivery Audit Confirmed
ESC-35827,Order Purchase,ORD-15827,CUST-1827,STR-503,3499,2026-03-25,2026-03-25,Released,Delivery Audit Confirmed
ESC-35828,Order Purchase,ORD-15828,CUST-1828,STR-504,1998,2025-05-08,2025-05-08,Released,Delivery Audit Confirmed
ESC-35829,Order Purchase,ORD-15829,CUST-1829,STR-505,699,2026-06-09,2026-06-09,Released,Delivery Audit Confirmed
ESC-35830,Order Purchase,ORD-15830,CUST-1830,STR-501,2998,2026-03-19,2026-03-19,Released,Delivery Audit Confirmed
ESC-35831,Order Purchase,ORD-15831,CUST-1831,STR-502,1996,2025-04-16,2025-04-16,Released,Delivery Audit Confirmed
ESC-35832,Order Purchase,ORD-15832,CUST-1832,STR-503,5996,2025-11-30,2025-11-30,Released,Delivery Audit Confirmed
ESC-35833,Order Purchase,ORD-15833,CUST-1833,STR-504,4998,2026-01-12,PENDING,Held,Delivery Audit Confirmed
ESC-35834,Order Purchase,ORD-15834,CUST-1834,STR-505,1998,2025-10-12,2025-10-12,Released,Delivery Audit Confirmed
ESC-35835,Order Purchase,ORD-15835,CUST-1835,STR-501,998,2025-10-29,2025-10-29,Released,Delivery Audit Confirmed
ESC-35836,Order Purchase,ORD-15836,CUST-1836,STR-502,699,2025-09-11,2025-09-11,Released,Delivery Audit Confirmed
ESC-35837,Order Purchase,ORD-15837,CUST-1837,STR-503,1998,2025-10-22,2025-10-22,Released,Delivery Audit Confirmed
ESC-35838,Order Purchase,ORD-15838,CUST-1838,STR-504,5996,2026-05-02,2026-05-02,Released,Delivery Audit Confirmed
ESC-35839,Order Purchase,ORD-15839,CUST-1839,STR-505,6998,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-35840,Order Purchase,ORD-15840,CUST-1840,STR-501,3499,2025-02-19,2025-02-19,Released,Delivery Audit Confirmed
ESC-35841,Order Purchase,ORD-15841,CUST-1841,STR-502,1497,2025-07-19,PENDING,Held,Delivery Audit Confirmed
ESC-35842,Order Purchase,ORD-15842,CUST-1842,STR-503,1499,2025-12-13,2025-12-13,Released,Delivery Audit Confirmed
ESC-35843,Order Purchase,ORD-15843,CUST-1843,STR-504,2997,2026-01-29,2026-01-29,Released,Delivery Audit Confirmed
ESC-35844,Order Purchase,ORD-15844,CUST-1844,STR-505,13996,2025-02-25,2025-02-25,Released,Delivery Audit Confirmed
ESC-35845,Order Purchase,ORD-15845,CUST-1845,STR-501,1497,2025-02-03,2025-02-03,Released,Delivery Audit Confirmed
ESC-35846,Order Purchase,ORD-15846,CUST-1846,STR-502,1996,2025-09-14,2025-09-14,Released,Delivery Audit Confirmed
ESC-35847,Order Purchase,ORD-15847,CUST-1847,STR-503,4998,2025-05-03,PENDING,Refunded,Delivery Audit Confirmed
ESC-35848,Order Purchase,ORD-15848,CUST-1848,STR-504,2997,2025-01-07,2025-01-07,Released,Delivery Audit Confirmed
ESC-35849,Order Purchase,ORD-15849,CUST-1849,STR-505,4998,2026-05-02,2026-05-02,Released,Delivery Audit Confirmed
ESC-35850,Order Purchase,ORD-15850,CUST-1850,STR-501,1996,2025-07-18,2025-07-18,Released,Delivery Audit Confirmed
ESC-35851,Order Purchase,ORD-15851,CUST-1851,STR-502,1996,2025-02-27,2025-02-27,Released,Delivery Audit Confirmed
ESC-35852,Order Purchase,ORD-15852,CUST-1852,STR-503,9996,2026-04-27,2026-04-27,Released,Delivery Audit Confirmed
ESC-35853,Order Purchase,ORD-15853,CUST-1853,STR-504,5996,2025-04-03,2025-04-03,Released,Delivery Audit Confirmed
ESC-35854,Order Purchase,ORD-15854,CUST-1854,STR-505,499,2026-01-29,2026-01-29,Released,Delivery Audit Confirmed
ESC-35855,Order Purchase,ORD-15855,CUST-1855,STR-501,2997,2025-10-13,2025-10-13,Released,Delivery Audit Confirmed
ESC-35856,Order Purchase,ORD-15856,CUST-1856,STR-502,4998,2026-01-08,2026-01-08,Released,Delivery Audit Confirmed
ESC-35857,Order Purchase,ORD-15857,CUST-1857,STR-503,3996,2025-11-29,2025-11-29,Released,Delivery Audit Confirmed
ESC-35858,Order Purchase,ORD-15858,CUST-1858,STR-504,699,2025-02-09,2025-02-09,Released,Delivery Audit Confirmed
ESC-35859,Order Purchase,ORD-15859,CUST-1859,STR-505,998,2025-03-22,2025-03-22,Released,Delivery Audit Confirmed
ESC-35860,Order Purchase,ORD-15860,CUST-1860,STR-501,999,2025-11-27,2025-11-27,Released,Delivery Audit Confirmed
ESC-35861,Order Purchase,ORD-15861,CUST-1861,STR-502,2997,2025-07-13,2025-07-13,Released,Delivery Audit Confirmed
ESC-35862,Order Purchase,ORD-15862,CUST-1862,STR-503,3996,2026-01-19,2026-01-19,Released,Delivery Audit Confirmed
ESC-35863,Order Purchase,ORD-15863,CUST-1863,STR-504,9996,2025-06-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-35864,Order Purchase,ORD-15864,CUST-1864,STR-505,13996,2026-04-23,2026-04-23,Released,Delivery Audit Confirmed
ESC-35865,Order Purchase,ORD-15865,CUST-1865,STR-501,699,2025-01-30,PENDING,Held,Delivery Audit Confirmed
ESC-35866,Order Purchase,ORD-15866,CUST-1866,STR-502,1996,2025-06-19,2025-06-19,Released,Delivery Audit Confirmed
ESC-35867,Order Purchase,ORD-15867,CUST-1867,STR-503,7497,2025-02-22,2025-02-22,Released,Delivery Audit Confirmed
ESC-35868,Order Purchase,ORD-15868,CUST-1868,STR-504,9996,2025-07-06,2025-07-06,Released,Delivery Audit Confirmed
ESC-35869,Order Purchase,ORD-15869,CUST-1869,STR-505,13996,2025-11-14,2025-11-14,Released,Delivery Audit Confirmed
ESC-35870,Order Purchase,ORD-15870,CUST-1870,STR-501,2796,2025-05-26,PENDING,Refunded,Delivery Audit Confirmed
ESC-35871,Order Purchase,ORD-15871,CUST-1871,STR-502,4998,2026-01-16,2026-01-16,Released,Delivery Audit Confirmed
ESC-35872,Order Purchase,ORD-15872,CUST-1872,STR-503,4497,2025-07-03,2025-07-03,Released,Delivery Audit Confirmed
ESC-35873,Order Purchase,ORD-15873,CUST-1873,STR-504,699,2026-05-14,2026-05-14,Released,Delivery Audit Confirmed
ESC-35874,Order Purchase,ORD-15874,CUST-1874,STR-505,1998,2025-09-30,2025-09-30,Released,Delivery Audit Confirmed
ESC-35875,Order Purchase,ORD-15875,CUST-1875,STR-501,1996,2025-05-21,2025-05-21,Released,Delivery Audit Confirmed
ESC-35876,Order Purchase,ORD-15876,CUST-1876,STR-502,1497,2025-02-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-35877,Order Purchase,ORD-15877,CUST-1877,STR-503,4497,2025-04-03,2025-04-03,Released,Delivery Audit Confirmed
ESC-35878,Order Purchase,ORD-15878,CUST-1878,STR-504,4998,2026-06-09,2026-06-09,Released,Delivery Audit Confirmed
ESC-35879,Order Purchase,ORD-15879,CUST-1879,STR-505,4998,2025-12-17,2025-12-17,Released,Delivery Audit Confirmed
ESC-35880,Order Purchase,ORD-15880,CUST-1880,STR-501,998,2025-03-09,PENDING,Held,Delivery Audit Confirmed
ESC-35881,Order Purchase,ORD-15881,CUST-1881,STR-502,7497,2026-04-08,2026-04-08,Released,Delivery Audit Confirmed
ESC-35882,Order Purchase,ORD-15882,CUST-1882,STR-503,2097,2026-01-23,PENDING,Held,Delivery Audit Confirmed
ESC-35883,Order Purchase,ORD-15883,CUST-1883,STR-504,699,2026-06-11,2026-06-11,Released,Delivery Audit Confirmed
ESC-35884,Order Purchase,ORD-15884,CUST-1884,STR-505,7497,2025-03-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-35885,Order Purchase,ORD-15885,CUST-1885,STR-501,499,2025-07-02,2025-07-02,Released,Delivery Audit Confirmed
ESC-35886,Order Purchase,ORD-15886,CUST-1886,STR-502,1398,2026-05-13,2026-05-13,Released,Delivery Audit Confirmed
ESC-35887,Order Purchase,ORD-15887,CUST-1887,STR-503,499,2025-04-28,PENDING,Refunded,Delivery Audit Confirmed
ESC-35888,Order Purchase,ORD-15888,CUST-1888,STR-504,3996,2026-06-16,2026-06-16,Released,Delivery Audit Confirmed
ESC-35889,Order Purchase,ORD-15889,CUST-1889,STR-505,10497,2025-01-19,2025-01-19,Released,Delivery Audit Confirmed
ESC-35890,Order Purchase,ORD-15890,CUST-1890,STR-501,2998,2025-10-14,2025-10-14,Released,Delivery Audit Confirmed
ESC-35891,Order Purchase,ORD-15891,CUST-1891,STR-502,6998,2026-04-14,2026-04-14,Released,Delivery Audit Confirmed
ESC-35892,Order Purchase,ORD-15892,CUST-1892,STR-503,9996,2026-03-15,PENDING,Held,Delivery Audit Confirmed
ESC-35893,Order Purchase,ORD-15893,CUST-1893,STR-504,998,2026-01-14,2026-01-14,Released,Delivery Audit Confirmed
ESC-35894,Order Purchase,ORD-15894,CUST-1894,STR-505,4497,2025-05-29,2025-05-29,Released,Delivery Audit Confirmed
ESC-35895,Order Purchase,ORD-15895,CUST-1895,STR-501,5996,2026-04-25,2026-04-25,Released,Delivery Audit Confirmed
ESC-35896,Order Purchase,ORD-15896,CUST-1896,STR-502,998,2025-02-20,2025-02-20,Released,Delivery Audit Confirmed
ESC-35897,Order Purchase,ORD-15897,CUST-1897,STR-503,2499,2025-11-26,2025-11-26,Released,Delivery Audit Confirmed
ESC-35898,Order Purchase,ORD-15898,CUST-1898,STR-504,3996,2025-09-29,2025-09-29,Released,Delivery Audit Confirmed
ESC-35899,Order Purchase,ORD-15899,CUST-1899,STR-505,1998,2026-05-04,PENDING,Held,Delivery Audit Confirmed
ESC-35900,Order Purchase,ORD-15900,CUST-1900,STR-501,7497,2025-01-30,2025-01-30,Released,Delivery Audit Confirmed
ESC-35901,Order Purchase,ORD-15901,CUST-1901,STR-502,2499,2025-03-18,2025-03-18,Released,Delivery Audit Confirmed
ESC-35902,Order Purchase,ORD-15902,CUST-1902,STR-503,6998,2026-06-20,2026-06-20,Released,Delivery Audit Confirmed
ESC-35903,Order Purchase,ORD-15903,CUST-1903,STR-504,499,2025-01-27,2025-01-27,Released,Delivery Audit Confirmed
ESC-35904,Order Purchase,ORD-15904,CUST-1904,STR-505,7497,2025-08-24,2025-08-24,Released,Delivery Audit Confirmed
ESC-35905,Order Purchase,ORD-15905,CUST-1905,STR-501,9996,2025-09-13,2025-09-13,Released,Delivery Audit Confirmed
ESC-35906,Order Purchase,ORD-15906,CUST-1906,STR-502,2998,2025-01-10,2025-01-10,Released,Delivery Audit Confirmed
ESC-35907,Order Purchase,ORD-15907,CUST-1907,STR-503,999,2025-12-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-35908,Order Purchase,ORD-15908,CUST-1908,STR-504,2998,2025-08-20,2025-08-20,Released,Delivery Audit Confirmed
ESC-35909,Order Purchase,ORD-15909,CUST-1909,STR-505,2997,2025-11-07,PENDING,Held,Delivery Audit Confirmed
ESC-35910,Order Purchase,ORD-15910,CUST-1910,STR-501,3996,2025-05-20,2025-05-20,Released,Delivery Audit Confirmed
ESC-35911,Order Purchase,ORD-15911,CUST-1911,STR-502,1998,2026-06-20,2026-06-20,Released,Delivery Audit Confirmed
ESC-35912,Order Purchase,ORD-15912,CUST-1912,STR-503,2997,2025-07-27,2025-07-27,Released,Delivery Audit Confirmed
ESC-35913,Order Purchase,ORD-15913,CUST-1913,STR-504,7497,2026-02-27,2026-02-27,Released,Delivery Audit Confirmed
ESC-35914,Order Purchase,ORD-15914,CUST-1914,STR-505,6998,2025-12-05,PENDING,Held,Delivery Audit Confirmed
ESC-35915,Order Purchase,ORD-15915,CUST-1915,STR-501,1398,2025-06-02,2025-06-02,Released,Delivery Audit Confirmed
ESC-35916,Order Purchase,ORD-15916,CUST-1916,STR-502,499,2026-03-27,PENDING,Held,Delivery Audit Confirmed
ESC-35917,Order Purchase,ORD-15917,CUST-1917,STR-503,499,2025-11-13,2025-11-13,Released,Delivery Audit Confirmed
ESC-35918,Order Purchase,ORD-15918,CUST-1918,STR-504,4998,2025-09-24,2025-09-24,Released,Delivery Audit Confirmed
ESC-35919,Order Purchase,ORD-15919,CUST-1919,STR-505,13996,2025-04-25,2025-04-25,Released,Delivery Audit Confirmed
ESC-35920,Order Purchase,ORD-15920,CUST-1920,STR-501,1998,2025-03-07,2025-03-07,Released,Delivery Audit Confirmed
ESC-35921,Order Purchase,ORD-15921,CUST-1921,STR-502,9996,2026-04-29,2026-04-29,Released,Delivery Audit Confirmed
ESC-35922,Order Purchase,ORD-15922,CUST-1922,STR-503,998,2025-05-01,2025-05-01,Released,Delivery Audit Confirmed
ESC-35923,Order Purchase,ORD-15923,CUST-1923,STR-504,4497,2026-02-19,2026-02-19,Released,Delivery Audit Confirmed
ESC-35924,Order Purchase,ORD-15924,CUST-1924,STR-505,2796,2026-01-10,2026-01-10,Released,Delivery Audit Confirmed
ESC-35925,Order Purchase,ORD-15925,CUST-1925,STR-501,1998,2025-08-09,2025-08-09,Released,Delivery Audit Confirmed
ESC-35926,Order Purchase,ORD-15926,CUST-1926,STR-502,699,2025-10-25,PENDING,Held,Delivery Audit Confirmed
ESC-35927,Order Purchase,ORD-15927,CUST-1927,STR-503,1398,2025-07-27,2025-07-27,Released,Delivery Audit Confirmed
ESC-35928,Order Purchase,ORD-15928,CUST-1928,STR-504,4497,2026-03-17,2026-03-17,Released,Delivery Audit Confirmed
ESC-35929,Order Purchase,ORD-15929,CUST-1929,STR-505,9996,2025-02-16,2025-02-16,Released,Delivery Audit Confirmed
ESC-35930,Order Purchase,ORD-15930,CUST-1930,STR-501,999,2025-01-23,2025-01-23,Released,Delivery Audit Confirmed
ESC-35931,Order Purchase,ORD-15931,CUST-1931,STR-502,3996,2026-01-03,2026-01-03,Released,Delivery Audit Confirmed
ESC-35932,Order Purchase,ORD-15932,CUST-1932,STR-503,999,2025-03-26,2025-03-26,Released,Delivery Audit Confirmed
ESC-35933,Order Purchase,ORD-15933,CUST-1933,STR-504,1398,2026-02-12,2026-02-12,Released,Delivery Audit Confirmed
ESC-35934,Order Purchase,ORD-15934,CUST-1934,STR-505,9996,2026-06-03,2026-06-03,Released,Delivery Audit Confirmed
ESC-35935,Order Purchase,ORD-15935,CUST-1935,STR-501,5996,2025-01-27,2025-01-27,Released,Delivery Audit Confirmed
ESC-35936,Order Purchase,ORD-15936,CUST-1936,STR-502,9996,2026-03-27,2026-03-27,Released,Delivery Audit Confirmed
ESC-35937,Order Purchase,ORD-15937,CUST-1937,STR-503,9996,2025-04-07,2025-04-07,Released,Delivery Audit Confirmed
ESC-35938,Order Purchase,ORD-15938,CUST-1938,STR-504,2796,2026-05-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-35939,Order Purchase,ORD-15939,CUST-1939,STR-505,2499,2025-05-24,2025-05-24,Released,Delivery Audit Confirmed
ESC-35940,Order Purchase,ORD-15940,CUST-1940,STR-501,5996,2026-04-15,2026-04-15,Released,Delivery Audit Confirmed
ESC-35941,Order Purchase,ORD-15941,CUST-1941,STR-502,2097,2025-09-16,2025-09-16,Released,Delivery Audit Confirmed
ESC-35942,Order Purchase,ORD-15942,CUST-1942,STR-503,2997,2026-05-28,PENDING,Refunded,Delivery Audit Confirmed
ESC-35943,Order Purchase,ORD-15943,CUST-1943,STR-504,9996,2026-02-22,2026-02-22,Released,Delivery Audit Confirmed
ESC-35944,Order Purchase,ORD-15944,CUST-1944,STR-505,5996,2025-09-30,2025-09-30,Released,Delivery Audit Confirmed
ESC-35945,Order Purchase,ORD-15945,CUST-1945,STR-501,7497,2025-04-11,2025-04-11,Released,Delivery Audit Confirmed
ESC-35946,Order Purchase,ORD-15946,CUST-1946,STR-502,2998,2026-05-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-35947,Order Purchase,ORD-15947,CUST-1947,STR-503,6998,2025-11-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-35948,Order Purchase,ORD-15948,CUST-1948,STR-504,4497,2025-06-04,2025-06-04,Released,Delivery Audit Confirmed
ESC-35949,Order Purchase,ORD-15949,CUST-1949,STR-505,1398,2026-03-15,PENDING,Refunded,Delivery Audit Confirmed
ESC-35950,Order Purchase,ORD-15950,CUST-1950,STR-501,499,2026-04-06,PENDING,Held,Delivery Audit Confirmed
ESC-35951,Order Purchase,ORD-15951,CUST-1951,STR-502,1499,2025-10-02,2025-10-02,Released,Delivery Audit Confirmed
ESC-35952,Order Purchase,ORD-15952,CUST-1952,STR-503,5996,2026-02-20,2026-02-20,Released,Delivery Audit Confirmed
ESC-35953,Order Purchase,ORD-15953,CUST-1953,STR-504,3499,2025-11-11,2025-11-11,Released,Delivery Audit Confirmed
ESC-35954,Order Purchase,ORD-15954,CUST-1954,STR-505,5996,2025-03-23,2025-03-23,Released,Delivery Audit Confirmed
ESC-35955,Order Purchase,ORD-15955,CUST-1955,STR-501,6998,2025-11-07,2025-11-07,Released,Delivery Audit Confirmed
ESC-35956,Order Purchase,ORD-15956,CUST-1956,STR-502,9996,2025-09-24,PENDING,Held,Delivery Audit Confirmed
ESC-35957,Order Purchase,ORD-15957,CUST-1957,STR-503,6998,2025-07-28,2025-07-28,Released,Delivery Audit Confirmed
ESC-35958,Order Purchase,ORD-15958,CUST-1958,STR-504,2097,2025-11-27,2025-11-27,Released,Delivery Audit Confirmed
ESC-35959,Order Purchase,ORD-15959,CUST-1959,STR-505,13996,2026-05-09,PENDING,Held,Delivery Audit Confirmed
ESC-35960,Order Purchase,ORD-15960,CUST-1960,STR-501,7497,2025-12-10,2025-12-10,Released,Delivery Audit Confirmed
ESC-35961,Order Purchase,ORD-15961,CUST-1961,STR-502,3499,2026-04-28,2026-04-28,Released,Delivery Audit Confirmed
ESC-35962,Order Purchase,ORD-15962,CUST-1962,STR-503,7497,2026-04-06,2026-04-06,Released,Delivery Audit Confirmed
ESC-35963,Order Purchase,ORD-15963,CUST-1963,STR-504,13996,2025-01-24,2025-01-24,Released,Delivery Audit Confirmed
ESC-35964,Order Purchase,ORD-15964,CUST-1964,STR-505,3996,2026-04-10,2026-04-10,Released,Delivery Audit Confirmed
ESC-35965,Order Purchase,ORD-15965,CUST-1965,STR-501,3996,2025-11-08,2025-11-08,Released,Delivery Audit Confirmed
ESC-35966,Order Purchase,ORD-15966,CUST-1966,STR-502,10497,2025-07-20,2025-07-20,Released,Delivery Audit Confirmed
