logistics_id,order_id,carrier_name,dispatch_date,estimated_days,actual_days,shipping_cost_inr,delivery_status
LOG-7672,ORD-6332,XpressBees,2025-03-14,4,7,712.43,Delayed
LOG-7673,ORD-6124,Ecom Express,2025-06-11,2,2,487.94,Yes
LOG-7674,ORD-5469,XpressBees,2025-08-04,2,2,694.34,Yes
LOG-7675,ORD-7128,Delhivery Surface,2025-05-01,5,7,434.44,Delayed
LOG-7676,ORD-5845,XpressBees,2025-09-08,3,5,665.84,Delayed
LOG-7677,ORD-5789,Delhivery Surface,2025-05-04,6,5,82.45,Yes
LOG-7678,ORD-5965,Shadowfax B2B,2025-05-11,5,6,418.03,Yes
LOG-7679,ORD-6693,Shadowfax B2B,2025-05-21,6,8,569.26,Delayed
LOG-7680,ORD-6089,BlueDart Express,2025-07-21,3,5,589.04,Delayed
LOG-7681,ORD-5534,BlueDart Express,2025-07-24,3,2,375.58,Yes
LOG-7682,ORD-6414,Delhivery Surface,2025-10-22,5,7,335.75,Delayed
LOG-7683,ORD-5500,Ecom Express,2025-07-03,6,7,63.36,Yes
LOG-7684,ORD-5424,BlueDart Express,2025-05-18,4,3,315.21,Yes
LOG-7685,ORD-5731,XpressBees,2025-02-27,4,4,545.1,Yes
LOG-7686,ORD-5281,BlueDart Express,2025-08-01,6,8,141.6,Delayed
LOG-7687,ORD-6258,Shadowfax B2B,2025-01-16,3,5,112.53,Delayed
LOG-7688,ORD-7116,XpressBees,2025-03-27,5,4,600.06,Yes
LOG-7689,ORD-6400,Ecom Express,2025-11-19,4,6,730.23,Delayed
LOG-7690,ORD-6058,Delhivery Surface,2025-07-23,6,6,322.04,Yes
LOG-7691,ORD-6047,Delhivery Surface,2025-09-13,5,4,742.16,Yes
LOG-7692,ORD-5112,Delhivery Surface,2025-05-29,4,5,253.76,Yes
LOG-7693,ORD-6385,XpressBees,2025-07-01,5,7,79.78,Delayed
LOG-7694,ORD-5946,BlueDart Express,2025-02-14,2,5,719.14,Delayed
LOG-7695,ORD-5564,Delhivery Surface,2025-09-12,3,3,728.39,Yes
LOG-7696,ORD-6542,XpressBees,2025-08-30,4,4,536.42,Yes
LOG-7697,ORD-6823,Delhivery Surface,2025-07-19,6,6,429.2,Yes
LOG-7698,ORD-5227,XpressBees,2025-06-16,5,4,736.09,Yes
LOG-7699,ORD-7399,Delhivery Surface,2025-05-13,2,5,455.77,Delayed
LOG-7700,ORD-6665,Ecom Express,2025-01-17,6,5,108.05,Yes
LOG-7701,ORD-6687,Ecom Express,2025-01-10,3,4,623.21,Yes
LOG-7702,ORD-6032,XpressBees,2025-05-20,3,5,620.94,Delayed
LOG-7703,ORD-5139,BlueDart Express,2025-08-04,3,5,700.29,Delayed
LOG-7704,ORD-6355,XpressBees,2025-06-21,2,3,619.8,Yes
LOG-7705,ORD-7433,Ecom Express,2025-05-11,4,7,576.7,Delayed
LOG-7706,ORD-6753,XpressBees,2025-06-18,4,4,636.36,Yes
LOG-7707,ORD-6950,Ecom Express,2025-08-11,3,5,296.53,Delayed
LOG-7708,ORD-7051,BlueDart Express,2025-01-07,2,4,727.12,Delayed
LOG-7709,ORD-5274,Shadowfax B2B,2025-04-15,4,5,378.06,Yes
LOG-7710,ORD-6166,Ecom Express,2025-10-27,3,3,276.0,Yes
LOG-7711,ORD-5482,Shadowfax B2B,2025-04-19,6,6,628.09,Yes
LOG-7712,ORD-6731,Ecom Express,2025-09-21,6,8,555.72,Delayed
LOG-7713,ORD-5190,BlueDart Express,2025-02-16,5,4,380.94,Yes
LOG-7714,ORD-5424,Delhivery Surface,2025-12-16,6,7,499.02,Yes
LOG-7715,ORD-6384,Shadowfax B2B,2025-07-27,2,2,88.26,Yes
LOG-7716,ORD-6109,XpressBees,2025-06-04,6,7,122.0,Yes
LOG-7717,ORD-6182,Delhivery Surface,2025-11-17,3,4,552.41,Yes
LOG-7718,ORD-5614,XpressBees,2025-04-14,3,5,176.6,Delayed
LOG-7719,ORD-7191,Shadowfax B2B,2025-07-03,5,7,455.91,Delayed
LOG-7720,ORD-7273,BlueDart Express,2025-12-04,3,2,693.63,Yes
LOG-7721,ORD-6699,Ecom Express,2025-07-13,4,6,715.9,Delayed
LOG-7722,ORD-6935,BlueDart Express,2025-02-12,4,7,446.65,Delayed
LOG-7723,ORD-5266,XpressBees,2025-08-28,2,5,605.37,Delayed
LOG-7724,ORD-6138,BlueDart Express,2025-01-02,5,8,143.37,Delayed
LOG-7725,ORD-6707,BlueDart Express,2025-02-08,4,6,237.88,Delayed
LOG-7726,ORD-6564,BlueDart Express,2025-02-22,6,9,226.37,Delayed
LOG-7727,ORD-7362,Shadowfax B2B,2025-07-05,4,4,564.7,Yes
LOG-7728,ORD-6237,Shadowfax B2B,2025-04-19,6,9,652.01,Delayed
LOG-7729,ORD-6379,Delhivery Surface,2025-05-04,5,7,729.64,Delayed
LOG-7730,ORD-7292,Shadowfax B2B,2025-08-23,2,1,383.44,Yes
LOG-7731,ORD-7296,BlueDart Express,2025-11-20,3,4,227.15,Yes
LOG-7732,ORD-6370,BlueDart Express,2025-03-22,2,5,631.54,Delayed
LOG-7733,ORD-7256,Delhivery Surface,2025-03-26,5,7,454.51,Delayed
LOG-7734,ORD-7399,BlueDart Express,2025-11-11,5,7,344.23,Delayed
LOG-7735,ORD-5080,Delhivery Surface,2025-10-05,5,6,688.29,Yes
LOG-7736,ORD-5833,XpressBees,2025-04-21,6,7,376.97,Yes
LOG-7737,ORD-6679,Ecom Express,2025-07-26,6,6,732.81,Yes
LOG-7738,ORD-5005,BlueDart Express,2025-04-07,5,4,634.06,Yes
LOG-7739,ORD-7432,BlueDart Express,2025-08-17,2,2,396.32,Yes
LOG-7740,ORD-5249,XpressBees,2025-11-20,6,8,694.14,Delayed
LOG-7741,ORD-6781,XpressBees,2025-04-26,3,2,404.11,Yes
LOG-7742,ORD-5144,XpressBees,2025-09-21,3,4,408.18,Yes
LOG-7743,ORD-7433,Delhivery Surface,2025-12-11,5,7,558.55,Delayed
LOG-7744,ORD-7216,Shadowfax B2B,2025-07-29,3,6,342.79,Delayed
LOG-7745,ORD-5243,Shadowfax B2B,2025-05-27,4,5,332.53,Yes
LOG-7746,ORD-6809,Delhivery Surface,2025-08-07,5,7,308.71,Delayed
LOG-7747,ORD-6132,BlueDart Express,2025-11-03,6,6,406.48,Yes
LOG-7748,ORD-6830,XpressBees,2025-05-19,5,7,458.4,Delayed
LOG-7749,ORD-5015,BlueDart Express,2025-04-10,4,5,587.65,Yes
LOG-7750,ORD-5611,BlueDart Express,2025-04-06,5,5,334.07,Yes
LOG-7751,ORD-5925,BlueDart Express,2025-04-21,3,5,517.68,Delayed
LOG-7752,ORD-6048,Ecom Express,2025-03-29,4,6,213.65,Delayed
LOG-7753,ORD-5042,XpressBees,2025-01-17,5,6,595.14,Yes
LOG-7754,ORD-5161,Shadowfax B2B,2025-04-27,4,3,358.55,Yes
LOG-7755,ORD-6405,Delhivery Surface,2025-11-28,3,4,380.84,Yes
LOG-7756,ORD-6961,Ecom Express,2025-03-04,3,4,548.58,Yes
LOG-7757,ORD-5820,Shadowfax B2B,2025-11-21,6,9,738.58,Delayed
LOG-7758,ORD-5254,Ecom Express,2025-04-18,5,7,474.33,Delayed
LOG-7759,ORD-5856,Delhivery Surface,2025-03-11,5,7,219.08,Delayed
LOG-7760,ORD-6057,Delhivery Surface,2025-03-18,6,7,541.03,Yes
LOG-7761,ORD-5653,XpressBees,2025-04-29,5,5,677.69,Yes
LOG-7762,ORD-5898,Shadowfax B2B,2025-12-12,3,3,292.54,Yes
LOG-7763,ORD-7375,Delhivery Surface,2025-02-22,2,2,618.84,Yes
LOG-7764,ORD-6932,BlueDart Express,2025-01-04,6,9,275.41,Delayed
LOG-7765,ORD-5851,Ecom Express,2025-01-18,3,5,67.69,Delayed
LOG-7766,ORD-5810,Delhivery Surface,2025-04-30,3,2,496.26,Yes
LOG-7767,ORD-7202,XpressBees,2025-04-18,6,7,313.32,Yes
LOG-7768,ORD-5338,Delhivery Surface,2025-07-04,5,8,491.9,Delayed
LOG-7769,ORD-5052,Ecom Express,2025-08-26,3,5,129.71,Delayed
LOG-7770,ORD-7146,Ecom Express,2025-12-13,2,4,715.14,Delayed
LOG-7771,ORD-7341,Shadowfax B2B,2025-10-04,2,4,264.1,Delayed
LOG-7772,ORD-6461,Ecom Express,2025-06-04,3,2,313.68,Yes
LOG-7773,ORD-7210,Delhivery Surface,2025-08-26,6,6,360.2,Yes
LOG-7774,ORD-5124,Ecom Express,2025-04-16,3,5,196.77,Delayed
LOG-7775,ORD-7468,Shadowfax B2B,2025-09-25,6,7,485.55,Yes
LOG-7776,ORD-6078,Delhivery Surface,2025-09-27,6,6,498.6,Yes
LOG-7777,ORD-7344,BlueDart Express,2025-04-24,6,8,483.39,Delayed
LOG-7778,ORD-7488,Shadowfax B2B,2025-12-13,6,6,527.63,Yes
LOG-7779,ORD-5329,Ecom Express,2025-01-12,3,3,125.28,Yes
LOG-7780,ORD-7089,Ecom Express,2025-10-25,5,6,610.53,Yes
LOG-7781,ORD-5331,BlueDart Express,2025-03-07,4,3,333.32,Yes
LOG-7782,ORD-6780,XpressBees,2025-07-27,2,4,505.9,Delayed
LOG-7783,ORD-5915,Ecom Express,2025-09-11,5,7,124.6,Delayed
LOG-7784,ORD-6220,XpressBees,2025-10-23,6,8,230.16,Delayed
LOG-7785,ORD-7292,XpressBees,2025-07-03,6,5,674.5,Yes
LOG-7786,ORD-5004,Delhivery Surface,2025-09-28,4,4,274.19,Yes
LOG-7787,ORD-6924,Shadowfax B2B,2025-03-28,3,2,284.43,Yes
LOG-7788,ORD-7319,Shadowfax B2B,2025-05-04,5,6,202.07,Yes
LOG-7789,ORD-6699,Delhivery Surface,2025-11-02,6,7,484.41,Yes
LOG-7790,ORD-7444,Ecom Express,2025-01-04,3,6,448.39,Delayed
LOG-7791,ORD-6313,Ecom Express,2025-08-01,4,6,597.3,Delayed
LOG-7792,ORD-6508,Delhivery Surface,2025-02-08,5,4,414.35,Yes
LOG-7793,ORD-5890,BlueDart Express,2025-01-28,3,2,70.83,Yes
LOG-7794,ORD-5600,Shadowfax B2B,2025-04-15,5,7,212.8,Delayed
LOG-7795,ORD-5688,Ecom Express,2025-07-19,5,5,556.67,Yes
LOG-7796,ORD-5762,Delhivery Surface,2025-04-15,4,7,371.89,Delayed
LOG-7797,ORD-7312,Delhivery Surface,2025-11-03,2,4,520.6,Delayed
LOG-7798,ORD-5021,BlueDart Express,2025-10-25,2,1,476.21,Yes
LOG-7799,ORD-6239,XpressBees,2025-09-23,5,7,556.8,Delayed
LOG-7800,ORD-5094,Shadowfax B2B,2025-04-17,3,5,273.58,Delayed
LOG-7801,ORD-6833,XpressBees,2025-10-20,3,5,414.73,Delayed
LOG-7802,ORD-6488,Ecom Express,2025-02-16,5,7,608.52,Delayed
LOG-7803,ORD-5096,XpressBees,2025-04-12,5,4,693.74,Yes
LOG-7804,ORD-6199,Ecom Express,2025-11-23,6,5,69.99,Yes
LOG-7805,ORD-6434,Shadowfax B2B,2025-05-07,4,6,360.38,Delayed
LOG-7806,ORD-7354,Ecom Express,2025-05-11,5,5,535.18,Yes
LOG-7807,ORD-5958,XpressBees,2025-08-14,6,5,573.5,Yes
LOG-7808,ORD-6334,Delhivery Surface,2025-09-14,6,5,514.83,Yes
LOG-7809,ORD-6594,Shadowfax B2B,2025-06-26,2,5,192.05,Delayed
LOG-7810,ORD-7222,Ecom Express,2025-08-19,5,4,469.46,Yes
LOG-7811,ORD-7211,XpressBees,2025-05-02,5,6,229.4,Yes
LOG-7812,ORD-6082,Ecom Express,2025-01-23,6,8,410.6,Delayed
LOG-7813,ORD-5878,XpressBees,2025-01-21,5,5,575.37,Yes
LOG-7814,ORD-5237,Delhivery Surface,2025-05-03,2,5,653.8,Delayed
LOG-7815,ORD-7424,Shadowfax B2B,2025-05-24,5,8,717.09,Delayed
LOG-7816,ORD-5678,Ecom Express,2025-04-24,4,4,307.25,Yes
LOG-7817,ORD-7165,Shadowfax B2B,2025-11-01,4,4,747.75,Yes
LOG-7818,ORD-5765,BlueDart Express,2025-07-02,5,4,627.56,Yes
LOG-7819,ORD-7067,Shadowfax B2B,2025-02-02,2,5,436.67,Delayed
LOG-7820,ORD-5859,Ecom Express,2025-06-08,5,8,260.61,Delayed
LOG-7821,ORD-6750,BlueDart Express,2025-06-03,6,5,206.24,Yes
LOG-7822,ORD-6649,Ecom Express,2025-08-14,4,6,356.92,Delayed
LOG-7823,ORD-7388,BlueDart Express,2025-12-03,2,4,115.93,Delayed
LOG-7824,ORD-5727,BlueDart Express,2025-06-23,2,2,561.65,Yes
LOG-7825,ORD-6660,Ecom Express,2025-06-29,6,8,550.01,Delayed
LOG-7826,ORD-5288,XpressBees,2025-11-24,2,1,603.6,Yes
LOG-7827,ORD-6240,BlueDart Express,2025-06-10,6,9,212.91,Delayed
LOG-7828,ORD-5888,Ecom Express,2025-03-09,6,8,553.11,Delayed
LOG-7829,ORD-6643,BlueDart Express,2025-02-21,3,6,276.52,Delayed
LOG-7830,ORD-5002,BlueDart Express,2025-03-27,6,7,601.93,Yes
LOG-7831,ORD-6974,Delhivery Surface,2025-09-23,2,1,744.15,Yes
LOG-7832,ORD-5128,BlueDart Express,2025-04-05,4,5,650.74,Yes
LOG-7833,ORD-5388,XpressBees,2025-02-17,4,7,97.81,Delayed
LOG-7834,ORD-5372,XpressBees,2025-06-01,6,9,591.8,Delayed
LOG-7835,ORD-5475,Delhivery Surface,2025-07-25,4,3,665.19,Yes
LOG-7836,ORD-6377,BlueDart Express,2025-10-22,2,5,213.6,Delayed
LOG-7837,ORD-7361,Shadowfax B2B,2025-09-30,5,4,406.15,Yes
LOG-7838,ORD-7018,BlueDart Express,2025-09-05,2,5,67.91,Delayed
LOG-7839,ORD-6275,XpressBees,2025-03-17,6,6,547.92,Yes
LOG-7840,ORD-7288,Ecom Express,2025-01-09,5,4,474.11,Yes
LOG-7841,ORD-5343,Delhivery Surface,2025-10-30,3,3,620.82,Yes
LOG-7842,ORD-5305,Delhivery Surface,2025-05-24,6,7,172.6,Yes
LOG-7843,ORD-5553,BlueDart Express,2025-10-16,4,3,519.35,Yes
LOG-7844,ORD-5874,Shadowfax B2B,2025-12-13,2,4,402.26,Delayed
LOG-7845,ORD-7139,XpressBees,2025-06-28,5,5,554.28,Yes
LOG-7846,ORD-6045,XpressBees,2025-01-04,5,7,133.29,Delayed
LOG-7847,ORD-5743,Shadowfax B2B,2025-03-09,2,2,692.63,Yes
LOG-7848,ORD-6591,XpressBees,2025-07-09,2,4,279.42,Delayed
LOG-7849,ORD-5383,Delhivery Surface,2025-02-26,2,5,357.82,Delayed
LOG-7850,ORD-5260,XpressBees,2025-02-11,2,2,655.8,Yes
LOG-7851,ORD-5943,XpressBees,2025-11-08,3,3,100.91,Yes
LOG-7852,ORD-6330,Ecom Express,2025-10-26,6,8,460.76,Delayed
LOG-7853,ORD-5556,BlueDart Express,2025-08-08,3,3,139.37,Yes
LOG-7854,ORD-6166,Ecom Express,2025-11-04,5,8,514.09,Delayed
LOG-7855,ORD-7069,XpressBees,2025-02-23,2,5,545.69,Delayed
LOG-7856,ORD-5442,XpressBees,2025-07-27,6,5,727.15,Yes
LOG-7857,ORD-6472,BlueDart Express,2025-06-26,3,2,104.92,Yes
LOG-7858,ORD-5201,Delhivery Surface,2025-08-05,2,5,144.49,Delayed
LOG-7859,ORD-6123,BlueDart Express,2025-10-13,2,3,236.03,Yes
LOG-7860,ORD-6668,BlueDart Express,2025-10-05,2,5,404.7,Delayed
LOG-7861,ORD-5419,Ecom Express,2025-01-20,6,6,248.49,Yes
LOG-7862,ORD-7310,Ecom Express,2025-05-15,4,7,663.94,Delayed
LOG-7863,ORD-5123,Shadowfax B2B,2025-01-06,6,7,631.76,Yes
LOG-7864,ORD-7055,BlueDart Express,2025-07-31,3,5,240.97,Delayed
LOG-7865,ORD-6632,Shadowfax B2B,2025-11-01,6,6,532.14,Yes
LOG-7866,ORD-7238,Ecom Express,2025-10-20,2,4,237.95,Delayed
LOG-7867,ORD-7492,Ecom Express,2025-02-10,4,4,518.96,Yes
LOG-7868,ORD-5066,Ecom Express,2025-11-14,4,6,701.64,Delayed
LOG-7869,ORD-6815,Shadowfax B2B,2025-04-02,4,4,525.39,Yes
LOG-7870,ORD-7186,Ecom Express,2025-08-21,5,7,477.33,Delayed
LOG-7871,ORD-7460,Ecom Express,2025-04-10,2,1,329.61,Yes
LOG-7872,ORD-6171,Shadowfax B2B,2025-03-13,6,8,145.19,Delayed
LOG-7873,ORD-6203,Shadowfax B2B,2025-09-23,4,7,685.58,Delayed
LOG-7874,ORD-5552,Shadowfax B2B,2025-03-08,6,8,720.55,Delayed
LOG-7875,ORD-5348,BlueDart Express,2025-07-19,5,5,590.42,Yes
LOG-7876,ORD-7213,Shadowfax B2B,2025-08-11,2,2,272.82,Yes
LOG-7877,ORD-7139,Delhivery Surface,2025-05-19,5,8,470.2,Delayed
LOG-7878,ORD-6692,Shadowfax B2B,2025-11-30,2,1,333.13,Yes
LOG-7879,ORD-6551,Delhivery Surface,2025-09-12,5,6,90.92,Yes
LOG-7880,ORD-5258,Ecom Express,2025-09-12,3,3,119.85,Yes
LOG-7881,ORD-5605,Ecom Express,2025-03-17,4,4,723.11,Yes
LOG-7882,ORD-6394,Delhivery Surface,2025-06-24,5,4,60.47,Yes
LOG-7883,ORD-6315,XpressBees,2025-11-14,4,7,329.43,Delayed
LOG-7884,ORD-5257,Shadowfax B2B,2025-04-03,2,3,719.5,Yes
LOG-7885,ORD-5232,Ecom Express,2025-03-18,2,3,686.65,Yes
LOG-7886,ORD-5933,Ecom Express,2025-04-12,2,2,556.1,Yes
LOG-7887,ORD-7110,Ecom Express,2025-07-10,5,4,287.28,Yes
LOG-7888,ORD-5942,Ecom Express,2025-12-06,3,3,163.1,Yes
LOG-7889,ORD-5507,BlueDart Express,2025-11-06,2,2,695.74,Yes
LOG-7890,ORD-7371,Ecom Express,2025-05-13,3,2,607.05,Yes
LOG-7891,ORD-6136,BlueDart Express,2025-05-24,2,5,699.1,Delayed
LOG-7892,ORD-6989,XpressBees,2025-04-24,4,4,529.83,Yes
LOG-7893,ORD-6908,Shadowfax B2B,2025-10-30,6,6,535.53,Yes
LOG-7894,ORD-6245,BlueDart Express,2025-03-18,2,1,354.69,Yes
LOG-7895,ORD-7175,Delhivery Surface,2025-04-27,2,2,399.54,Yes
LOG-7896,ORD-7318,XpressBees,2025-02-11,6,5,510.67,Yes
LOG-7897,ORD-5175,XpressBees,2025-07-16,3,4,172.21,Yes
LOG-7898,ORD-6673,Ecom Express,2025-08-26,6,9,580.83,Delayed
LOG-7899,ORD-6783,Delhivery Surface,2025-12-14,4,5,407.72,Yes
LOG-7900,ORD-6850,Ecom Express,2025-06-27,3,5,207.11,Delayed
LOG-7901,ORD-6231,XpressBees,2025-09-25,6,6,194.84,Yes
LOG-7902,ORD-7024,Delhivery Surface,2025-06-11,4,5,576.02,Yes
LOG-7903,ORD-5526,Ecom Express,2025-04-14,4,3,106.65,Yes
LOG-7904,ORD-6909,XpressBees,2025-12-14,6,6,441.94,Yes
LOG-7905,ORD-6357,BlueDart Express,2025-05-08,4,5,312.21,Yes
LOG-7906,ORD-7270,XpressBees,2025-04-06,6,8,169.6,Delayed
LOG-7907,ORD-6074,Shadowfax B2B,2025-07-23,5,7,321.99,Delayed
LOG-7908,ORD-6552,BlueDart Express,2025-09-30,3,6,436.73,Delayed
LOG-7909,ORD-7029,Ecom Express,2025-06-14,6,8,114.53,Delayed
LOG-7910,ORD-5530,BlueDart Express,2025-11-17,5,6,203.25,Yes
LOG-7911,ORD-5882,Shadowfax B2B,2025-10-12,4,7,190.81,Delayed
LOG-7912,ORD-6522,Delhivery Surface,2025-07-22,3,2,513.1,Yes
LOG-7913,ORD-5142,Shadowfax B2B,2025-06-01,2,3,605.34,Yes
LOG-7914,ORD-6079,Delhivery Surface,2025-01-02,2,1,615.64,Yes
LOG-7915,ORD-5335,Ecom Express,2025-05-27,4,4,467.71,Yes
LOG-7916,ORD-7448,Shadowfax B2B,2025-06-06,4,6,275.2,Delayed
LOG-7917,ORD-5839,Delhivery Surface,2025-02-05,6,9,646.64,Delayed
LOG-7918,ORD-5397,BlueDart Express,2025-12-16,4,4,216.69,Yes
LOG-7919,ORD-5996,Ecom Express,2025-10-25,5,5,489.33,Yes
LOG-7920,ORD-6915,BlueDart Express,2025-02-17,2,1,574.96,Yes
LOG-7921,ORD-6240,Delhivery Surface,2025-05-31,4,7,473.76,Delayed
LOG-7922,ORD-6493,XpressBees,2025-07-02,6,8,492.56,Delayed
LOG-7923,ORD-7174,XpressBees,2025-09-17,2,4,413.1,Delayed
LOG-7924,ORD-5220,Delhivery Surface,2025-03-01,4,7,467.63,Delayed
LOG-7925,ORD-7045,XpressBees,2025-05-11,3,5,361.6,Delayed
LOG-7926,ORD-5900,XpressBees,2025-03-07,5,6,462.53,Yes
LOG-7927,ORD-5185,Delhivery Surface,2025-04-20,2,2,175.49,Yes
LOG-7928,ORD-5939,XpressBees,2025-06-14,4,7,88.26,Delayed
LOG-7929,ORD-6799,BlueDart Express,2025-05-29,5,5,533.18,Yes
LOG-7930,ORD-6279,XpressBees,2025-04-22,5,8,379.69,Delayed
LOG-7931,ORD-6884,Shadowfax B2B,2025-09-12,4,3,376.74,Yes
LOG-7932,ORD-5906,Shadowfax B2B,2025-07-17,5,6,337.53,Yes
LOG-7933,ORD-5016,Shadowfax B2B,2025-07-13,3,3,649.82,Yes
LOG-7934,ORD-7252,Delhivery Surface,2025-03-03,3,6,147.67,Delayed
LOG-7935,ORD-7380,Delhivery Surface,2025-09-15,5,8,173.87,Delayed
LOG-7936,ORD-7276,Ecom Express,2025-08-14,3,5,240.39,Delayed
LOG-7937,ORD-5883,XpressBees,2025-04-16,3,2,685.35,Yes
LOG-7938,ORD-6476,XpressBees,2025-08-09,6,6,516.96,Yes
LOG-7939,ORD-5151,Shadowfax B2B,2025-07-25,5,4,672.34,Yes
LOG-7940,ORD-7225,Ecom Express,2025-04-29,2,2,199.65,Yes
LOG-7941,ORD-6084,Delhivery Surface,2025-06-24,6,7,459.01,Yes
LOG-7942,ORD-7304,BlueDart Express,2025-02-27,6,7,737.2,Yes
LOG-7943,ORD-6774,Ecom Express,2025-02-20,3,4,185.11,Yes
LOG-7944,ORD-5120,Shadowfax B2B,2025-05-01,5,8,530.72,Delayed
LOG-7945,ORD-6941,BlueDart Express,2025-06-07,6,6,604.61,Yes
LOG-7946,ORD-6034,XpressBees,2025-02-18,2,4,561.36,Delayed
LOG-7947,ORD-7374,Ecom Express,2025-07-05,6,7,455.17,Yes
LOG-7948,ORD-6057,Delhivery Surface,2025-02-07,6,6,404.75,Yes
LOG-7949,ORD-5809,BlueDart Express,2025-04-17,5,5,687.62,Yes
LOG-7950,ORD-6614,Ecom Express,2025-10-23,5,5,397.31,Yes
LOG-7951,ORD-6890,Shadowfax B2B,2025-09-24,5,7,396.8,Delayed
LOG-7952,ORD-7327,Delhivery Surface,2025-07-04,6,8,109.61,Delayed
LOG-7953,ORD-6265,BlueDart Express,2025-09-06,4,7,110.35,Delayed
LOG-7954,ORD-6418,Delhivery Surface,2025-10-12,2,5,510.13,Delayed
LOG-7955,ORD-6220,Delhivery Surface,2025-08-10,5,5,192.47,Yes
LOG-7956,ORD-7490,XpressBees,2025-01-07,5,7,139.34,Delayed
LOG-7957,ORD-5113,BlueDart Express,2025-02-18,2,1,214.52,Yes
LOG-7958,ORD-5436,Ecom Express,2025-06-07,6,5,272.39,Yes
LOG-7959,ORD-5752,Delhivery Surface,2025-07-31,4,6,486.75,Delayed
LOG-7960,ORD-5306,Ecom Express,2025-10-27,6,5,120.05,Yes
LOG-7961,ORD-7149,Shadowfax B2B,2025-02-19,5,6,629.61,Yes
LOG-7962,ORD-7481,BlueDart Express,2025-06-09,6,9,719.45,Delayed
LOG-7963,ORD-6404,Shadowfax B2B,2025-04-25,6,5,323.18,Yes
LOG-7964,ORD-7345,Shadowfax B2B,2025-08-25,3,5,371.94,Delayed
LOG-7965,ORD-5150,XpressBees,2025-12-12,5,4,91.09,Yes
LOG-7966,ORD-5743,Delhivery Surface,2025-08-23,3,5,270.83,Delayed
LOG-7967,ORD-5711,BlueDart Express,2025-07-06,6,8,451.65,Delayed
LOG-7968,ORD-6798,Delhivery Surface,2025-05-17,4,7,739.08,Delayed
LOG-7969,ORD-5425,Ecom Express,2025-07-05,5,8,194.87,Delayed
LOG-7970,ORD-7003,Shadowfax B2B,2025-01-04,2,1,530.09,Yes
LOG-7971,ORD-6263,XpressBees,2025-02-19,5,7,201.87,Delayed
LOG-7972,ORD-5750,Shadowfax B2B,2025-01-03,6,8,410.5,Delayed
LOG-7973,ORD-6665,XpressBees,2025-10-10,6,9,349.87,Delayed
LOG-7974,ORD-5258,BlueDart Express,2025-09-26,4,7,387.26,Delayed
LOG-7975,ORD-6421,XpressBees,2025-07-13,5,8,262.41,Delayed
LOG-7976,ORD-5871,Delhivery Surface,2025-07-30,4,5,669.76,Yes
LOG-7977,ORD-5210,Delhivery Surface,2025-07-15,3,3,398.1,Yes
LOG-7978,ORD-7019,Shadowfax B2B,2025-06-29,6,8,617.85,Delayed
LOG-7979,ORD-6081,Ecom Express,2025-09-23,5,7,325.66,Delayed
LOG-7980,ORD-6063,XpressBees,2025-11-21,4,6,573.76,Delayed
LOG-7981,ORD-6429,Ecom Express,2025-11-18,3,4,649.03,Yes
LOG-7982,ORD-6036,Ecom Express,2025-11-28,2,2,234.7,Yes
LOG-7983,ORD-6494,Delhivery Surface,2025-08-15,5,5,474.36,Yes
LOG-7984,ORD-5023,XpressBees,2025-05-20,6,9,334.87,Delayed
LOG-7985,ORD-5930,XpressBees,2025-05-13,4,3,223.55,Yes
LOG-7986,ORD-6432,Ecom Express,2025-10-11,2,4,422.23,Delayed
LOG-7987,ORD-6535,Delhivery Surface,2025-09-30,3,3,563.28,Yes
LOG-7988,ORD-6524,Shadowfax B2B,2025-10-25,3,3,557.91,Yes
LOG-7989,ORD-5496,Delhivery Surface,2025-07-28,6,8,269.03,Delayed
LOG-7990,ORD-7150,BlueDart Express,2025-05-22,2,4,212.77,Delayed
LOG-7991,ORD-5857,BlueDart Express,2025-05-21,2,3,60.9,Yes
LOG-7992,ORD-6583,Delhivery Surface,2025-04-01,4,3,276.82,Yes
LOG-7993,ORD-5188,Delhivery Surface,2025-07-28,4,7,219.02,Delayed
LOG-7994,ORD-7184,Shadowfax B2B,2025-11-20,6,8,202.12,Delayed
LOG-7995,ORD-6194,Shadowfax B2B,2025-08-28,4,6,243.87,Delayed
LOG-7996,ORD-6615,Shadowfax B2B,2025-01-20,3,3,647.03,Yes
LOG-7997,ORD-5560,Shadowfax B2B,2025-04-11,6,9,387.43,Delayed
LOG-7998,ORD-5457,Ecom Express,2025-11-01,3,2,549.01,Yes
LOG-7999,ORD-7358,Ecom Express,2025-02-05,2,1,74.59,Yes
LOG-8000,ORD-7004,Shadowfax B2B,2025-01-23,5,8,136.02,Delayed
LOG-8001,ORD-7443,Ecom Express,2025-02-28,5,6,733.96,Yes
LOG-8002,ORD-6075,XpressBees,2025-08-25,5,8,497.35,Delayed
LOG-8003,ORD-5829,XpressBees,2025-04-11,3,2,354.71,Yes
LOG-8004,ORD-6080,Ecom Express,2025-04-21,4,6,654.93,Delayed
LOG-8005,ORD-6521,Ecom Express,2025-08-31,6,9,205.16,Delayed
LOG-8006,ORD-6399,BlueDart Express,2025-06-26,3,5,81.88,Delayed
LOG-8007,ORD-6915,BlueDart Express,2025-07-26,6,8,290.54,Delayed
LOG-8008,ORD-6927,BlueDart Express,2025-09-04,2,5,529.34,Delayed
