customer_id,customer_name,city,segment,lifetime_value_inr,total_orders,registration_date
CUST-4698,Customer_698,Surat,New Registrant,12905.36,45,2025-02-03
CUST-4699,Customer_699,Surat,High Value Loyal,43855.3,2,2025-10-03
CUST-4700,Customer_700,Chennai,High Value Loyal,58961.4,28,2025-10-18
CUST-4701,Customer_701,Pune,At Risk,35160.81,45,2025-08-29
CUST-4702,Customer_702,Jaipur,High Value Loyal,123256.19,25,2025-10-20
CUST-4703,Customer_703,Hyderabad,Price Sensitive,72635.98,32,2025-02-21
CUST-4704,Customer_704,Ahmedabad,Price Sensitive,63349.6,43,2025-06-23
CUST-4705,Customer_705,Bengaluru,New Registrant,39191.31,28,2025-04-14
CUST-4706,Customer_706,Kolkata,High Value Loyal,105446.61,35,2025-04-20
CUST-4707,Customer_707,Surat,Price Sensitive,8322.59,37,2025-07-25
CUST-4708,Customer_708,Ahmedabad,New Registrant,93503.78,6,2026-01-03
CUST-4709,Customer_709,Jaipur,High Value Loyal,75003.42,18,2025-02-04
CUST-4710,Customer_710,Jaipur,New Registrant,60720.37,14,2025-06-27
CUST-4711,Customer_711,Delhi,Price Sensitive,64318.34,20,2025-08-10
CUST-4712,Customer_712,Pune,Price Sensitive,27009.43,26,2025-05-09
CUST-4713,Customer_713,Jaipur,New Registrant,58020.5,36,2025-04-03
CUST-4714,Customer_714,Mumbai,New Registrant,108181.95,37,2025-09-13
CUST-4715,Customer_715,Ahmedabad,At Risk,35322.15,41,2025-09-30
CUST-4716,Customer_716,Jaipur,At Risk,116992.9,41,2025-01-31
CUST-4717,Customer_717,Pune,Frequent Buyer,47123.65,10,2025-05-04
CUST-4718,Customer_718,Bengaluru,Price Sensitive,105904.94,27,2025-06-13
CUST-4719,Customer_719,Delhi,Frequent Buyer,106130.96,18,2025-05-27
CUST-4720,Customer_720,Bengaluru,Price Sensitive,86639.73,16,2025-07-27
CUST-4721,Customer_721,Ahmedabad,High Value Loyal,20870.38,2,2025-05-06
CUST-4722,Customer_722,Surat,At Risk,61959.34,28,2025-08-05
CUST-4723,Customer_723,Mumbai,Frequent Buyer,22021.41,9,2025-01-15
CUST-4724,Customer_724,Surat,Price Sensitive,83187.16,12,2025-11-26
CUST-4725,Customer_725,Mumbai,At Risk,98323.63,4,2025-02-12
CUST-4726,Customer_726,Chennai,New Registrant,39002.45,5,2025-07-28
CUST-4727,Customer_727,Chennai,High Value Loyal,51119.64,9,2025-05-01
CUST-4728,Customer_728,Delhi,New Registrant,92473.85,8,2025-09-25
CUST-4729,Customer_729,Jaipur,New Registrant,33346.49,6,2025-05-02
CUST-4730,Customer_730,Jaipur,High Value Loyal,97215.88,21,2025-06-18
CUST-4731,Customer_731,Jaipur,At Risk,101215.6,16,2025-08-05
CUST-4732,Customer_732,Ahmedabad,Frequent Buyer,15584.72,14,2025-05-21
CUST-4733,Customer_733,Kolkata,At Risk,33652.48,38,2025-01-29
CUST-4734,Customer_734,Kolkata,New Registrant,48401.36,8,2025-06-12
CUST-4735,Customer_735,Pune,At Risk,60669.63,16,2025-05-23
CUST-4736,Customer_736,Bengaluru,Price Sensitive,60714.67,24,2025-06-07
CUST-4737,Customer_737,Mumbai,New Registrant,6764.16,43,2025-01-28
CUST-4738,Customer_738,Ahmedabad,Price Sensitive,70209.17,20,2025-11-24
CUST-4739,Customer_739,Chennai,High Value Loyal,68026.56,16,2025-08-15
CUST-4740,Customer_740,Hyderabad,High Value Loyal,113949.16,26,2025-05-11
CUST-4741,Customer_741,Surat,High Value Loyal,117199.49,16,2025-06-02
CUST-4742,Customer_742,Ahmedabad,Frequent Buyer,114696.62,41,2025-06-12
CUST-4743,Customer_743,Hyderabad,High Value Loyal,36069.47,6,2026-02-04
CUST-4744,Customer_744,Kolkata,At Risk,92775.39,22,2026-01-03
CUST-4745,Customer_745,Hyderabad,High Value Loyal,103489.11,45,2025-05-14
CUST-4746,Customer_746,Pune,High Value Loyal,45602.4,39,2026-01-09
CUST-4747,Customer_747,Pune,Price Sensitive,58024.56,2,2026-01-26
CUST-4748,Customer_748,Mumbai,Frequent Buyer,79694.15,42,2025-03-11
CUST-4749,Customer_749,Mumbai,At Risk,27009.23,20,2025-06-10
CUST-4750,Customer_750,Jaipur,High Value Loyal,16076.45,16,2025-09-22
CUST-4751,Customer_751,Bengaluru,New Registrant,86504.79,21,2025-08-20
CUST-4752,Customer_752,Kolkata,Frequent Buyer,34433.29,44,2025-10-31
CUST-4753,Customer_753,Chennai,Price Sensitive,26836.31,27,2025-07-08
CUST-4754,Customer_754,Bengaluru,At Risk,109857.78,37,2025-04-25
CUST-4755,Customer_755,Mumbai,High Value Loyal,115581.26,42,2025-11-10
CUST-4756,Customer_756,Ahmedabad,High Value Loyal,121830.63,13,2025-05-15
CUST-4757,Customer_757,Bengaluru,High Value Loyal,51626.78,28,2025-11-04
CUST-4758,Customer_758,Surat,Frequent Buyer,13410.01,24,2025-03-29
CUST-4759,Customer_759,Jaipur,High Value Loyal,4229.08,34,2025-08-11
CUST-4760,Customer_760,Kolkata,At Risk,17017.76,14,2025-04-08
CUST-4761,Customer_761,Surat,Price Sensitive,93939.27,25,2025-03-08
CUST-4762,Customer_762,Hyderabad,Frequent Buyer,76010.14,19,2026-01-08
CUST-4763,Customer_763,Ahmedabad,At Risk,24595.31,10,2025-01-15
CUST-4764,Customer_764,Surat,Price Sensitive,31346.99,29,2025-05-08
CUST-4765,Customer_765,Chennai,New Registrant,86322.72,30,2025-02-13
CUST-4766,Customer_766,Mumbai,At Risk,18817.6,21,2025-12-21
CUST-4767,Customer_767,Hyderabad,Frequent Buyer,89883.65,28,2026-01-12
CUST-4768,Customer_768,Jaipur,Price Sensitive,11449.31,36,2025-01-31
CUST-4769,Customer_769,Mumbai,Price Sensitive,116555.41,31,2025-07-01
CUST-4770,Customer_770,Jaipur,New Registrant,89421.83,3,2025-01-03
CUST-4771,Customer_771,Surat,New Registrant,78408.09,20,2025-07-22
CUST-4772,Customer_772,Chennai,Frequent Buyer,121087.08,36,2025-01-22
CUST-4773,Customer_773,Jaipur,Frequent Buyer,34385.73,33,2025-09-10
CUST-4774,Customer_774,Chennai,At Risk,18660.14,21,2025-12-30
CUST-4775,Customer_775,Pune,At Risk,19869.98,8,2025-06-10
CUST-4776,Customer_776,Mumbai,Frequent Buyer,63653.3,18,2026-01-18
CUST-4777,Customer_777,Chennai,At Risk,37158.37,17,2025-11-10
CUST-4778,Customer_778,Surat,New Registrant,40843.76,11,2025-06-11
CUST-4779,Customer_779,Kolkata,Frequent Buyer,70570.15,43,2025-11-22
CUST-4780,Customer_780,Kolkata,High Value Loyal,25642.69,4,2025-04-28
CUST-4781,Customer_781,Bengaluru,High Value Loyal,60105.32,11,2025-12-28
CUST-4782,Customer_782,Kolkata,At Risk,16712.95,32,2025-01-21
CUST-4783,Customer_783,Kolkata,Price Sensitive,123630.28,36,2025-09-06
CUST-4784,Customer_784,Kolkata,At Risk,16280.13,10,2025-03-05
CUST-4785,Customer_785,Chennai,High Value Loyal,27457.38,19,2025-04-03
CUST-4786,Customer_786,Bengaluru,New Registrant,103265.04,37,2025-12-06
CUST-4787,Customer_787,Jaipur,Frequent Buyer,73984.56,1,2025-09-27
CUST-4788,Customer_788,Jaipur,Frequent Buyer,53511.33,5,2025-05-07
CUST-4789,Customer_789,Kolkata,High Value Loyal,111202.54,2,2025-05-26
CUST-4790,Customer_790,Delhi,At Risk,48260.89,7,2025-06-15
CUST-4791,Customer_791,Bengaluru,High Value Loyal,12430.25,43,2025-09-03
CUST-4792,Customer_792,Kolkata,Price Sensitive,75290.02,1,2025-06-18
CUST-4793,Customer_793,Mumbai,New Registrant,118984.76,21,2026-01-10
CUST-4794,Customer_794,Jaipur,Frequent Buyer,28392.44,4,2025-11-26
CUST-4795,Customer_795,Surat,Price Sensitive,100273.0,5,2025-10-08
CUST-4796,Customer_796,Jaipur,At Risk,13837.5,17,2025-04-02
CUST-4797,Customer_797,Ahmedabad,At Risk,13425.57,14,2025-03-25
CUST-4798,Customer_798,Hyderabad,At Risk,37404.65,42,2025-03-20
CUST-4799,Customer_799,Delhi,Price Sensitive,62628.52,28,2026-01-12
CUST-4800,Customer_800,Surat,New Registrant,18582.62,43,2025-02-19
CUST-4801,Customer_801,Chennai,New Registrant,26984.23,29,2025-07-18
CUST-4802,Customer_802,Kolkata,Price Sensitive,71474.49,28,2025-02-16
CUST-4803,Customer_803,Hyderabad,Price Sensitive,77698.8,28,2025-11-19
CUST-4804,Customer_804,Hyderabad,High Value Loyal,7453.67,22,2025-08-26
CUST-4805,Customer_805,Ahmedabad,Frequent Buyer,116506.78,34,2025-11-19
CUST-4806,Customer_806,Pune,High Value Loyal,38111.12,28,2025-02-10
CUST-4807,Customer_807,Kolkata,Price Sensitive,20704.3,9,2025-12-17
CUST-4808,Customer_808,Surat,Frequent Buyer,66578.78,19,2025-10-19
CUST-4809,Customer_809,Mumbai,New Registrant,11875.23,3,2025-09-20
CUST-4810,Customer_810,Delhi,New Registrant,54551.91,7,2025-08-26
CUST-4811,Customer_811,Jaipur,Price Sensitive,46043.56,38,2025-02-11
CUST-4812,Customer_812,Pune,High Value Loyal,16457.1,43,2025-08-25
CUST-4813,Customer_813,Bengaluru,Frequent Buyer,105756.45,3,2025-02-12
CUST-4814,Customer_814,Hyderabad,Price Sensitive,40958.43,30,2026-01-23
CUST-4815,Customer_815,Kolkata,New Registrant,101459.67,22,2025-04-06
CUST-4816,Customer_816,Ahmedabad,Frequent Buyer,12082.01,39,2025-05-13
CUST-4817,Customer_817,Delhi,At Risk,67961.06,1,2025-07-22
CUST-4818,Customer_818,Delhi,High Value Loyal,23537.58,31,2025-08-24
CUST-4819,Customer_819,Hyderabad,New Registrant,91424.15,20,2025-11-13
CUST-4820,Customer_820,Jaipur,Price Sensitive,87106.13,45,2025-12-12
CUST-4821,Customer_821,Hyderabad,Price Sensitive,13235.3,9,2025-01-08
CUST-4822,Customer_822,Ahmedabad,High Value Loyal,102456.11,45,2025-04-07
CUST-4823,Customer_823,Mumbai,Frequent Buyer,61436.86,10,2025-11-29
CUST-4824,Customer_824,Ahmedabad,At Risk,105655.99,35,2025-04-08
CUST-4825,Customer_825,Delhi,Price Sensitive,96790.84,10,2025-08-31
CUST-4826,Customer_826,Hyderabad,High Value Loyal,16766.21,10,2026-01-14
CUST-4827,Customer_827,Kolkata,At Risk,60257.43,29,2025-10-27
CUST-4828,Customer_828,Ahmedabad,Frequent Buyer,38616.85,26,2025-01-27
CUST-4829,Customer_829,Chennai,High Value Loyal,15076.28,28,2025-08-01
CUST-4830,Customer_830,Kolkata,New Registrant,75490.34,36,2025-05-29
CUST-4831,Customer_831,Mumbai,At Risk,51460.85,33,2025-10-30
CUST-4832,Customer_832,Jaipur,At Risk,30908.46,4,2025-09-28
CUST-4833,Customer_833,Mumbai,At Risk,73109.41,36,2025-02-02
CUST-4834,Customer_834,Surat,At Risk,111419.72,8,2025-09-11
CUST-4835,Customer_835,Jaipur,Price Sensitive,57419.86,28,2025-01-11
CUST-4836,Customer_836,Bengaluru,Price Sensitive,91460.62,31,2025-06-26
CUST-4837,Customer_837,Kolkata,Frequent Buyer,64685.4,38,2025-12-17
CUST-4838,Customer_838,Chennai,New Registrant,107048.09,43,2025-08-28
CUST-4839,Customer_839,Bengaluru,Price Sensitive,91066.89,25,2025-08-02
CUST-4840,Customer_840,Chennai,At Risk,100469.99,11,2025-11-15
CUST-4841,Customer_841,Ahmedabad,Price Sensitive,87110.45,6,2025-12-08
CUST-4842,Customer_842,Kolkata,Frequent Buyer,23728.16,11,2025-11-07
CUST-4843,Customer_843,Kolkata,High Value Loyal,99701.6,32,2025-06-05
CUST-4844,Customer_844,Ahmedabad,Frequent Buyer,70711.74,2,2025-07-03
CUST-4845,Customer_845,Surat,Price Sensitive,85423.66,12,2025-09-15
CUST-4846,Customer_846,Mumbai,High Value Loyal,43872.51,8,2025-11-13
CUST-4847,Customer_847,Ahmedabad,High Value Loyal,71342.73,32,2025-05-13
CUST-4848,Customer_848,Chennai,Price Sensitive,96748.3,36,2025-05-17
CUST-4849,Customer_849,Bengaluru,New Registrant,76525.46,7,2025-12-28
CUST-4850,Customer_850,Mumbai,At Risk,100375.89,8,2025-02-24
CUST-4851,Customer_851,Jaipur,New Registrant,98314.14,7,2025-10-15
CUST-4852,Customer_852,Mumbai,New Registrant,15412.86,41,2025-03-02
CUST-4853,Customer_853,Ahmedabad,Price Sensitive,21736.49,19,2025-12-29
CUST-4854,Customer_854,Kolkata,New Registrant,63552.9,7,2025-03-20
CUST-4855,Customer_855,Chennai,Price Sensitive,102847.2,8,2025-04-14
CUST-4856,Customer_856,Kolkata,At Risk,96729.36,1,2025-05-06
CUST-4857,Customer_857,Kolkata,Price Sensitive,37627.89,11,2025-02-13
CUST-4858,Customer_858,Surat,Price Sensitive,90111.97,27,2025-07-04
CUST-4859,Customer_859,Ahmedabad,Frequent Buyer,94767.77,34,2025-08-04
CUST-4860,Customer_860,Ahmedabad,Frequent Buyer,100716.66,27,2025-07-29
CUST-4861,Customer_861,Kolkata,New Registrant,99839.4,24,2025-01-16
CUST-4862,Customer_862,Kolkata,Frequent Buyer,96843.6,34,2025-02-05
CUST-4863,Customer_863,Delhi,Price Sensitive,41063.56,11,2025-08-11
CUST-4864,Customer_864,Mumbai,At Risk,95501.07,43,2025-11-25
CUST-4865,Customer_865,Bengaluru,New Registrant,9581.7,41,2026-01-01
CUST-4866,Customer_866,Pune,Price Sensitive,53864.9,44,2025-12-25
CUST-4867,Customer_867,Pune,Price Sensitive,90890.0,21,2025-06-26
CUST-4868,Customer_868,Mumbai,Price Sensitive,112775.54,40,2025-03-17
CUST-4869,Customer_869,Hyderabad,At Risk,81375.22,35,2025-11-16
CUST-4870,Customer_870,Jaipur,At Risk,87940.19,42,2025-07-27
CUST-4871,Customer_871,Ahmedabad,Price Sensitive,12824.41,35,2025-06-21
CUST-4872,Customer_872,Hyderabad,Frequent Buyer,66257.54,35,2025-05-26
CUST-4873,Customer_873,Ahmedabad,High Value Loyal,65179.77,20,2025-09-24
CUST-4874,Customer_874,Chennai,Frequent Buyer,5369.16,35,2025-10-31
CUST-4875,Customer_875,Surat,Frequent Buyer,104448.05,20,2026-01-07
CUST-4876,Customer_876,Hyderabad,New Registrant,16029.13,4,2025-07-10
CUST-4877,Customer_877,Surat,New Registrant,45922.98,4,2026-01-23
CUST-4878,Customer_878,Delhi,At Risk,39000.24,1,2025-08-21
CUST-4879,Customer_879,Chennai,Frequent Buyer,101159.98,38,2025-10-17
CUST-4880,Customer_880,Pune,New Registrant,31145.14,20,2025-05-26
CUST-4881,Customer_881,Jaipur,Frequent Buyer,90007.99,34,2026-01-13
CUST-4882,Customer_882,Ahmedabad,High Value Loyal,42661.25,38,2025-04-09
CUST-4883,Customer_883,Chennai,At Risk,14503.51,28,2025-07-30
CUST-4884,Customer_884,Delhi,High Value Loyal,10118.72,9,2025-09-01
CUST-4885,Customer_885,Ahmedabad,At Risk,12063.9,44,2025-09-27
CUST-4886,Customer_886,Hyderabad,New Registrant,70973.64,26,2025-05-16
CUST-4887,Customer_887,Jaipur,At Risk,80466.49,29,2025-12-19
CUST-4888,Customer_888,Kolkata,At Risk,103416.95,10,2025-09-16
CUST-4889,Customer_889,Bengaluru,At Risk,89615.94,9,2025-12-27
CUST-4890,Customer_890,Pune,New Registrant,16962.12,14,2025-08-22
CUST-4891,Customer_891,Kolkata,High Value Loyal,93945.8,36,2025-07-09
CUST-4892,Customer_892,Delhi,New Registrant,106908.93,8,2025-03-03
CUST-4893,Customer_893,Chennai,New Registrant,37974.85,34,2025-03-20
CUST-4894,Customer_894,Delhi,Price Sensitive,39853.26,24,2025-06-05
CUST-4895,Customer_895,Surat,At Risk,5927.28,10,2025-03-14
CUST-4896,Customer_896,Jaipur,At Risk,8459.75,20,2025-05-26
CUST-4897,Customer_897,Ahmedabad,Frequent Buyer,102842.82,32,2025-01-02
CUST-4898,Customer_898,Delhi,New Registrant,45209.5,3,2025-08-02
CUST-4899,Customer_899,Kolkata,New Registrant,40438.48,29,2025-06-22
CUST-4900,Customer_900,Hyderabad,At Risk,104721.35,39,2025-03-09
CUST-4901,Customer_901,Bengaluru,New Registrant,80466.38,29,2025-12-08
CUST-4902,Customer_902,Kolkata,Frequent Buyer,108627.33,21,2025-02-15
CUST-4903,Customer_903,Jaipur,New Registrant,52679.47,15,2025-07-22
CUST-4904,Customer_904,Chennai,New Registrant,8112.92,43,2025-08-15
CUST-4905,Customer_905,Surat,High Value Loyal,108579.31,2,2025-10-20
CUST-4906,Customer_906,Surat,New Registrant,81532.06,42,2025-10-14
CUST-4907,Customer_907,Delhi,Frequent Buyer,119508.12,35,2025-10-23
CUST-4908,Customer_908,Mumbai,New Registrant,66414.84,31,2025-09-15
CUST-4909,Customer_909,Mumbai,High Value Loyal,83136.17,35,2025-04-03
CUST-4910,Customer_910,Mumbai,Price Sensitive,98877.74,16,2025-12-28
CUST-4911,Customer_911,Jaipur,At Risk,12869.37,35,2025-11-07
CUST-4912,Customer_912,Chennai,At Risk,74639.4,32,2025-01-12
CUST-4913,Customer_913,Chennai,At Risk,24612.23,2,2025-09-28
CUST-4914,Customer_914,Chennai,At Risk,34004.28,8,2025-02-20
CUST-4915,Customer_915,Pune,Frequent Buyer,37455.59,12,2025-05-11
CUST-4916,Customer_916,Delhi,Frequent Buyer,40082.29,27,2025-12-14
CUST-4917,Customer_917,Bengaluru,High Value Loyal,77773.24,21,2025-04-03
CUST-4918,Customer_918,Mumbai,High Value Loyal,39007.98,7,2025-06-13
CUST-4919,Customer_919,Bengaluru,At Risk,111893.85,17,2025-07-12
CUST-4920,Customer_920,Delhi,High Value Loyal,27313.53,39,2025-10-28
CUST-4921,Customer_921,Ahmedabad,At Risk,64806.11,33,2025-07-17
CUST-4922,Customer_922,Delhi,Price Sensitive,9927.42,30,2025-10-11
CUST-4923,Customer_923,Hyderabad,High Value Loyal,61811.01,27,2025-11-21
CUST-4924,Customer_924,Ahmedabad,High Value Loyal,35472.07,38,2025-12-12
CUST-4925,Customer_925,Delhi,Frequent Buyer,95964.84,42,2025-03-06
CUST-4926,Customer_926,Surat,New Registrant,52326.38,6,2025-11-22
CUST-4927,Customer_927,Pune,Frequent Buyer,98402.99,10,2025-07-11
CUST-4928,Customer_928,Pune,Frequent Buyer,98297.9,35,2025-08-05
CUST-4929,Customer_929,Pune,At Risk,7619.53,30,2025-11-14
CUST-4930,Customer_930,Surat,Frequent Buyer,2566.51,31,2025-05-20
CUST-4931,Customer_931,Jaipur,Price Sensitive,105337.25,25,2025-06-29
CUST-4932,Customer_932,Ahmedabad,New Registrant,105483.81,19,2025-01-24
CUST-4933,Customer_933,Bengaluru,New Registrant,71477.49,20,2025-02-15
CUST-4934,Customer_934,Hyderabad,High Value Loyal,104236.02,36,2025-05-24
CUST-4935,Customer_935,Hyderabad,Frequent Buyer,77279.55,21,2025-12-16
CUST-4936,Customer_936,Chennai,Price Sensitive,122505.94,29,2025-05-20
CUST-4937,Customer_937,Ahmedabad,Price Sensitive,44349.65,30,2025-11-03
CUST-4938,Customer_938,Chennai,High Value Loyal,114467.23,9,2025-11-27
CUST-4939,Customer_939,Mumbai,New Registrant,60874.8,1,2025-12-11
CUST-4940,Customer_940,Bengaluru,At Risk,70584.36,45,2025-12-27
CUST-4941,Customer_941,Kolkata,At Risk,68421.1,42,2025-11-30
CUST-4942,Customer_942,Delhi,New Registrant,6291.07,43,2025-08-16
CUST-4943,Customer_943,Delhi,Price Sensitive,121574.78,25,2025-11-04
CUST-4944,Customer_944,Chennai,At Risk,24205.36,45,2025-01-05
CUST-4945,Customer_945,Delhi,At Risk,47883.88,13,2025-08-16
CUST-4946,Customer_946,Mumbai,Frequent Buyer,93535.19,18,2025-12-15
CUST-4947,Customer_947,Chennai,Frequent Buyer,13520.9,40,2025-11-17
CUST-4948,Customer_948,Surat,Frequent Buyer,31196.6,32,2025-07-05
CUST-4949,Customer_949,Mumbai,Price Sensitive,62872.64,39,2025-04-18
CUST-4950,Customer_950,Mumbai,Frequent Buyer,123072.28,41,2025-07-22
CUST-4951,Customer_951,Delhi,Price Sensitive,72215.02,32,2025-03-29
CUST-4952,Customer_952,Pune,Frequent Buyer,83330.21,37,2025-12-11
CUST-4953,Customer_953,Jaipur,New Registrant,24002.28,38,2025-03-07
CUST-4954,Customer_954,Delhi,Frequent Buyer,34304.0,37,2025-04-27
CUST-4955,Customer_955,Pune,Price Sensitive,26001.81,44,2025-01-12
CUST-4956,Customer_956,Pune,New Registrant,33482.83,36,2025-08-21
CUST-4957,Customer_957,Mumbai,At Risk,81018.37,42,2025-01-27
CUST-4958,Customer_958,Chennai,At Risk,105931.84,27,2025-05-21
CUST-4959,Customer_959,Delhi,New Registrant,59656.87,24,2025-09-22
CUST-4960,Customer_960,Mumbai,Frequent Buyer,8253.17,27,2025-09-30
CUST-4961,Customer_961,Kolkata,Price Sensitive,3132.01,13,2025-06-21
CUST-4962,Customer_962,Delhi,New Registrant,101439.93,15,2025-12-20
CUST-4963,Customer_963,Hyderabad,High Value Loyal,114831.91,13,2025-03-26
CUST-4964,Customer_964,Chennai,Price Sensitive,10198.41,41,2025-02-19
CUST-4965,Customer_965,Mumbai,At Risk,55413.75,2,2025-10-31
CUST-4966,Customer_966,Chennai,Price Sensitive,32776.31,31,2025-05-03
CUST-4967,Customer_967,Chennai,High Value Loyal,103150.14,34,2025-05-02
CUST-4968,Customer_968,Delhi,New Registrant,78396.9,7,2025-11-17
CUST-4969,Customer_969,Kolkata,New Registrant,17791.23,4,2025-01-18
CUST-4970,Customer_970,Hyderabad,Price Sensitive,111535.26,45,2025-02-03
CUST-4971,Customer_971,Bengaluru,High Value Loyal,115091.68,29,2025-01-29
CUST-4972,Customer_972,Surat,New Registrant,79207.69,5,2025-02-22
CUST-4973,Customer_973,Mumbai,New Registrant,8894.89,25,2025-07-25
CUST-4974,Customer_974,Delhi,New Registrant,94615.51,15,2025-11-03
CUST-4975,Customer_975,Jaipur,High Value Loyal,58042.88,30,2025-08-08
CUST-4976,Customer_976,Jaipur,New Registrant,14906.55,42,2025-12-12
CUST-4977,Customer_977,Mumbai,At Risk,65858.58,38,2025-04-09
CUST-4978,Customer_978,Delhi,High Value Loyal,4005.35,5,2025-10-31
CUST-4979,Customer_979,Ahmedabad,New Registrant,17932.75,33,2025-05-12
CUST-4980,Customer_980,Chennai,At Risk,61471.41,40,2025-08-16
CUST-4981,Customer_981,Bengaluru,Frequent Buyer,19364.91,3,2025-01-31
CUST-4982,Customer_982,Bengaluru,Price Sensitive,74103.98,33,2025-11-30
CUST-4983,Customer_983,Chennai,Price Sensitive,73999.08,35,2026-02-02
CUST-4984,Customer_984,Bengaluru,Frequent Buyer,60016.66,39,2025-06-25
CUST-4985,Customer_985,Surat,Price Sensitive,121358.2,34,2025-10-28
CUST-4986,Customer_986,Bengaluru,High Value Loyal,31579.95,36,2025-01-28
CUST-4987,Customer_987,Hyderabad,Price Sensitive,26437.37,13,2025-11-24
CUST-4988,Customer_988,Ahmedabad,High Value Loyal,44340.11,43,2025-09-01
CUST-4989,Customer_989,Kolkata,New Registrant,87320.7,38,2025-10-17
CUST-4990,Customer_990,Chennai,New Registrant,39204.87,22,2025-03-25
CUST-4991,Customer_991,Delhi,At Risk,109822.92,3,2025-09-11
CUST-4992,Customer_992,Ahmedabad,High Value Loyal,80748.96,45,2025-04-28
CUST-4993,Customer_993,Kolkata,New Registrant,28609.47,31,2026-01-12
CUST-4994,Customer_994,Chennai,At Risk,27651.25,12,2025-01-04
CUST-4995,Customer_995,Chennai,High Value Loyal,11532.07,2,2025-10-12
CUST-4996,Customer_996,Delhi,Frequent Buyer,38095.59,13,2025-11-20
CUST-4997,Customer_997,Jaipur,Price Sensitive,7878.34,2,2025-04-12
CUST-4998,Customer_998,Ahmedabad,Price Sensitive,23832.96,17,2026-01-04
CUST-4999,Customer_999,Bengaluru,Price Sensitive,106322.94,16,2025-04-02
CUST-5000,Customer_1000,Ahmedabad,High Value Loyal,24069.48,17,2025-02-21
