inventory_id,product_id,warehouse_location,quantity_on_hand,quantity_reserved,stock_age_days,last_restock_date
INV-6749,PRD-3249,WH-West-Mumbai,314,18,95,2025-01-26
INV-6750,PRD-3250,WH-Central-Nagpur,358,6,25,2025-03-27
INV-6751,PRD-3251,WH-East-Kolkata,498,31,114,2025-02-23
INV-6752,PRD-3252,WH-East-Kolkata,174,3,93,2025-01-23
INV-6753,PRD-3253,WH-East-Kolkata,331,26,22,2025-01-17
INV-6754,PRD-3254,WH-West-Mumbai,401,36,45,2025-03-12
INV-6755,PRD-3255,WH-West-Mumbai,420,20,127,2025-03-12
INV-6756,PRD-3256,WH-West-Mumbai,208,4,164,2025-01-08
INV-6757,PRD-3257,WH-North-Delhi,67,15,22,2025-03-28
INV-6758,PRD-3258,WH-West-Mumbai,200,30,165,2025-03-12
INV-6759,PRD-3259,WH-East-Kolkata,12,6,166,2025-03-03
INV-6760,PRD-3260,WH-East-Kolkata,104,21,67,2025-01-18
INV-6761,PRD-3261,WH-North-Delhi,101,31,36,2025-03-11
INV-6762,PRD-3262,WH-South-Bengaluru,299,9,23,2025-01-18
INV-6763,PRD-3263,WH-East-Kolkata,419,40,137,2025-04-03
INV-6764,PRD-3264,WH-South-Bengaluru,331,32,99,2025-02-23
INV-6765,PRD-3265,WH-North-Delhi,466,31,26,2025-01-11
INV-6766,PRD-3266,WH-South-Bengaluru,433,9,160,2025-02-09
INV-6767,PRD-3267,WH-North-Delhi,11,0,12,2025-04-06
INV-6768,PRD-3268,WH-North-Delhi,232,21,67,2025-03-14
INV-6769,PRD-3269,WH-Central-Nagpur,289,9,67,2025-03-31
INV-6770,PRD-3270,WH-West-Mumbai,106,9,71,2025-02-25
INV-6771,PRD-3271,WH-South-Bengaluru,306,40,133,2025-02-18
INV-6772,PRD-3272,WH-East-Kolkata,313,13,37,2025-03-03
INV-6773,PRD-3273,WH-Central-Nagpur,365,16,31,2025-03-04
INV-6774,PRD-3274,WH-Central-Nagpur,103,31,110,2025-02-13
INV-6775,PRD-3275,WH-Central-Nagpur,36,21,58,2025-03-09
INV-6776,PRD-3276,WH-North-Delhi,21,3,30,2025-04-10
INV-6777,PRD-3277,WH-South-Bengaluru,341,1,104,2025-02-15
INV-6778,PRD-3278,WH-North-Delhi,358,27,105,2025-02-07
INV-6779,PRD-3279,WH-North-Delhi,220,28,61,2025-02-17
INV-6780,PRD-3280,WH-West-Mumbai,412,9,129,2025-01-24
INV-6781,PRD-3281,WH-South-Bengaluru,161,22,61,2025-02-01
INV-6782,PRD-3282,WH-East-Kolkata,486,23,177,2025-02-20
INV-6783,PRD-3283,WH-South-Bengaluru,476,24,162,2025-03-02
INV-6784,PRD-3284,WH-East-Kolkata,133,33,117,2025-03-07
INV-6785,PRD-3285,WH-South-Bengaluru,301,27,45,2025-01-22
INV-6786,PRD-3286,WH-South-Bengaluru,416,36,78,2025-04-01
INV-6787,PRD-3287,WH-South-Bengaluru,425,7,10,2025-02-09
INV-6788,PRD-3288,WH-East-Kolkata,320,8,85,2025-01-01
INV-6789,PRD-3289,WH-East-Kolkata,296,8,150,2025-02-23
INV-6790,PRD-3290,WH-South-Bengaluru,196,34,90,2025-01-15
INV-6791,PRD-3291,WH-North-Delhi,419,3,112,2025-04-09
INV-6792,PRD-3292,WH-North-Delhi,384,28,111,2025-04-02
INV-6793,PRD-3293,WH-East-Kolkata,91,38,64,2025-04-05
INV-6794,PRD-3294,WH-South-Bengaluru,359,1,162,2025-02-26
INV-6795,PRD-3295,WH-Central-Nagpur,398,13,70,2025-03-29
INV-6796,PRD-3296,WH-South-Bengaluru,443,8,23,2025-01-17
INV-6797,PRD-3297,WH-Central-Nagpur,56,19,116,2025-04-11
INV-6798,PRD-3298,WH-South-Bengaluru,461,0,52,2025-01-19
INV-6799,PRD-3299,WH-North-Delhi,149,31,123,2025-03-12
INV-6800,PRD-3300,WH-West-Mumbai,146,22,131,2025-04-03
INV-6801,PRD-3301,WH-Central-Nagpur,237,8,100,2025-01-15
INV-6802,PRD-3302,WH-Central-Nagpur,149,3,122,2025-01-04
INV-6803,PRD-3303,WH-North-Delhi,117,39,140,2025-01-18
INV-6804,PRD-3304,WH-West-Mumbai,149,28,147,2025-03-29
INV-6805,PRD-3305,WH-North-Delhi,396,15,54,2025-02-26
INV-6806,PRD-3306,WH-North-Delhi,355,3,150,2025-03-31
INV-6807,PRD-3307,WH-South-Bengaluru,162,4,106,2025-03-04
INV-6808,PRD-3308,WH-East-Kolkata,392,28,8,2025-02-20
INV-6809,PRD-3309,WH-North-Delhi,208,40,61,2025-03-27
INV-6810,PRD-3310,WH-North-Delhi,434,33,114,2025-01-26
INV-6811,PRD-3311,WH-West-Mumbai,57,4,40,2025-01-20
INV-6812,PRD-3312,WH-West-Mumbai,420,3,178,2025-03-08
INV-6813,PRD-3313,WH-South-Bengaluru,257,17,37,2025-02-19
INV-6814,PRD-3314,WH-South-Bengaluru,395,34,57,2025-01-27
INV-6815,PRD-3315,WH-North-Delhi,216,28,177,2025-03-15
INV-6816,PRD-3316,WH-East-Kolkata,11,8,47,2025-03-30
INV-6817,PRD-3317,WH-Central-Nagpur,309,25,132,2025-04-03
INV-6818,PRD-3318,WH-West-Mumbai,357,13,102,2025-01-02
INV-6819,PRD-3319,WH-South-Bengaluru,327,16,160,2025-02-06
INV-6820,PRD-3320,WH-East-Kolkata,448,38,39,2025-01-04
INV-6821,PRD-3321,WH-Central-Nagpur,189,26,76,2025-03-14
INV-6822,PRD-3322,WH-West-Mumbai,58,12,42,2025-02-03
INV-6823,PRD-3323,WH-Central-Nagpur,189,5,149,2025-01-28
INV-6824,PRD-3324,WH-South-Bengaluru,25,20,5,2025-01-10
INV-6825,PRD-3325,WH-West-Mumbai,460,21,79,2025-02-20
INV-6826,PRD-3326,WH-West-Mumbai,243,22,140,2025-04-02
INV-6827,PRD-3327,WH-West-Mumbai,276,3,60,2025-03-09
INV-6828,PRD-3328,WH-Central-Nagpur,295,40,14,2025-02-06
INV-6829,PRD-3329,WH-South-Bengaluru,326,4,20,2025-02-06
INV-6830,PRD-3330,WH-West-Mumbai,139,15,21,2025-02-14
INV-6831,PRD-3331,WH-East-Kolkata,197,32,92,2025-01-10
INV-6832,PRD-3332,WH-North-Delhi,426,21,53,2025-03-08
INV-6833,PRD-3333,WH-West-Mumbai,140,32,170,2025-01-28
INV-6834,PRD-3334,WH-East-Kolkata,158,29,86,2025-02-15
INV-6835,PRD-3335,WH-Central-Nagpur,25,6,15,2025-03-21
INV-6836,PRD-3336,WH-West-Mumbai,52,25,137,2025-02-10
INV-6837,PRD-3337,WH-East-Kolkata,144,28,33,2025-03-04
INV-6838,PRD-3338,WH-East-Kolkata,281,16,14,2025-01-12
INV-6839,PRD-3339,WH-Central-Nagpur,19,4,123,2025-03-26
INV-6840,PRD-3340,WH-West-Mumbai,207,38,139,2025-03-30
INV-6841,PRD-3341,WH-Central-Nagpur,330,13,128,2025-03-31
INV-6842,PRD-3342,WH-West-Mumbai,223,5,32,2025-02-16
INV-6843,PRD-3343,WH-Central-Nagpur,475,24,113,2025-03-08
INV-6844,PRD-3344,WH-East-Kolkata,57,5,150,2025-03-15
INV-6845,PRD-3345,WH-East-Kolkata,423,24,117,2025-02-15
INV-6846,PRD-3346,WH-Central-Nagpur,376,33,56,2025-03-26
INV-6847,PRD-3347,WH-North-Delhi,81,26,21,2025-03-02
INV-6848,PRD-3348,WH-West-Mumbai,368,20,12,2025-02-12
INV-6849,PRD-3349,WH-Central-Nagpur,106,23,53,2025-02-02
INV-6850,PRD-3350,WH-South-Bengaluru,329,34,22,2025-03-17
INV-6851,PRD-3351,WH-South-Bengaluru,216,20,117,2025-04-01
INV-6852,PRD-3352,WH-North-Delhi,279,23,68,2025-02-16
INV-6853,PRD-3353,WH-North-Delhi,126,37,172,2025-03-17
INV-6854,PRD-3354,WH-Central-Nagpur,83,18,45,2025-02-19
INV-6855,PRD-3355,WH-East-Kolkata,337,9,29,2025-03-01
INV-6856,PRD-3356,WH-East-Kolkata,171,35,16,2025-01-09
INV-6857,PRD-3357,WH-South-Bengaluru,276,17,113,2025-02-24
INV-6858,PRD-3358,WH-Central-Nagpur,248,38,58,2025-01-01
INV-6859,PRD-3359,WH-North-Delhi,3,1,136,2025-02-13
INV-6860,PRD-3360,WH-North-Delhi,80,29,50,2025-03-03
INV-6861,PRD-3361,WH-East-Kolkata,220,37,148,2025-03-24
INV-6862,PRD-3362,WH-North-Delhi,130,20,22,2025-03-23
INV-6863,PRD-3363,WH-South-Bengaluru,415,3,47,2025-02-10
INV-6864,PRD-3364,WH-North-Delhi,447,33,99,2025-02-08
INV-6865,PRD-3365,WH-East-Kolkata,54,15,6,2025-03-11
INV-6866,PRD-3366,WH-East-Kolkata,418,12,6,2025-03-10
INV-6867,PRD-3367,WH-Central-Nagpur,473,30,37,2025-04-03
INV-6868,PRD-3368,WH-West-Mumbai,327,29,62,2025-03-13
INV-6869,PRD-3369,WH-North-Delhi,486,30,126,2025-03-02
INV-6870,PRD-3370,WH-East-Kolkata,470,7,35,2025-04-08
INV-6871,PRD-3371,WH-Central-Nagpur,149,8,86,2025-01-17
INV-6872,PRD-3372,WH-East-Kolkata,334,32,104,2025-01-26
INV-6873,PRD-3373,WH-West-Mumbai,399,38,20,2025-01-02
INV-6874,PRD-3374,WH-East-Kolkata,464,5,42,2025-01-10
INV-6875,PRD-3375,WH-West-Mumbai,423,9,76,2025-01-19
INV-6876,PRD-3376,WH-North-Delhi,151,18,130,2025-01-28
INV-6877,PRD-3377,WH-West-Mumbai,178,30,174,2025-02-27
INV-6878,PRD-3378,WH-East-Kolkata,48,39,114,2025-01-16
INV-6879,PRD-3379,WH-Central-Nagpur,298,40,126,2025-01-14
INV-6880,PRD-3380,WH-East-Kolkata,186,39,116,2025-02-14
INV-6881,PRD-3381,WH-East-Kolkata,206,29,109,2025-02-07
INV-6882,PRD-3382,WH-West-Mumbai,310,39,179,2025-02-18
INV-6883,PRD-3383,WH-Central-Nagpur,437,15,54,2025-02-06
INV-6884,PRD-3384,WH-South-Bengaluru,8,0,162,2025-04-02
INV-6885,PRD-3385,WH-South-Bengaluru,77,10,77,2025-01-18
INV-6886,PRD-3386,WH-East-Kolkata,349,23,55,2025-04-10
INV-6887,PRD-3387,WH-East-Kolkata,319,12,51,2025-01-17
INV-6888,PRD-3388,WH-West-Mumbai,296,4,71,2025-02-01
INV-6889,PRD-3389,WH-Central-Nagpur,360,0,122,2025-01-03
INV-6890,PRD-3390,WH-South-Bengaluru,354,18,127,2025-03-27
INV-6891,PRD-3391,WH-North-Delhi,215,3,34,2025-02-12
INV-6892,PRD-3392,WH-East-Kolkata,403,40,155,2025-01-15
INV-6893,PRD-3393,WH-West-Mumbai,464,21,14,2025-04-06
INV-6894,PRD-3394,WH-West-Mumbai,22,2,106,2025-04-01
INV-6895,PRD-3395,WH-North-Delhi,214,0,12,2025-03-06
INV-6896,PRD-3396,WH-West-Mumbai,68,25,94,2025-03-13
INV-6897,PRD-3397,WH-Central-Nagpur,367,13,176,2025-02-03
INV-6898,PRD-3398,WH-East-Kolkata,465,21,158,2025-02-28
INV-6899,PRD-3399,WH-Central-Nagpur,470,13,61,2025-02-10
INV-6900,PRD-3400,WH-South-Bengaluru,259,32,57,2025-02-15
INV-6901,PRD-3401,WH-East-Kolkata,457,5,158,2025-01-24
INV-6902,PRD-3402,WH-West-Mumbai,145,36,108,2025-03-02
INV-6903,PRD-3403,WH-Central-Nagpur,46,16,103,2025-02-01
INV-6904,PRD-3404,WH-Central-Nagpur,473,26,167,2025-02-19
INV-6905,PRD-3405,WH-South-Bengaluru,347,15,44,2025-01-03
INV-6906,PRD-3406,WH-North-Delhi,46,31,40,2025-03-26
INV-6907,PRD-3407,WH-East-Kolkata,216,23,42,2025-04-10
INV-6908,PRD-3408,WH-Central-Nagpur,72,19,105,2025-03-10
INV-6909,PRD-3409,WH-South-Bengaluru,135,37,47,2025-04-03
INV-6910,PRD-3410,WH-East-Kolkata,342,8,79,2025-01-01
INV-6911,PRD-3411,WH-West-Mumbai,415,2,177,2025-03-26
INV-6912,PRD-3412,WH-North-Delhi,10,8,105,2025-03-27
INV-6913,PRD-3413,WH-West-Mumbai,44,19,175,2025-04-06
INV-6914,PRD-3414,WH-East-Kolkata,404,1,86,2025-01-12
INV-6915,PRD-3415,WH-Central-Nagpur,12,8,91,2025-02-05
INV-6916,PRD-3416,WH-North-Delhi,421,9,131,2025-01-15
INV-6917,PRD-3417,WH-East-Kolkata,488,12,19,2025-03-24
INV-6918,PRD-3418,WH-North-Delhi,120,20,112,2025-03-25
INV-6919,PRD-3419,WH-North-Delhi,195,38,56,2025-01-02
INV-6920,PRD-3420,WH-West-Mumbai,464,3,19,2025-04-03
INV-6921,PRD-3421,WH-West-Mumbai,301,3,139,2025-03-18
INV-6922,PRD-3422,WH-Central-Nagpur,120,4,146,2025-02-26
INV-6923,PRD-3423,WH-Central-Nagpur,58,0,84,2025-03-10
INV-6924,PRD-3424,WH-West-Mumbai,88,33,169,2025-01-30
INV-6925,PRD-3425,WH-South-Bengaluru,357,17,21,2025-02-12
INV-6926,PRD-3426,WH-Central-Nagpur,450,38,51,2025-03-21
INV-6927,PRD-3427,WH-West-Mumbai,318,14,17,2025-02-03
INV-6928,PRD-3428,WH-North-Delhi,324,28,111,2025-02-24
INV-6929,PRD-3429,WH-West-Mumbai,124,26,105,2025-01-22
INV-6930,PRD-3430,WH-Central-Nagpur,469,1,136,2025-04-11
INV-6931,PRD-3431,WH-West-Mumbai,71,8,177,2025-03-23
INV-6932,PRD-3432,WH-East-Kolkata,266,4,94,2025-04-08
INV-6933,PRD-3433,WH-Central-Nagpur,155,29,70,2025-04-09
INV-6934,PRD-3434,WH-East-Kolkata,433,0,93,2025-04-02
INV-6935,PRD-3435,WH-North-Delhi,37,5,14,2025-02-14
INV-6936,PRD-3436,WH-Central-Nagpur,484,13,177,2025-04-10
INV-6937,PRD-3437,WH-North-Delhi,4,4,115,2025-03-05
INV-6938,PRD-3438,WH-North-Delhi,309,28,163,2025-03-06
INV-6939,PRD-3439,WH-South-Bengaluru,71,6,147,2025-03-16
INV-6940,PRD-3440,WH-West-Mumbai,382,19,40,2025-03-27
INV-6941,PRD-3441,WH-East-Kolkata,310,14,126,2025-02-22
INV-6942,PRD-3442,WH-South-Bengaluru,331,1,31,2025-02-21
INV-6943,PRD-3443,WH-East-Kolkata,218,30,30,2025-03-07
INV-6944,PRD-3444,WH-East-Kolkata,245,25,37,2025-03-26
INV-6945,PRD-3445,WH-Central-Nagpur,277,13,109,2025-01-31
INV-6946,PRD-3446,WH-East-Kolkata,278,33,175,2025-03-27
INV-6947,PRD-3447,WH-South-Bengaluru,12,1,172,2025-02-20
INV-6948,PRD-3448,WH-North-Delhi,235,25,49,2025-03-17
INV-6949,PRD-3449,WH-North-Delhi,94,27,115,2025-02-25
INV-6950,PRD-3450,WH-East-Kolkata,263,32,7,2025-03-14
INV-6951,PRD-3451,WH-North-Delhi,229,25,26,2025-02-20
INV-6952,PRD-3452,WH-South-Bengaluru,86,11,145,2025-03-24
INV-6953,PRD-3453,WH-Central-Nagpur,346,34,160,2025-01-01
INV-6954,PRD-3454,WH-East-Kolkata,149,37,154,2025-01-31
INV-6955,PRD-3455,WH-South-Bengaluru,289,34,32,2025-01-18
INV-6956,PRD-3456,WH-South-Bengaluru,174,39,127,2025-03-03
INV-6957,PRD-3457,WH-East-Kolkata,77,27,87,2025-03-19
INV-6958,PRD-3458,WH-East-Kolkata,194,18,11,2025-03-12
INV-6959,PRD-3459,WH-North-Delhi,467,35,99,2025-04-05
INV-6960,PRD-3460,WH-Central-Nagpur,12,5,12,2025-01-10
INV-6961,PRD-3461,WH-South-Bengaluru,63,28,32,2025-04-10
INV-6962,PRD-3462,WH-East-Kolkata,168,30,146,2025-03-16
INV-6963,PRD-3463,WH-North-Delhi,292,4,40,2025-03-17
INV-6964,PRD-3464,WH-South-Bengaluru,444,25,94,2025-01-12
INV-6965,PRD-3465,WH-Central-Nagpur,272,28,25,2025-03-24
INV-6966,PRD-3466,WH-West-Mumbai,430,19,139,2025-02-24
INV-6967,PRD-3467,WH-West-Mumbai,28,27,171,2025-02-16
INV-6968,PRD-3468,WH-West-Mumbai,2,2,159,2025-01-24
INV-6969,PRD-3469,WH-South-Bengaluru,138,38,168,2025-01-24
INV-6970,PRD-3470,WH-Central-Nagpur,485,28,148,2025-03-04
INV-6971,PRD-3471,WH-South-Bengaluru,327,29,17,2025-03-22
INV-6972,PRD-3472,WH-North-Delhi,328,1,41,2025-03-17
INV-6973,PRD-3473,WH-North-Delhi,9,1,31,2025-04-04
INV-6974,PRD-3474,WH-North-Delhi,174,40,8,2025-01-09
INV-6975,PRD-3475,WH-Central-Nagpur,200,40,14,2025-03-05
INV-6976,PRD-3476,WH-South-Bengaluru,87,36,10,2025-02-21
INV-6977,PRD-3477,WH-Central-Nagpur,176,9,51,2025-01-21
INV-6978,PRD-3478,WH-North-Delhi,435,12,109,2025-03-19
INV-6979,PRD-3479,WH-North-Delhi,420,7,167,2025-03-13
INV-6980,PRD-3480,WH-West-Mumbai,196,10,15,2025-01-02
INV-6981,PRD-3481,WH-East-Kolkata,327,12,10,2025-01-18
INV-6982,PRD-3482,WH-South-Bengaluru,402,11,103,2025-03-25
INV-6983,PRD-3483,WH-East-Kolkata,71,16,151,2025-02-27
INV-6984,PRD-3484,WH-South-Bengaluru,122,30,167,2025-02-06
INV-6985,PRD-3485,WH-West-Mumbai,357,20,131,2025-04-11
INV-6986,PRD-3486,WH-West-Mumbai,413,17,83,2025-02-20
INV-6987,PRD-3487,WH-Central-Nagpur,188,26,178,2025-04-10
INV-6988,PRD-3488,WH-East-Kolkata,130,3,102,2025-03-11
INV-6989,PRD-3489,WH-East-Kolkata,403,13,97,2025-03-24
INV-6990,PRD-3490,WH-South-Bengaluru,129,23,61,2025-02-02
INV-6991,PRD-3491,WH-South-Bengaluru,370,4,76,2025-02-18
INV-6992,PRD-3492,WH-East-Kolkata,458,35,142,2025-03-26
INV-6993,PRD-3493,WH-East-Kolkata,181,32,55,2025-03-27
INV-6994,PRD-3494,WH-South-Bengaluru,259,12,80,2025-03-13
INV-6995,PRD-3495,WH-North-Delhi,338,22,172,2025-03-12
INV-6996,PRD-3496,WH-East-Kolkata,322,10,111,2025-03-05
INV-6997,PRD-3497,WH-North-Delhi,222,25,81,2025-03-08
INV-6998,PRD-3498,WH-South-Bengaluru,123,9,12,2025-03-26
INV-6999,PRD-3499,WH-East-Kolkata,242,23,139,2025-03-02
INV-7000,PRD-3500,WH-West-Mumbai,473,32,160,2025-02-07
INV-7001,PRD-3001,WH-North-Delhi,81,26,161,2025-03-13
INV-7002,PRD-3002,WH-North-Delhi,336,16,81,2025-02-01
INV-7003,PRD-3003,WH-East-Kolkata,305,21,142,2025-01-05
INV-7004,PRD-3004,WH-South-Bengaluru,12,12,83,2025-02-10
INV-7005,PRD-3005,WH-West-Mumbai,184,2,157,2025-01-23
INV-7006,PRD-3006,WH-Central-Nagpur,137,25,123,2025-01-22
INV-7007,PRD-3007,WH-West-Mumbai,26,14,55,2025-02-05
INV-7008,PRD-3008,WH-North-Delhi,469,38,55,2025-03-14
INV-7009,PRD-3009,WH-West-Mumbai,356,29,119,2025-01-30
INV-7010,PRD-3010,WH-East-Kolkata,464,9,156,2025-02-10
INV-7011,PRD-3011,WH-South-Bengaluru,325,22,175,2025-03-22
INV-7012,PRD-3012,WH-West-Mumbai,123,35,12,2025-01-09
INV-7013,PRD-3013,WH-East-Kolkata,70,21,148,2025-02-14
INV-7014,PRD-3014,WH-West-Mumbai,181,2,178,2025-01-17
INV-7015,PRD-3015,WH-West-Mumbai,153,21,10,2025-03-26
INV-7016,PRD-3016,WH-North-Delhi,491,35,29,2025-02-09
INV-7017,PRD-3017,WH-North-Delhi,175,14,21,2025-01-18
INV-7018,PRD-3018,WH-East-Kolkata,305,16,180,2025-03-29
INV-7019,PRD-3019,WH-North-Delhi,422,14,130,2025-03-21
INV-7020,PRD-3020,WH-South-Bengaluru,96,5,30,2025-01-15
INV-7021,PRD-3021,WH-North-Delhi,122,22,152,2025-01-04
INV-7022,PRD-3022,WH-South-Bengaluru,444,10,107,2025-02-15
INV-7023,PRD-3023,WH-North-Delhi,453,29,72,2025-01-20
INV-7024,PRD-3024,WH-Central-Nagpur,222,24,51,2025-03-27
INV-7025,PRD-3025,WH-South-Bengaluru,56,3,139,2025-02-16
INV-7026,PRD-3026,WH-East-Kolkata,114,33,54,2025-03-12
INV-7027,PRD-3027,WH-South-Bengaluru,178,18,92,2025-01-11
INV-7028,PRD-3028,WH-South-Bengaluru,323,27,15,2025-03-19
INV-7029,PRD-3029,WH-West-Mumbai,299,14,87,2025-01-13
INV-7030,PRD-3030,WH-West-Mumbai,244,19,93,2025-02-15
INV-7031,PRD-3031,WH-South-Bengaluru,386,14,121,2025-03-31
INV-7032,PRD-3032,WH-West-Mumbai,472,26,39,2025-03-02
INV-7033,PRD-3033,WH-North-Delhi,278,6,111,2025-02-28
INV-7034,PRD-3034,WH-North-Delhi,126,28,69,2025-02-19
INV-7035,PRD-3035,WH-West-Mumbai,431,8,27,2025-03-27
INV-7036,PRD-3036,WH-South-Bengaluru,425,30,100,2025-02-24
INV-7037,PRD-3037,WH-North-Delhi,389,27,70,2025-01-13
INV-7038,PRD-3038,WH-North-Delhi,385,27,12,2025-03-07
INV-7039,PRD-3039,WH-South-Bengaluru,269,7,135,2025-04-11
INV-7040,PRD-3040,WH-East-Kolkata,200,10,8,2025-03-17
INV-7041,PRD-3041,WH-Central-Nagpur,477,3,113,2025-03-15
INV-7042,PRD-3042,WH-North-Delhi,42,38,115,2025-01-31
INV-7043,PRD-3043,WH-West-Mumbai,404,15,163,2025-03-18
INV-7044,PRD-3044,WH-South-Bengaluru,486,4,116,2025-04-06
INV-7045,PRD-3045,WH-East-Kolkata,481,3,84,2025-02-12
INV-7046,PRD-3046,WH-West-Mumbai,364,21,162,2025-03-17
INV-7047,PRD-3047,WH-Central-Nagpur,73,8,178,2025-04-01
INV-7048,PRD-3048,WH-East-Kolkata,225,14,178,2025-01-13
INV-7049,PRD-3049,WH-North-Delhi,487,13,76,2025-04-11
INV-7050,PRD-3050,WH-North-Delhi,423,33,147,2025-03-09
INV-7051,PRD-3051,WH-West-Mumbai,157,32,93,2025-01-12
INV-7052,PRD-3052,WH-South-Bengaluru,332,9,19,2025-01-19
INV-7053,PRD-3053,WH-South-Bengaluru,311,15,107,2025-02-08
INV-7054,PRD-3054,WH-South-Bengaluru,23,21,42,2025-03-12
INV-7055,PRD-3055,WH-North-Delhi,402,15,32,2025-02-01
INV-7056,PRD-3056,WH-South-Bengaluru,67,30,97,2025-04-09
INV-7057,PRD-3057,WH-South-Bengaluru,226,24,124,2025-01-24
INV-7058,PRD-3058,WH-Central-Nagpur,312,4,33,2025-04-02
INV-7059,PRD-3059,WH-South-Bengaluru,149,37,11,2025-04-06
INV-7060,PRD-3060,WH-South-Bengaluru,321,16,54,2025-01-11
INV-7061,PRD-3061,WH-Central-Nagpur,435,12,170,2025-02-08
INV-7062,PRD-3062,WH-North-Delhi,223,39,100,2025-01-29
INV-7063,PRD-3063,WH-West-Mumbai,453,2,180,2025-03-25
INV-7064,PRD-3064,WH-North-Delhi,340,37,128,2025-03-03
INV-7065,PRD-3065,WH-West-Mumbai,347,6,87,2025-01-03
INV-7066,PRD-3066,WH-East-Kolkata,75,37,34,2025-03-28
INV-7067,PRD-3067,WH-East-Kolkata,309,8,104,2025-04-11
INV-7068,PRD-3068,WH-South-Bengaluru,414,4,120,2025-01-28
INV-7069,PRD-3069,WH-North-Delhi,260,7,114,2025-01-19
INV-7070,PRD-3070,WH-Central-Nagpur,42,3,133,2025-03-04
INV-7071,PRD-3071,WH-North-Delhi,419,39,44,2025-01-21
INV-7072,PRD-3072,WH-West-Mumbai,303,35,68,2025-02-20
INV-7073,PRD-3073,WH-Central-Nagpur,460,4,87,2025-02-26
INV-7074,PRD-3074,WH-North-Delhi,347,29,116,2025-04-10
INV-7075,PRD-3075,WH-East-Kolkata,58,1,96,2025-01-18
INV-7076,PRD-3076,WH-Central-Nagpur,263,28,129,2025-01-01
INV-7077,PRD-3077,WH-East-Kolkata,329,18,93,2025-03-18
INV-7078,PRD-3078,WH-Central-Nagpur,430,5,100,2025-01-26
INV-7079,PRD-3079,WH-West-Mumbai,130,17,86,2025-01-07
INV-7080,PRD-3080,WH-West-Mumbai,414,11,6,2025-01-17
INV-7081,PRD-3081,WH-East-Kolkata,380,33,67,2025-03-13
INV-7082,PRD-3082,WH-East-Kolkata,284,39,13,2025-01-28
INV-7083,PRD-3083,WH-South-Bengaluru,326,22,19,2025-01-22
INV-7084,PRD-3084,WH-Central-Nagpur,161,32,107,2025-02-27
INV-7085,PRD-3085,WH-East-Kolkata,24,7,171,2025-04-10
INV-7086,PRD-3086,WH-West-Mumbai,139,0,159,2025-04-10
INV-7087,PRD-3087,WH-North-Delhi,139,26,180,2025-03-30
INV-7088,PRD-3088,WH-East-Kolkata,347,22,81,2025-03-22
INV-7089,PRD-3089,WH-West-Mumbai,274,9,66,2025-04-11
INV-7090,PRD-3090,WH-East-Kolkata,277,32,29,2025-01-06
INV-7091,PRD-3091,WH-West-Mumbai,454,15,145,2025-03-27
INV-7092,PRD-3092,WH-North-Delhi,228,11,23,2025-01-07
INV-7093,PRD-3093,WH-South-Bengaluru,51,15,67,2025-02-05
INV-7094,PRD-3094,WH-East-Kolkata,30,3,144,2025-02-09
INV-7095,PRD-3095,WH-North-Delhi,76,0,30,2025-01-31
INV-7096,PRD-3096,WH-Central-Nagpur,336,35,48,2025-02-16
INV-7097,PRD-3097,WH-North-Delhi,88,2,145,2025-04-05
INV-7098,PRD-3098,WH-North-Delhi,350,4,177,2025-02-19
INV-7099,PRD-3099,WH-Central-Nagpur,62,40,110,2025-01-29
INV-7100,PRD-3100,WH-East-Kolkata,430,0,65,2025-03-10
INV-7101,PRD-3101,WH-Central-Nagpur,346,5,171,2025-03-31
INV-7102,PRD-3102,WH-East-Kolkata,125,24,158,2025-01-02
INV-7103,PRD-3103,WH-East-Kolkata,383,32,156,2025-04-01
INV-7104,PRD-3104,WH-South-Bengaluru,331,31,114,2025-03-03
INV-7105,PRD-3105,WH-North-Delhi,23,1,10,2025-02-15
INV-7106,PRD-3106,WH-North-Delhi,41,16,30,2025-04-10
INV-7107,PRD-3107,WH-West-Mumbai,494,30,7,2025-02-28
INV-7108,PRD-3108,WH-West-Mumbai,222,15,73,2025-03-13
INV-7109,PRD-3109,WH-South-Bengaluru,446,1,172,2025-03-27
INV-7110,PRD-3110,WH-Central-Nagpur,429,38,87,2025-01-14
INV-7111,PRD-3111,WH-North-Delhi,110,29,6,2025-03-09
INV-7112,PRD-3112,WH-South-Bengaluru,41,7,154,2025-04-07
INV-7113,PRD-3113,WH-West-Mumbai,318,16,169,2025-02-08
INV-7114,PRD-3114,WH-South-Bengaluru,132,23,112,2025-03-19
INV-7115,PRD-3115,WH-East-Kolkata,72,39,106,2025-02-14
INV-7116,PRD-3116,WH-South-Bengaluru,199,7,158,2025-01-24
INV-7117,PRD-3117,WH-East-Kolkata,219,31,25,2025-01-31
INV-7118,PRD-3118,WH-East-Kolkata,228,7,177,2025-03-06
INV-7119,PRD-3119,WH-Central-Nagpur,212,9,113,2025-01-31
INV-7120,PRD-3120,WH-Central-Nagpur,181,25,32,2025-01-18
INV-7121,PRD-3121,WH-East-Kolkata,391,24,117,2025-03-11
INV-7122,PRD-3122,WH-North-Delhi,481,1,100,2025-02-16
INV-7123,PRD-3123,WH-East-Kolkata,106,29,30,2025-01-26
