movement_id,product_id,movement_type,quantity_changed,movement_date,reference_doc
MOV-1042,PRD-3467,Warehouse Transfer,-7,2025-04-25,REF-12335
MOV-1043,PRD-3118,Warehouse Transfer,-19,2025-07-14,REF-89002
MOV-1044,PRD-3056,Sales Outbound,-36,2025-02-19,REF-57819
MOV-1045,PRD-3028,PO Inbound,49,2025-05-10,REF-52665
MOV-1046,PRD-3134,Shrinkage Adjustment,-25,2025-03-20,REF-58456
MOV-1047,PRD-3225,Sales Outbound,-8,2025-03-21,REF-55767
MOV-1048,PRD-3113,Shrinkage Adjustment,-7,2025-03-07,REF-67851
MOV-1049,PRD-3207,Warehouse Transfer,-33,2025-08-20,REF-61729
MOV-1050,PRD-3089,Sales Outbound,-49,2025-10-27,REF-56485
MOV-1051,PRD-3476,Shrinkage Adjustment,-48,2025-10-27,REF-50511
MOV-1052,PRD-3251,Return Inbound,47,2025-01-20,REF-82793
MOV-1053,PRD-3031,Warehouse Transfer,-42,2025-09-16,REF-90857
MOV-1054,PRD-3402,Shrinkage Adjustment,-8,2025-08-27,REF-40348
MOV-1055,PRD-3334,Sales Outbound,-6,2025-06-22,REF-75016
MOV-1056,PRD-3049,Shrinkage Adjustment,-3,2025-05-23,REF-32608
MOV-1057,PRD-3196,PO Inbound,34,2025-05-10,REF-68693
MOV-1058,PRD-3045,Shrinkage Adjustment,-22,2025-01-19,REF-44722
MOV-1059,PRD-3135,PO Inbound,48,2025-04-05,REF-66379
MOV-1060,PRD-3134,Return Inbound,45,2025-09-14,REF-92951
MOV-1061,PRD-3074,Warehouse Transfer,-27,2025-05-27,REF-58380
MOV-1062,PRD-3132,PO Inbound,85,2025-10-21,REF-25008
MOV-1063,PRD-3428,Sales Outbound,-47,2025-08-26,REF-83099
MOV-1064,PRD-3023,Return Inbound,77,2025-09-17,REF-73583
MOV-1065,PRD-3425,Shrinkage Adjustment,-9,2025-01-11,REF-89028
MOV-1066,PRD-3097,Warehouse Transfer,-13,2025-08-16,REF-42313
MOV-1067,PRD-3305,Shrinkage Adjustment,-21,2025-03-26,REF-50954
MOV-1068,PRD-3461,Sales Outbound,-31,2025-08-02,REF-10318
MOV-1069,PRD-3361,Shrinkage Adjustment,-19,2025-03-03,REF-50762
MOV-1070,PRD-3224,Return Inbound,98,2025-05-19,REF-10445
MOV-1071,PRD-3408,Sales Outbound,-28,2025-03-05,REF-34947
MOV-1072,PRD-3181,Sales Outbound,-19,2025-03-21,REF-52670
MOV-1073,PRD-3181,Return Inbound,50,2025-02-14,REF-83005
MOV-1074,PRD-3102,Sales Outbound,-28,2025-03-20,REF-21571
MOV-1075,PRD-3107,Warehouse Transfer,-17,2025-03-04,REF-57197
MOV-1076,PRD-3177,PO Inbound,2,2025-10-22,REF-97426
MOV-1077,PRD-3181,Return Inbound,17,2025-07-05,REF-28528
MOV-1078,PRD-3444,Shrinkage Adjustment,-22,2025-01-04,REF-58207
MOV-1079,PRD-3206,Warehouse Transfer,-33,2025-02-01,REF-76919
MOV-1080,PRD-3464,Return Inbound,83,2025-09-27,REF-32534
MOV-1081,PRD-3357,PO Inbound,57,2025-03-22,REF-71710
MOV-1082,PRD-3037,Sales Outbound,-26,2025-04-07,REF-36938
MOV-1083,PRD-3158,PO Inbound,89,2025-04-05,REF-96058
MOV-1084,PRD-3317,Sales Outbound,-32,2025-09-29,REF-23804
MOV-1085,PRD-3376,Sales Outbound,-10,2025-07-28,REF-71585
MOV-1086,PRD-3082,Shrinkage Adjustment,-16,2025-05-05,REF-30270
MOV-1087,PRD-3450,Shrinkage Adjustment,-9,2025-08-18,REF-68609
MOV-1088,PRD-3469,Shrinkage Adjustment,-29,2025-05-30,REF-66939
MOV-1089,PRD-3452,Warehouse Transfer,-22,2025-09-17,REF-76676
MOV-1090,PRD-3441,PO Inbound,75,2025-05-30,REF-60436
MOV-1091,PRD-3276,Shrinkage Adjustment,-41,2025-08-23,REF-48564
MOV-1092,PRD-3299,Sales Outbound,-37,2025-05-29,REF-45191
MOV-1093,PRD-3311,Warehouse Transfer,-13,2025-02-07,REF-36378
MOV-1094,PRD-3214,Shrinkage Adjustment,-23,2025-09-11,REF-30576
MOV-1095,PRD-3444,Shrinkage Adjustment,-27,2025-09-16,REF-44161
MOV-1096,PRD-3364,Warehouse Transfer,-1,2025-06-19,REF-40134
MOV-1097,PRD-3208,Shrinkage Adjustment,-29,2025-09-14,REF-37425
MOV-1098,PRD-3391,Sales Outbound,-3,2025-04-08,REF-19914
MOV-1099,PRD-3204,PO Inbound,92,2025-04-16,REF-24064
MOV-1100,PRD-3248,Shrinkage Adjustment,-39,2025-01-08,REF-54766
MOV-1101,PRD-3125,Return Inbound,6,2025-04-17,REF-82689
MOV-1102,PRD-3349,Warehouse Transfer,-15,2025-04-07,REF-36175
MOV-1103,PRD-3053,Return Inbound,86,2025-02-19,REF-77120
MOV-1104,PRD-3009,PO Inbound,51,2025-07-26,REF-46640
MOV-1105,PRD-3277,PO Inbound,21,2025-05-08,REF-65492
MOV-1106,PRD-3070,Warehouse Transfer,-4,2025-03-03,REF-88248
MOV-1107,PRD-3114,Warehouse Transfer,-34,2025-07-07,REF-35421
MOV-1108,PRD-3037,PO Inbound,46,2025-05-22,REF-97575
MOV-1109,PRD-3458,Sales Outbound,-37,2025-09-05,REF-81326
MOV-1110,PRD-3466,PO Inbound,47,2025-09-06,REF-42252
MOV-1111,PRD-3134,PO Inbound,41,2025-10-24,REF-21070
MOV-1112,PRD-3012,Shrinkage Adjustment,-50,2025-08-07,REF-11613
MOV-1113,PRD-3257,Shrinkage Adjustment,-12,2025-05-01,REF-59814
MOV-1114,PRD-3181,PO Inbound,38,2025-07-23,REF-14964
MOV-1115,PRD-3487,Sales Outbound,-27,2025-03-31,REF-28815
MOV-1116,PRD-3160,Shrinkage Adjustment,-36,2025-03-09,REF-28953
MOV-1117,PRD-3478,Return Inbound,14,2025-10-09,REF-29191
MOV-1118,PRD-3445,Shrinkage Adjustment,-42,2025-02-20,REF-42075
MOV-1119,PRD-3173,PO Inbound,54,2025-03-06,REF-18527
MOV-1120,PRD-3031,Warehouse Transfer,-19,2025-01-17,REF-20143
MOV-1121,PRD-3166,Shrinkage Adjustment,-40,2025-10-25,REF-75066
MOV-1122,PRD-3473,PO Inbound,51,2025-03-11,REF-90626
MOV-1123,PRD-3453,Warehouse Transfer,-5,2025-01-20,REF-83968
MOV-1124,PRD-3314,Shrinkage Adjustment,-42,2025-07-01,REF-34108
MOV-1125,PRD-3445,Shrinkage Adjustment,-34,2025-07-22,REF-64840
MOV-1126,PRD-3478,Return Inbound,7,2025-10-01,REF-38104
MOV-1127,PRD-3215,Warehouse Transfer,-6,2025-07-20,REF-83027
MOV-1128,PRD-3477,Sales Outbound,-8,2025-05-29,REF-15501
MOV-1129,PRD-3227,Sales Outbound,-31,2025-04-11,REF-17066
MOV-1130,PRD-3270,Shrinkage Adjustment,-6,2025-05-24,REF-35910
MOV-1131,PRD-3297,PO Inbound,25,2025-01-06,REF-89006
MOV-1132,PRD-3458,Sales Outbound,-2,2025-01-27,REF-54733
MOV-1133,PRD-3433,Shrinkage Adjustment,-12,2025-07-23,REF-15185
MOV-1134,PRD-3247,PO Inbound,81,2025-04-01,REF-95455
MOV-1135,PRD-3480,Return Inbound,64,2025-05-27,REF-77327
MOV-1136,PRD-3423,Return Inbound,84,2025-08-18,REF-91749
MOV-1137,PRD-3268,Warehouse Transfer,-34,2025-03-29,REF-18272
MOV-1138,PRD-3119,Sales Outbound,-30,2025-04-27,REF-79854
MOV-1139,PRD-3061,Return Inbound,23,2025-03-20,REF-88126
MOV-1140,PRD-3402,Sales Outbound,-12,2025-03-11,REF-85352
MOV-1141,PRD-3233,Sales Outbound,-50,2025-06-17,REF-43544
MOV-1142,PRD-3020,PO Inbound,38,2025-05-08,REF-82177
MOV-1143,PRD-3351,Return Inbound,63,2025-07-08,REF-48225
MOV-1144,PRD-3121,PO Inbound,65,2025-10-02,REF-62667
MOV-1145,PRD-3404,Return Inbound,47,2025-05-18,REF-69575
MOV-1146,PRD-3280,PO Inbound,8,2025-09-01,REF-92467
MOV-1147,PRD-3426,Warehouse Transfer,-12,2025-05-19,REF-66164
MOV-1148,PRD-3111,Shrinkage Adjustment,-27,2025-09-25,REF-41743
MOV-1149,PRD-3245,Return Inbound,47,2025-07-07,REF-94977
MOV-1150,PRD-3009,Return Inbound,44,2025-10-06,REF-41982
MOV-1151,PRD-3277,Shrinkage Adjustment,-24,2025-01-20,REF-11784
MOV-1152,PRD-3448,Shrinkage Adjustment,-48,2025-08-26,REF-14108
MOV-1153,PRD-3316,Warehouse Transfer,-4,2025-04-07,REF-25147
MOV-1154,PRD-3228,Sales Outbound,-7,2025-02-09,REF-39756
MOV-1155,PRD-3393,Return Inbound,76,2025-09-14,REF-10309
MOV-1156,PRD-3145,Sales Outbound,-14,2025-05-02,REF-24416
MOV-1157,PRD-3413,Return Inbound,87,2025-08-04,REF-86111
MOV-1158,PRD-3216,Return Inbound,3,2025-03-01,REF-16391
MOV-1159,PRD-3043,Return Inbound,52,2025-01-16,REF-21879
MOV-1160,PRD-3454,Warehouse Transfer,-44,2025-04-13,REF-37367
MOV-1161,PRD-3168,Sales Outbound,-1,2025-08-11,REF-31807
MOV-1162,PRD-3090,Shrinkage Adjustment,-4,2025-10-18,REF-37140
MOV-1163,PRD-3040,Shrinkage Adjustment,-48,2025-05-22,REF-27098
MOV-1164,PRD-3390,Shrinkage Adjustment,-26,2025-04-27,REF-40291
MOV-1165,PRD-3060,Shrinkage Adjustment,-7,2025-05-30,REF-16879
MOV-1166,PRD-3463,Warehouse Transfer,-10,2025-04-08,REF-23815
MOV-1167,PRD-3004,PO Inbound,61,2025-02-13,REF-68835
MOV-1168,PRD-3062,Warehouse Transfer,-38,2025-06-01,REF-51475
MOV-1169,PRD-3239,Return Inbound,6,2025-06-21,REF-24435
MOV-1170,PRD-3310,Warehouse Transfer,-24,2025-01-15,REF-82624
MOV-1171,PRD-3038,Warehouse Transfer,-46,2025-01-06,REF-10744
MOV-1172,PRD-3431,Return Inbound,53,2025-08-14,REF-40507
MOV-1173,PRD-3327,Return Inbound,21,2025-08-02,REF-39600
MOV-1174,PRD-3187,Warehouse Transfer,-24,2025-02-14,REF-71845
MOV-1175,PRD-3410,Shrinkage Adjustment,-16,2025-07-05,REF-33870
MOV-1176,PRD-3136,PO Inbound,31,2025-01-15,REF-29670
MOV-1177,PRD-3361,Sales Outbound,-34,2025-07-12,REF-72775
MOV-1178,PRD-3051,PO Inbound,51,2025-08-01,REF-52799
MOV-1179,PRD-3381,Shrinkage Adjustment,-2,2025-03-28,REF-48646
MOV-1180,PRD-3298,Sales Outbound,-13,2025-07-07,REF-68425
MOV-1181,PRD-3226,Shrinkage Adjustment,-19,2025-02-11,REF-97070
MOV-1182,PRD-3155,Warehouse Transfer,-3,2025-07-08,REF-71711
MOV-1183,PRD-3044,Shrinkage Adjustment,-22,2025-04-09,REF-29812
MOV-1184,PRD-3066,Shrinkage Adjustment,-44,2025-09-10,REF-98826
MOV-1185,PRD-3394,Return Inbound,21,2025-07-21,REF-25993
MOV-1186,PRD-3162,Warehouse Transfer,-30,2025-09-25,REF-91847
MOV-1187,PRD-3361,Warehouse Transfer,-39,2025-03-01,REF-62565
MOV-1188,PRD-3418,Warehouse Transfer,-16,2025-02-20,REF-72567
MOV-1189,PRD-3498,PO Inbound,41,2025-02-28,REF-22270
MOV-1190,PRD-3035,Return Inbound,21,2025-05-15,REF-25205
MOV-1191,PRD-3081,Return Inbound,90,2025-09-14,REF-50862
MOV-1192,PRD-3187,Return Inbound,54,2025-08-14,REF-38420
MOV-1193,PRD-3039,Sales Outbound,-29,2025-02-08,REF-71598
MOV-1194,PRD-3459,Return Inbound,12,2025-10-21,REF-10071
MOV-1195,PRD-3350,Shrinkage Adjustment,-26,2025-06-14,REF-50667
MOV-1196,PRD-3464,Return Inbound,84,2025-01-28,REF-81139
MOV-1197,PRD-3181,Shrinkage Adjustment,-48,2025-01-03,REF-35173
MOV-1198,PRD-3131,PO Inbound,16,2025-02-16,REF-74608
MOV-1199,PRD-3207,PO Inbound,60,2025-01-15,REF-60718
MOV-1200,PRD-3054,Sales Outbound,-42,2025-01-19,REF-24857
MOV-1201,PRD-3054,Sales Outbound,-29,2025-04-20,REF-79764
MOV-1202,PRD-3114,PO Inbound,86,2025-09-25,REF-92767
MOV-1203,PRD-3425,PO Inbound,59,2025-03-25,REF-13881
MOV-1204,PRD-3481,Sales Outbound,-21,2025-08-29,REF-86956
MOV-1205,PRD-3195,Return Inbound,55,2025-05-13,REF-11601
MOV-1206,PRD-3016,PO Inbound,73,2025-02-02,REF-97255
MOV-1207,PRD-3397,Return Inbound,38,2025-03-08,REF-62272
MOV-1208,PRD-3371,PO Inbound,91,2025-08-13,REF-82476
MOV-1209,PRD-3420,Sales Outbound,-19,2025-02-08,REF-26118
MOV-1210,PRD-3216,Return Inbound,27,2025-05-19,REF-32613
MOV-1211,PRD-3156,PO Inbound,16,2025-05-10,REF-72000
MOV-1212,PRD-3163,Return Inbound,85,2025-07-22,REF-67212
MOV-1213,PRD-3074,Return Inbound,97,2025-09-28,REF-29117
MOV-1214,PRD-3065,Sales Outbound,-4,2025-08-06,REF-48515
MOV-1215,PRD-3065,PO Inbound,11,2025-08-05,REF-77005
MOV-1216,PRD-3134,Shrinkage Adjustment,-4,2025-04-25,REF-77963
MOV-1217,PRD-3414,Warehouse Transfer,-23,2025-02-20,REF-92301
MOV-1218,PRD-3360,Return Inbound,79,2025-03-18,REF-41203
MOV-1219,PRD-3143,Shrinkage Adjustment,-26,2025-06-13,REF-29249
MOV-1220,PRD-3034,Shrinkage Adjustment,-19,2025-08-06,REF-43701
MOV-1221,PRD-3167,Sales Outbound,-49,2025-04-30,REF-22917
MOV-1222,PRD-3485,Shrinkage Adjustment,-49,2025-05-19,REF-86085
MOV-1223,PRD-3406,Return Inbound,2,2025-08-09,REF-14421
MOV-1224,PRD-3399,Return Inbound,83,2025-05-28,REF-23552
MOV-1225,PRD-3050,Sales Outbound,-31,2025-02-23,REF-39329
MOV-1226,PRD-3329,Return Inbound,83,2025-08-06,REF-41732
MOV-1227,PRD-3324,PO Inbound,97,2025-01-07,REF-75059
MOV-1228,PRD-3279,Warehouse Transfer,-44,2025-01-24,REF-93751
MOV-1229,PRD-3248,Warehouse Transfer,-28,2025-10-23,REF-99718
MOV-1230,PRD-3384,Return Inbound,58,2025-07-12,REF-17014
MOV-1231,PRD-3058,Warehouse Transfer,-50,2025-09-27,REF-39808
MOV-1232,PRD-3008,Return Inbound,14,2025-06-15,REF-93099
MOV-1233,PRD-3440,Return Inbound,82,2025-05-26,REF-74022
MOV-1234,PRD-3157,Shrinkage Adjustment,-16,2025-05-02,REF-45057
MOV-1235,PRD-3360,Sales Outbound,-24,2025-08-29,REF-42585
MOV-1236,PRD-3222,Warehouse Transfer,-31,2025-01-18,REF-22291
MOV-1237,PRD-3341,Shrinkage Adjustment,-33,2025-07-04,REF-30478
MOV-1238,PRD-3429,Return Inbound,31,2025-02-09,REF-97262
MOV-1239,PRD-3415,Shrinkage Adjustment,-21,2025-01-25,REF-43307
MOV-1240,PRD-3003,Warehouse Transfer,-14,2025-08-31,REF-12430
MOV-1241,PRD-3043,PO Inbound,67,2025-06-17,REF-91445
MOV-1242,PRD-3204,Warehouse Transfer,-37,2025-08-18,REF-45214
MOV-1243,PRD-3330,PO Inbound,95,2025-07-03,REF-32171
MOV-1244,PRD-3290,PO Inbound,42,2025-07-01,REF-14261
MOV-1245,PRD-3307,Return Inbound,62,2025-10-20,REF-30075
MOV-1246,PRD-3258,PO Inbound,68,2025-05-17,REF-68577
MOV-1247,PRD-3374,Sales Outbound,-25,2025-07-23,REF-76234
MOV-1248,PRD-3026,Shrinkage Adjustment,-14,2025-03-30,REF-47751
MOV-1249,PRD-3040,Shrinkage Adjustment,-41,2025-02-18,REF-21846
MOV-1250,PRD-3306,Return Inbound,35,2025-01-19,REF-93395
MOV-1251,PRD-3425,Shrinkage Adjustment,-12,2025-09-07,REF-77213
MOV-1252,PRD-3331,Warehouse Transfer,-2,2025-09-19,REF-79827
MOV-1253,PRD-3377,PO Inbound,51,2025-09-15,REF-36395
MOV-1254,PRD-3046,PO Inbound,20,2025-03-02,REF-70338
MOV-1255,PRD-3480,Warehouse Transfer,-22,2025-03-13,REF-82667
MOV-1256,PRD-3077,Sales Outbound,-14,2025-05-04,REF-20657
MOV-1257,PRD-3095,Return Inbound,50,2025-09-06,REF-75322
MOV-1258,PRD-3071,Return Inbound,1,2025-04-20,REF-78039
MOV-1259,PRD-3436,Return Inbound,97,2025-08-08,REF-26159
MOV-1260,PRD-3218,Sales Outbound,-45,2025-08-24,REF-25221
MOV-1261,PRD-3491,Return Inbound,12,2025-04-08,REF-46604
MOV-1262,PRD-3406,Sales Outbound,-32,2025-09-11,REF-34723
MOV-1263,PRD-3074,Sales Outbound,-21,2025-09-09,REF-40477
MOV-1264,PRD-3359,Shrinkage Adjustment,-17,2025-04-03,REF-23268
MOV-1265,PRD-3347,Return Inbound,93,2025-03-19,REF-11555
MOV-1266,PRD-3312,Return Inbound,24,2025-01-18,REF-67578
MOV-1267,PRD-3305,Sales Outbound,-31,2025-05-14,REF-24671
MOV-1268,PRD-3190,Warehouse Transfer,-30,2025-02-03,REF-90951
MOV-1269,PRD-3363,Warehouse Transfer,-19,2025-03-15,REF-54876
MOV-1270,PRD-3026,Return Inbound,73,2025-03-11,REF-96912
MOV-1271,PRD-3492,Return Inbound,29,2025-01-02,REF-85324
MOV-1272,PRD-3187,Return Inbound,89,2025-10-08,REF-74447
MOV-1273,PRD-3254,Warehouse Transfer,-46,2025-04-25,REF-61823
MOV-1274,PRD-3152,Sales Outbound,-32,2025-04-18,REF-70336
MOV-1275,PRD-3300,Return Inbound,59,2025-03-18,REF-39167
MOV-1276,PRD-3267,PO Inbound,55,2025-02-06,REF-26732
MOV-1277,PRD-3299,Sales Outbound,-6,2025-05-03,REF-52024
MOV-1278,PRD-3054,PO Inbound,85,2025-02-07,REF-41375
MOV-1279,PRD-3336,Sales Outbound,-4,2025-02-24,REF-13851
MOV-1280,PRD-3244,Return Inbound,25,2025-07-10,REF-98656
MOV-1281,PRD-3023,Sales Outbound,-17,2025-07-27,REF-85598
MOV-1282,PRD-3143,Warehouse Transfer,-50,2025-05-28,REF-23577
MOV-1283,PRD-3088,Sales Outbound,-9,2025-03-06,REF-33771
MOV-1284,PRD-3117,Sales Outbound,-3,2025-10-13,REF-73451
MOV-1285,PRD-3403,Sales Outbound,-34,2025-06-14,REF-72195
MOV-1286,PRD-3031,Warehouse Transfer,-20,2025-04-17,REF-86646
MOV-1287,PRD-3426,PO Inbound,32,2025-09-03,REF-11564
MOV-1288,PRD-3270,Return Inbound,72,2025-08-14,REF-78049
MOV-1289,PRD-3106,Shrinkage Adjustment,-40,2025-03-28,REF-26239
MOV-1290,PRD-3116,PO Inbound,55,2025-10-11,REF-34353
MOV-1291,PRD-3072,Shrinkage Adjustment,-42,2025-01-28,REF-77615
MOV-1292,PRD-3004,Warehouse Transfer,-39,2025-04-18,REF-68507
MOV-1293,PRD-3035,Return Inbound,14,2025-04-29,REF-19766
MOV-1294,PRD-3474,Shrinkage Adjustment,-35,2025-06-04,REF-45383
MOV-1295,PRD-3366,Warehouse Transfer,-35,2025-10-14,REF-42289
MOV-1296,PRD-3277,PO Inbound,26,2025-08-16,REF-93617
MOV-1297,PRD-3143,Shrinkage Adjustment,-48,2025-04-29,REF-81267
MOV-1298,PRD-3064,PO Inbound,29,2025-04-17,REF-68377
MOV-1299,PRD-3032,Return Inbound,74,2025-05-17,REF-61863
MOV-1300,PRD-3087,Return Inbound,47,2025-06-10,REF-50447
MOV-1301,PRD-3016,Shrinkage Adjustment,-32,2025-01-08,REF-12033
MOV-1302,PRD-3165,Sales Outbound,-23,2025-06-14,REF-95198
MOV-1303,PRD-3483,Warehouse Transfer,-34,2025-03-08,REF-36799
MOV-1304,PRD-3470,Return Inbound,71,2025-02-21,REF-97442
MOV-1305,PRD-3064,Warehouse Transfer,-2,2025-10-12,REF-33487
MOV-1306,PRD-3290,Sales Outbound,-34,2025-06-14,REF-17596
MOV-1307,PRD-3413,Sales Outbound,-47,2025-10-01,REF-46743
MOV-1308,PRD-3252,Shrinkage Adjustment,-38,2025-10-11,REF-31754
MOV-1309,PRD-3493,Return Inbound,66,2025-09-06,REF-56413
MOV-1310,PRD-3113,Shrinkage Adjustment,-5,2025-07-10,REF-65858
MOV-1311,PRD-3395,Return Inbound,13,2025-06-14,REF-40783
MOV-1312,PRD-3111,PO Inbound,58,2025-01-09,REF-59981
MOV-1313,PRD-3211,Shrinkage Adjustment,-44,2025-09-10,REF-17976
MOV-1314,PRD-3331,Shrinkage Adjustment,-14,2025-04-30,REF-21876
MOV-1315,PRD-3052,Warehouse Transfer,-5,2025-08-09,REF-22228
MOV-1316,PRD-3054,Warehouse Transfer,-22,2025-06-22,REF-38864
MOV-1317,PRD-3014,Warehouse Transfer,-16,2025-09-08,REF-36943
MOV-1318,PRD-3372,PO Inbound,25,2025-05-11,REF-99807
MOV-1319,PRD-3030,Sales Outbound,-32,2025-09-10,REF-91627
MOV-1320,PRD-3040,Shrinkage Adjustment,-1,2025-04-21,REF-73654
MOV-1321,PRD-3293,Sales Outbound,-2,2025-08-01,REF-22782
MOV-1322,PRD-3416,Warehouse Transfer,-38,2025-03-12,REF-16664
MOV-1323,PRD-3459,PO Inbound,37,2025-07-09,REF-77811
MOV-1324,PRD-3067,PO Inbound,62,2025-03-15,REF-22648
MOV-1325,PRD-3201,Sales Outbound,-18,2025-08-18,REF-49134
MOV-1326,PRD-3066,Return Inbound,56,2025-10-14,REF-45391
MOV-1327,PRD-3478,Shrinkage Adjustment,-16,2025-03-17,REF-57210
MOV-1328,PRD-3451,Return Inbound,8,2025-08-06,REF-53053
MOV-1329,PRD-3428,Sales Outbound,-37,2025-01-13,REF-53946
MOV-1330,PRD-3367,Sales Outbound,-25,2025-08-14,REF-91824
MOV-1331,PRD-3326,PO Inbound,17,2025-01-13,REF-69021
MOV-1332,PRD-3082,PO Inbound,80,2025-06-26,REF-72480
MOV-1333,PRD-3281,Warehouse Transfer,-2,2025-04-30,REF-51127
MOV-1334,PRD-3357,Return Inbound,2,2025-10-03,REF-22938
MOV-1335,PRD-3292,Warehouse Transfer,-49,2025-08-01,REF-80727
MOV-1336,PRD-3441,Return Inbound,36,2025-06-14,REF-67073
MOV-1337,PRD-3168,Shrinkage Adjustment,-48,2025-10-03,REF-20412
MOV-1338,PRD-3423,Shrinkage Adjustment,-17,2025-05-31,REF-34307
MOV-1339,PRD-3018,Return Inbound,34,2025-01-29,REF-93341
MOV-1340,PRD-3186,PO Inbound,48,2025-06-16,REF-65027
MOV-1341,PRD-3248,Return Inbound,2,2025-10-16,REF-32844
MOV-1342,PRD-3025,PO Inbound,94,2025-07-21,REF-94671
MOV-1343,PRD-3256,Return Inbound,77,2025-05-05,REF-14644
MOV-1344,PRD-3474,PO Inbound,10,2025-04-25,REF-43750
MOV-1345,PRD-3443,PO Inbound,39,2025-01-18,REF-55759
MOV-1346,PRD-3378,Warehouse Transfer,-4,2025-07-18,REF-92585
MOV-1347,PRD-3246,PO Inbound,74,2025-02-06,REF-43402
MOV-1348,PRD-3402,Return Inbound,56,2025-07-03,REF-50544
MOV-1349,PRD-3266,Return Inbound,1,2025-01-26,REF-11776
MOV-1350,PRD-3021,Return Inbound,5,2025-01-12,REF-48389
MOV-1351,PRD-3366,Shrinkage Adjustment,-17,2025-07-03,REF-43019
MOV-1352,PRD-3320,Shrinkage Adjustment,-25,2025-09-28,REF-37663
MOV-1353,PRD-3152,Warehouse Transfer,-29,2025-06-29,REF-32334
MOV-1354,PRD-3185,Shrinkage Adjustment,-2,2025-05-25,REF-82298
MOV-1355,PRD-3298,Warehouse Transfer,-10,2025-05-25,REF-61945
MOV-1356,PRD-3218,Sales Outbound,-21,2025-08-16,REF-65319
MOV-1357,PRD-3031,PO Inbound,25,2025-09-29,REF-15180
MOV-1358,PRD-3357,Shrinkage Adjustment,-39,2025-06-19,REF-20370
MOV-1359,PRD-3046,Warehouse Transfer,-8,2025-03-29,REF-97502
MOV-1360,PRD-3457,PO Inbound,50,2025-06-30,REF-33184
MOV-1361,PRD-3349,Return Inbound,8,2025-10-13,REF-98478
MOV-1362,PRD-3061,Return Inbound,73,2025-06-18,REF-88861
MOV-1363,PRD-3012,Return Inbound,31,2025-02-25,REF-54328
MOV-1364,PRD-3482,PO Inbound,57,2025-02-06,REF-75176
MOV-1365,PRD-3132,PO Inbound,81,2025-08-10,REF-99622
MOV-1366,PRD-3141,Shrinkage Adjustment,-31,2025-07-18,REF-34732
MOV-1367,PRD-3420,PO Inbound,81,2025-01-21,REF-39976
MOV-1368,PRD-3398,Sales Outbound,-45,2025-05-07,REF-25943
MOV-1369,PRD-3299,Shrinkage Adjustment,-26,2025-08-30,REF-17590
MOV-1370,PRD-3084,Return Inbound,40,2025-07-12,REF-23060
MOV-1371,PRD-3212,Warehouse Transfer,-17,2025-05-30,REF-46446
MOV-1372,PRD-3195,Warehouse Transfer,-27,2025-05-25,REF-57903
MOV-1373,PRD-3390,Warehouse Transfer,-39,2025-04-03,REF-42937
MOV-1374,PRD-3350,Return Inbound,11,2025-10-05,REF-39875
MOV-1375,PRD-3095,Warehouse Transfer,-50,2025-02-04,REF-21536
MOV-1376,PRD-3439,Sales Outbound,-29,2025-03-07,REF-45632
MOV-1377,PRD-3483,Return Inbound,99,2025-09-10,REF-88079
MOV-1378,PRD-3419,Sales Outbound,-50,2025-10-24,REF-69973
MOV-1379,PRD-3384,Return Inbound,74,2025-02-17,REF-44885
MOV-1380,PRD-3469,Return Inbound,68,2025-10-22,REF-50075
MOV-1381,PRD-3011,PO Inbound,74,2025-06-08,REF-60395
MOV-1382,PRD-3174,Warehouse Transfer,-17,2025-07-27,REF-40753
MOV-1383,PRD-3452,Warehouse Transfer,-10,2025-05-29,REF-83446
MOV-1384,PRD-3380,Warehouse Transfer,-32,2025-10-14,REF-12396
MOV-1385,PRD-3330,Shrinkage Adjustment,-49,2025-05-05,REF-72707
MOV-1386,PRD-3204,Shrinkage Adjustment,-27,2025-05-11,REF-84995
MOV-1387,PRD-3241,Sales Outbound,-29,2025-09-29,REF-15935
MOV-1388,PRD-3165,Sales Outbound,-18,2025-03-17,REF-55955
MOV-1389,PRD-3058,Warehouse Transfer,-7,2025-10-03,REF-69582
MOV-1390,PRD-3063,Shrinkage Adjustment,-9,2025-10-03,REF-84927
MOV-1391,PRD-3229,Return Inbound,57,2025-08-11,REF-69995
MOV-1392,PRD-3222,Shrinkage Adjustment,-45,2025-07-24,REF-17519
MOV-1393,PRD-3355,Warehouse Transfer,-6,2025-03-03,REF-88825
MOV-1394,PRD-3098,Return Inbound,21,2025-07-14,REF-43176
MOV-1395,PRD-3065,Return Inbound,74,2025-04-18,REF-24840
MOV-1396,PRD-3230,Shrinkage Adjustment,-38,2025-09-12,REF-12031
MOV-1397,PRD-3272,Return Inbound,54,2025-08-18,REF-51754
MOV-1398,PRD-3295,PO Inbound,4,2025-07-11,REF-95537
MOV-1399,PRD-3224,Sales Outbound,-47,2025-08-01,REF-73561
MOV-1400,PRD-3024,Return Inbound,36,2025-08-17,REF-72582
MOV-1401,PRD-3495,Shrinkage Adjustment,-8,2025-05-20,REF-14462
MOV-1402,PRD-3182,Shrinkage Adjustment,-30,2025-01-29,REF-27664
MOV-1403,PRD-3497,Return Inbound,96,2025-01-10,REF-21213
MOV-1404,PRD-3185,Return Inbound,37,2025-05-12,REF-90963
MOV-1405,PRD-3145,PO Inbound,82,2025-10-03,REF-52035
